,Course_ID,Year,Course_Duration,Course_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
5509,785,2018,11,8,8,2,6,0,Quizz-Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5510,786,2018,27,14,13,5,7,1,Video-Exam-Quizz-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
5511,787,2018,6,1,1,0,1,0,Quizz,Quizz Duration: 1H
5512,788,2018,15,6,5,1,4,0,Video-Quizz-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5513,789,2018,14,6,6,1,5,0,Video-Quizz-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5514,790,2018,33,22,19,6,11,2,Video-Exam-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Exam-Video-Quizz,Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5515,791,2018,21,9,9,2,6,1,Exam-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Quizz-Video,Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5516,792,2018,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
5517,793,2018,16,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
5518,794,2018,37,24,21,10,10,1,Quizz-Quizz-Quizz-Video-Quizz-Video-Exam-Video-Video-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5519,795,2018,22,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5520,796,2018,45,20,16,7,8,1,Exam-Quizz-Video-Quizz-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Video-Video-Video-Quizz-Quizz,Exam Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5521,797,2018,47,32,26,15,9,2,Video-Video-Video-Video-Video-Video-Quizz-Video-Quizz-Video-Exam-Video-Quizz-Video-Video-Quizz-Video-Quizz-Video-Quizz-Exam-Quizz-Quizz-Video-Quizz-Video,Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 4H
5522,798,2018,23,10,9,4,4,1,Quizz-Video-Quizz-Video-Exam-Quizz-Video-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5523,799,2018,15,4,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5524,800,2018,25,16,12,5,7,0,Quizz-Video-Video-Quizz-Quizz-Quizz-Quizz-Video-Video-Quizz-Quizz-Video,Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
5525,801,2018,30,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5526,802,2018,20,8,8,1,6,1,Exam-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5527,803,2018,11,5,5,1,4,0,Video-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5528,804,2018,12,5,5,2,3,0,Video-Video-Quizz-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5529,805,2018,27,10,10,2,7,1,Exam-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5530,806,2018,10,0,0,0,0,0,,
5531,807,2018,35,12,9,3,6,0,Quizz-Video-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Video,Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H
5532,808,2018,27,18,17,5,10,2,Quizz-Quizz-Video-Exam-Exam-Quizz-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Quizz-Video-Quizz-Video,Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5533,809,2018,12,4,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H
5534,810,2018,57,17,14,6,7,1,Quizz-Exam-Video-Quizz-Quizz-Video-Video-Video-Video-Quizz-Quizz-Quizz-Video-Quizz,Quizz Duration: 2H-Exam Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5535,811,2018,6,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
5536,812,2018,44,23,21,11,7,3,Video-Exam-Video-Quizz-Quizz-Exam-Video-Video-Video-Exam-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Video-Video-Video-Quizz,Video Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Video Duration: 2H-Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5537,813,2018,19,1,1,0,1,0,Quizz,Quizz Duration: 1H
5538,814,2018,41,13,8,2,6,0,Quizz-Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 2H-Video Duration: 4H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5539,815,2018,18,8,8,3,5,0,Video-Quizz-Video-Quizz-Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5540,816,2018,9,3,3,1,2,0,Quizz-Video-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5541,817,2018,10,2,2,1,1,0,Quizz-Video,Quizz Duration: 1H-Video Duration: 1H
5542,818,2018,24,17,13,5,7,1,Video-Video-Exam-Quizz-Quizz-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Quizz,Video Duration: 2H-Video Duration: 2H-Exam Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H
5543,819,2018,16,7,7,1,5,1,Video-Quizz-Exam-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5544,820,2018,36,27,18,8,9,1,Video-Video-Video-Quizz-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Exam-Video-Quizz-Video-Quizz-Quizz,Video Duration: 3H-Video Duration: 3H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H
5545,821,2018,10,6,6,2,4,0,Video-Quizz-Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5546,822,2018,34,27,24,13,10,1,Quizz-Video-Quizz-Video-Video-Video-Video-Quizz-Video-Exam-Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Video-Quizz-Video-Quizz-Video-Quizz-Video,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5547,823,2018,24,18,16,7,8,1,Video-Video-Exam-Quizz-Quizz-Quizz-Video-Video-Quizz-Quizz-Video-Video-Quizz-Quizz-Quizz-Video,Video Duration: 1H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5548,824,2018,7,0,0,0,0,0,,
5549,825,2018,14,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5550,826,2018,16,6,5,2,3,0,Quizz-Video-Video-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5551,827,2018,21,4,4,2,2,0,Video-Video-Quizz-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5552,828,2018,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
5553,829,2018,11,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
5554,830,2018,29,9,8,1,6,1,Exam-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5555,831,2018,27,5,5,2,3,0,Quizz-Video-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5556,832,2018,29,9,9,2,6,1,Quizz-Exam-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5557,833,2018,31,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5558,834,2018,37,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5559,835,2018,19,11,11,4,7,0,Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5560,836,2018,6,3,3,0,3,0,Quizz-Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5561,837,2018,31,14,11,3,7,1,Exam-Video-Quizz-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz,Exam Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5562,838,2018,57,30,21,10,11,0,Quizz-Quizz-Video-Quizz-Video-Video-Video-Quizz-Video-Video-Video-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Video-Video-Quizz-Quizz,Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 2H-Video Duration: 2H-Video Duration: 2H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H
5563,839,2018,21,14,14,6,7,1,Exam-Video-Quizz-Video-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5564,840,2018,35,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5565,841,2018,13,8,6,1,4,1,Quizz-Video-Quizz-Exam-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5566,842,2018,20,10,9,2,7,0,Video-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5567,843,2018,24,18,15,6,7,2,Video-Exam-Video-Video-Quizz-Video-Quizz-Exam-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz,Video Duration: 3H-Exam Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H
5568,844,2018,7,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5569,845,2018,23,18,15,7,7,1,Video-Video-Quizz-Exam-Video-Quizz-Quizz-Quizz-Video-Quizz-Video-Video-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5570,846,2018,18,15,11,4,7,0,Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 4H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5571,847,2018,10,1,1,0,1,0,Quizz,Quizz Duration: 1H
5572,848,2018,15,7,6,1,4,1,Quizz-Video-Exam-Quizz-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5573,849,2018,16,15,11,5,6,0,Video-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Video,Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 2H-Video Duration: 3H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5574,850,2018,13,8,6,1,4,1,Video-Quizz-Exam-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5575,851,2018,12,9,9,3,5,1,Exam-Quizz-Quizz-Video-Video-Video-Quizz-Quizz-Quizz,Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5576,852,2018,14,1,1,0,1,0,Quizz,Quizz Duration: 1H
5577,853,2018,22,8,7,2,4,1,Exam-Video-Quizz-Quizz-Quizz-Quizz-Video,Exam Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5578,854,2018,6,0,0,0,0,0,,
5579,855,2018,31,19,18,11,7,0,Video-Quizz-Quizz-Video-Video-Video-Video-Video-Video-Quizz-Video-Video-Quizz-Video-Quizz-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H
5580,856,2018,5,4,4,1,3,0,Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5581,857,2018,7,5,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5582,858,2018,7,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
5583,859,2018,8,5,5,2,3,0,Video-Quizz-Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5584,860,2018,14,11,9,3,6,0,Video-Video-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Video,Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5585,861,2018,14,10,9,2,7,0,Video-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Quizz-Video,Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5586,862,2018,9,3,3,1,2,0,Video-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5587,863,2018,20,16,15,8,7,0,Video-Video-Video-Video-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5588,864,2018,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
5589,865,2018,29,13,12,6,5,1,Exam-Quizz-Video-Video-Video-Video-Quizz-Quizz-Video-Quizz-Quizz-Video,Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5590,866,2018,29,12,12,6,6,0,Video-Video-Quizz-Quizz-Video-Quizz-Video-Quizz-Video-Quizz-Quizz-Video,Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5591,867,2018,7,1,1,0,1,0,Quizz,Quizz Duration: 1H
5592,868,2018,44,11,11,5,6,0,Video-Quizz-Video-Quizz-Video-Video-Quizz-Quizz-Quizz-Video-Quizz,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5593,869,2018,25,17,11,5,5,1,Video-Exam-Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Video-Quizz,Video Duration: 3H-Exam Duration: 1H-Quizz Duration: 2H-Video Duration: 4H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H
5594,870,2018,15,10,10,5,5,0,Video-Quizz-Video-Video-Quizz-Quizz-Video-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5595,871,2018,6,6,5,2,3,0,Quizz-Video-Quizz-Quizz-Video,Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5596,872,2018,13,1,1,0,1,0,Quizz,Quizz Duration: 1H
5597,873,2018,32,10,10,3,6,1,Video-Quizz-Exam-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video,Video Duration: 1H-Quizz Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H
5598,874,2018,10,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
5599,875,2018,6,2,2,0,2,0,Quizz-Quizz,Quizz Duration: 1H-Quizz Duration: 1H
5600,876,2018,6,1,1,0,1,0,Quizz,Quizz Duration: 1H
5601,877,2018,12,7,5,1,4,0,Video-Quizz-Quizz-Quizz-Quizz,Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5602,878,2018,10,8,6,1,5,0,Quizz-Video-Quizz-Quizz-Quizz-Quizz,Quizz Duration: 2H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5603,879,2018,11,8,7,2,4,1,Video-Quizz-Video-Exam-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 2H-Video Duration: 1H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5604,880,2018,45,31,19,7,10,2,Video-Video-Quizz-Exam-Quizz-Quizz-Quizz-Video-Quizz-Quizz-Video-Quizz-Video-Video-Quizz-Exam-Quizz-Quizz-Video,Video Duration: 3H-Video Duration: 1H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Quizz Duration: 1H-Video Duration: 3H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 2H-Quizz Duration: 2H-Exam Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 3H
5605,881,2018,5,1,1,0,1,0,Quizz,Quizz Duration: 1H
5606,882,2018,11,4,4,1,3,0,Video-Quizz-Quizz-Quizz,Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
5607,883,2018,40,14,13,4,8,1,Quizz-Exam-Video-Quizz-Quizz-Quizz-Quizz-Video-Video-Quizz-Video-Quizz-Quizz,Quizz Duration: 1H-Exam Duration: 1H-Video Duration: 2H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Video Duration: 1H-Quizz Duration: 1H-Quizz Duration: 1H
