"Course_ID","Year","Course_Duration","Course_Ress_Digit","Course_Ress_inClass","Ressources_Amount","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59"
919,2016,14,3,1,4,"Lecture","QCM","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
920,2016,23,17,6,23,"Video","QCM","Video","QCM","Video","Video","QCM","QCM","Video","Lecture","Video","QCM","QCM","Lecture","Video","Lecture","Video","Lecture","QCM","Lecture","Video","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
921,2016,32,12,19,31,"Lecture","Exercise","Lecture","Video","Lecture","QCM","Lecture","Lecture","Exercise","Video","Exercise","Video","Video","Video","Lecture","Examen","Lecture","Lecture","QCM","Lecture","QCM","Video","Exercise","Lecture","Exercise","Lecture","Video","Lecture","Video","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
922,2016,15,2,2,4,"Lecture","Video","Video","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
923,2016,7,3,3,6,"Lecture","Video","QCM","Exercise","Lecture","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
924,2016,11,1,9,10,"Exercise","Exercise","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
925,2016,31,16,12,28,"QCM","Video","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Video","Test","Video","QCM","Lecture","Video","QCM","Video","Lecture","Exercise","Examen","Video","Video","Exercise","Video","Lecture","Video","QCM","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
926,2016,14,2,4,6,"Lecture","Video","Lecture","QCM","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
927,2016,35,15,10,25,"Lecture","QCM","Lecture","Video","QCM","Lecture","Lecture","Lecture","Lecture","QCM","QCM","QCM","Test","QCM","QCM","QCM","Video","Lecture","Lecture","Video","QCM","Video","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
928,2016,38,22,12,34,"Lecture","Lecture","Video","Lecture","Video","Lecture","Video","QCM","Video","QCM","Exercise","Examen","Video","Video","Lecture","QCM","Video","Video","Video","QCM","Lecture","Lecture","Test","QCM","Video","Video","Lecture","Lecture","QCM","QCM","Lecture","Video","QCM","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
929,2016,44,27,17,44,"Lecture","Exercise","QCM","Video","Lecture","Video","QCM","Lecture","QCM","Video","Lecture","QCM","QCM","Lecture","Lecture","Video","QCM","Lecture","Lecture","Video","QCM","Video","Examen","Video","Exercise","Video","QCM","Exercise","Lecture","Lecture","Video","Lecture","Video","Video","QCM","QCM","QCM","Lecture","QCM","Video","Video","Video","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
930,2016,14,3,4,7,"Video","Video","Exercise","Lecture","Exercise","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
931,2016,35,7,3,10,"QCM","QCM","Lecture","QCM","Video","Lecture","Video","QCM","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
932,2016,26,7,11,18,"Video","Exercise","Lecture","Lecture","Lecture","Lecture","QCM","Video","Test","Lecture","QCM","Lecture","Exercise","Exercise","Lecture","Lecture","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
933,2016,33,19,10,29,"Video","Video","Lecture","Exercise","Video","Video","Video","Video","Video","Test","Exercise","Video","Video","Video","Exercise","QCM","QCM","Lecture","Exercise","Examen","Video","Lecture","Exercise","Video","Video","Video","Lecture","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
934,2016,49,35,10,45,"QCM","Video","Video","Video","Video","QCM","Lecture","Video","QCM","Video","QCM","Lecture","Video","Video","QCM","QCM","Video","QCM","Lecture","Video","QCM","QCM","QCM","QCM","Video","Exercise","Lecture","Video","Video","Video","Video","Video","QCM","QCM","Exercise","Video","Video","Lecture","Video","Lecture","Lecture","Exercise","Video","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
935,2016,36,3,10,13,"Lecture","Exercise","Video","Lecture","Exercise","Lecture","Video","Lecture","Lecture","QCM","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
936,2016,40,5,18,23,"Exercise","Exercise","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","QCM","Lecture","Examen","Video","Lecture","Exercise","Lecture","Lecture","Lecture","Video","QCM","Lecture","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
937,2016,9,2,3,5,"Lecture","Video","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
938,2016,17,8,8,16,"QCM","QCM","Video","Lecture","Lecture","Video","Lecture","Exercise","Examen","Video","Lecture","Video","Lecture","Lecture","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
939,2016,50,10,28,38,"Exercise","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","QCM","Video","Lecture","QCM","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Video","Examen","Video","Lecture","Lecture","Exercise","Lecture","Video","Lecture","QCM","Video","Video","Lecture","Lecture","QCM","Lecture","Exercise","Exercise","Exercise","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,2016,14,1,6,7,"QCM","Exercise","Lecture","Lecture","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
941,2016,35,4,19,23,"Exercise","QCM","Lecture","Lecture","Lecture","Lecture","Video","Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Exercise","Exercise","Lecture","Lecture","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
942,2016,23,5,16,21,"Lecture","Lecture","Exercise","Exercise","QCM","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Lecture","Lecture","Video","Exercise","Video","Video","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
943,2016,15,4,4,8,"QCM","Lecture","QCM","Lecture","QCM","Lecture","Lecture","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
944,2016,12,3,5,8,"Lecture","Video","Lecture","Lecture","Lecture","Video","Exercise","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
945,2016,28,11,5,16,"Video","Video","Video","Lecture","Video","Lecture","Video","Video","QCM","Exercise","Lecture","Video","Video","Exercise","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
946,2016,27,8,6,14,"Lecture","Video","Lecture","Lecture","QCM","Video","Test","Video","QCM","Exercise","QCM","Exercise","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
947,2016,26,8,4,12,"QCM","QCM","Lecture","Video","Lecture","Video","Examen","QCM","QCM","Lecture","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
948,2016,10,6,4,10,"Lecture","QCM","Video","Video","Lecture","Video","QCM","Lecture","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
949,2016,6,2,3,5,"QCM","Exercise","Video","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
950,2016,10,7,3,10,"QCM","Video","Video","Video","Examen","Lecture","Video","Lecture","QCM","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
951,2016,57,13,42,55,"Lecture","Lecture","Exercise","Lecture","Lecture","Video","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","QCM","Lecture","QCM","Lecture","Exercise","Lecture","Video","Video","Lecture","Lecture","Examen","QCM","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","QCM","Video","Exercise","Lecture","Video","Lecture","Exercise","Video","Exercise","Exercise","Exercise","Lecture","Lecture","QCM","Lecture","QCM","QCM","Examen",NA,NA,NA,NA
952,2016,15,2,5,7,"Lecture","QCM","Lecture","Exercise","Exercise","Video","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
953,2016,20,8,7,15,"Video","QCM","QCM","Video","Lecture","Lecture","Lecture","Video","Lecture","Video","Lecture","QCM","Lecture","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
954,2016,13,1,7,8,"Lecture","Exercise","Exercise","Video","Lecture","Lecture","Exercise","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
955,2016,15,5,5,10,"Video","Lecture","Exercise","Exercise","Lecture","Lecture","Video","QCM","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
956,2016,24,1,13,14,"Lecture","Exercise","Exercise","Lecture","Exercise","Lecture","QCM","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
957,2016,23,11,4,15,"QCM","Video","Video","Exercise","Video","Video","Lecture","QCM","Lecture","QCM","QCM","Video","Video","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
958,2016,50,11,33,44,"QCM","Exercise","Video","Lecture","Lecture","QCM","Exercise","Exercise","QCM","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Video","Lecture","Lecture","Lecture","QCM","Lecture","Video","Lecture","Lecture","Video","Lecture","Exercise","Lecture","QCM","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Lecture","Lecture","Exercise","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
959,2016,15,6,8,14,"Exercise","QCM","Lecture","Lecture","Video","QCM","Test","Lecture","Lecture","Lecture","Video","Exercise","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
960,2016,5,3,1,4,"Video","Lecture","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
961,2016,33,4,9,13,"Exercise","Lecture","Exercise","Video","Lecture","QCM","Lecture","Lecture","Video","Lecture","Exercise","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
962,2016,38,10,23,33,"Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","QCM","Video","QCM","Test","Video","Lecture","Lecture","QCM","Video","QCM","Lecture","Lecture","Lecture","Examen","Exercise","Exercise","Lecture","Lecture","Video","Lecture","Lecture","Lecture","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
963,2016,58,3,40,43,"Lecture","Lecture","Exercise","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","QCM","Video","Exercise","Exercise","Lecture","Exercise","Lecture","Lecture","Examen","Lecture","Lecture","Lecture","Video","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
964,2016,38,4,25,29,"Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Video","Examen","Lecture","Video","Exercise","Lecture","Exercise","Lecture","Video","Video","Exercise","Exercise","Lecture","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
965,2016,52,7,7,14,"Lecture","Exercise","Video","Video","Lecture","Video","Test","QCM","Exercise","QCM","Lecture","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
966,2016,11,3,4,7,"Video","Video","Exercise","Exercise","QCM","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
967,2016,26,19,7,26,"Video","Lecture","QCM","QCM","QCM","Video","QCM","Video","Video","QCM","Video","QCM","Exercise","QCM","Video","Lecture","QCM","Lecture","Video","QCM","Video","Video","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
968,2016,10,1,2,3,"Lecture","Video","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
969,2016,7,1,1,2,"Video","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
970,2016,33,5,6,11,"Lecture","Lecture","Exercise","Lecture","Lecture","Video","QCM","Video","Lecture","Video","Video",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
971,2016,39,4,16,20,"Lecture","Lecture","Lecture","Exercise","Video","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Video","Exercise","Lecture","Lecture","Lecture","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
972,2016,9,1,3,4,"Exercise","Lecture","QCM","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
973,2016,31,8,14,22,"Lecture","Video","Lecture","Lecture","Lecture","Video","Video","Lecture","Lecture","Lecture","Test","Video","Video","QCM","Lecture","Exercise","Exercise","Exercise","Lecture","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
974,2016,20,7,3,10,"Video","QCM","Exercise","Video","Examen","QCM","Lecture","QCM","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
975,2016,24,8,11,19,"Lecture","Lecture","QCM","Lecture","Video","Video","QCM","Lecture","Lecture","QCM","Video","Lecture","Lecture","Video","Lecture","Lecture","Exercise","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
976,2016,13,2,8,10,"QCM","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
977,2016,10,3,0,3,"Video","QCM","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
978,2016,15,4,5,9,"Lecture","Lecture","Exercise","QCM","Examen","QCM","Video","Lecture","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
979,2016,6,2,4,6,"Lecture","Video","QCM","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
980,2016,18,6,9,15,"QCM","Lecture","Exercise","Exercise","Lecture","Lecture","Lecture","QCM","Exercise","Lecture","Video","Lecture","Video","Video","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,2016,18,1,5,6,"Lecture","Exercise","Lecture","Lecture","Video","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
982,2016,56,28,20,48,"Video","QCM","Video","Video","Video","QCM","Video","Video","Lecture","Lecture","QCM","Lecture","Exercise","Exercise","Video","Video","Test","Video","QCM","Video","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","QCM","QCM","Video","Video","QCM","Test","Video","Lecture","Lecture","QCM","Exercise","Video","Video","Lecture","Exercise","QCM","QCM","Exercise","Exercise","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
983,2016,24,4,11,15,"Video","Lecture","Video","Exercise","Exercise","Lecture","QCM","QCM","Lecture","Lecture","Lecture","Exercise","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
