Course_ID,Duration,Duration_Digit,Duration_Present,Year,Total_Courses_perYear,Digit_Ratio,Digit_Percentage,Digitalization,Type
4477,7,1,6,2017,1007,0.14,14,Low Digitalization,Small Course ( <15H )
4478,25,2,23,2017,1007,0.09,9,Low Digitalization,Medium Course ( >15H and <40H )
4479,34,31,3,2017,1007,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
4480,78,73,5,2017,1007,0.93,93,High Digitalization,High Course ( >40H )
4481,8,4,4,2017,1007,0.56,56,Medium-High Digitalization,Small Course ( <15H )
4482,84,52,32,2017,1007,0.62,62,Medium-High Digitalization,High Course ( >40H )
4483,8,8,0,2017,1007,0.95,95,High Digitalization,Small Course ( <15H )
4484,24,1,23,2017,1007,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
4485,9,4,5,2017,1007,0.48,48,Medium-Low Digitalization,Small Course ( <15H )
4486,33,11,22,2017,1007,0.32,32,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4487,43,33,10,2017,1007,0.76,76,Medium-High Digitalization,High Course ( >40H )
4488,23,1,22,2017,1007,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
4489,55,42,13,2017,1007,0.77,77,Medium-High Digitalization,High Course ( >40H )
4490,11,5,6,2017,1007,0.46,46,Medium-Low Digitalization,Small Course ( <15H )
4491,53,14,39,2017,1007,0.27,27,Medium-Low Digitalization,High Course ( >40H )
4492,15,11,4,2017,1007,0.72,72,Medium-High Digitalization,Small Course ( <15H )
4493,15,9,6,2017,1007,0.63,63,Medium-High Digitalization,Small Course ( <15H )
4494,44,28,16,2017,1007,0.64,64,Medium-High Digitalization,High Course ( >40H )
4495,12,4,8,2017,1007,0.35,35,Medium-Low Digitalization,Small Course ( <15H )
4496,14,12,2,2017,1007,0.88,88,High Digitalization,Small Course ( <15H )
4497,33,9,24,2017,1007,0.26,26,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4498,5,4,1,2017,1007,0.85,85,High Digitalization,Small Course ( <15H )
4499,81,42,39,2017,1007,0.52,52,Medium-High Digitalization,High Course ( >40H )
4500,12,1,11,2017,1007,0.1,10,Low Digitalization,Small Course ( <15H )
4501,81,58,23,2017,1007,0.71,71,Medium-High Digitalization,High Course ( >40H )
4502,8,6,2,2017,1007,0.71,71,Medium-High Digitalization,Small Course ( <15H )
4503,8,4,4,2017,1007,0.44,44,Medium-Low Digitalization,Small Course ( <15H )
4504,13,1,12,2017,1007,0.09,9,Low Digitalization,Small Course ( <15H )
4505,9,6,3,2017,1007,0.64,64,Medium-High Digitalization,Small Course ( <15H )
4506,10,0,10,2017,1007,0.03,3,Low Digitalization,Small Course ( <15H )
4507,20,1,19,2017,1007,0.05,5,Low Digitalization,Medium Course ( >15H and <40H )
4508,42,30,12,2017,1007,0.72,72,Medium-High Digitalization,High Course ( >40H )
4509,11,2,9,2017,1007,0.16,16,Low Digitalization,Small Course ( <15H )
4510,36,22,14,2017,1007,0.62,62,Medium-High Digitalization,Medium Course ( >15H and <40H )
4511,78,27,51,2017,1007,0.35,35,Medium-Low Digitalization,High Course ( >40H )
4512,15,11,4,2017,1007,0.75,75,Medium-High Digitalization,Small Course ( <15H )
4513,38,6,32,2017,1007,0.17,17,Low Digitalization,Medium Course ( >15H and <40H )
4514,60,54,6,2017,1007,0.9,90,High Digitalization,High Course ( >40H )
4515,15,1,14,2017,1007,0.04,4,Low Digitalization,Small Course ( <15H )
4516,55,24,31,2017,1007,0.43,43,Medium-Low Digitalization,High Course ( >40H )
4517,15,7,8,2017,1007,0.47,47,Medium-Low Digitalization,Small Course ( <15H )
4518,22,20,2,2017,1007,0.93,93,High Digitalization,Medium Course ( >15H and <40H )
4519,13,13,0,2017,1007,0.98,98,High Digitalization,Small Course ( <15H )
4520,34,13,21,2017,1007,0.39,39,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4521,13,5,8,2017,1007,0.38,38,Medium-Low Digitalization,Small Course ( <15H )
4522,75,60,15,2017,1007,0.8,80,Medium-High Digitalization,High Course ( >40H )
4523,84,23,61,2017,1007,0.27,27,Medium-Low Digitalization,High Course ( >40H )
4524,64,2,62,2017,1007,0.03,3,Low Digitalization,High Course ( >40H )
4525,85,76,9,2017,1007,0.89,89,High Digitalization,High Course ( >40H )
4526,43,1,42,2017,1007,0.03,3,Low Digitalization,High Course ( >40H )
4527,57,8,49,2017,1007,0.14,14,Low Digitalization,High Course ( >40H )
4528,5,2,3,2017,1007,0.49,49,Medium-Low Digitalization,Small Course ( <15H )
4529,37,25,12,2017,1007,0.68,68,Medium-High Digitalization,Medium Course ( >15H and <40H )
4530,58,30,28,2017,1007,0.52,52,Medium-High Digitalization,High Course ( >40H )
4531,10,2,8,2017,1007,0.2,20,Low Digitalization,Small Course ( <15H )
4532,8,5,3,2017,1007,0.64,64,Medium-High Digitalization,Small Course ( <15H )
4533,60,4,56,2017,1007,0.06,6,Low Digitalization,High Course ( >40H )
4534,82,39,43,2017,1007,0.47,47,Medium-Low Digitalization,High Course ( >40H )
4535,65,55,10,2017,1007,0.84,84,High Digitalization,High Course ( >40H )
4536,11,2,9,2017,1007,0.2,20,Low Digitalization,Small Course ( <15H )
4537,72,28,44,2017,1007,0.39,39,Medium-Low Digitalization,High Course ( >40H )
4538,5,5,0,2017,1007,0.93,93,High Digitalization,Small Course ( <15H )
4539,9,3,6,2017,1007,0.38,38,Medium-Low Digitalization,Small Course ( <15H )
4540,42,24,18,2017,1007,0.58,57,Medium-High Digitalization,High Course ( >40H )
4541,15,4,11,2017,1007,0.24,24,Medium-Low Digitalization,Small Course ( <15H )
4542,59,7,52,2017,1007,0.12,12,Low Digitalization,High Course ( >40H )
4543,27,16,11,2017,1007,0.61,61,Medium-High Digitalization,Medium Course ( >15H and <40H )
4544,57,55,2,2017,1007,0.96,96,High Digitalization,High Course ( >40H )
4545,45,11,34,2017,1007,0.25,25,Medium-Low Digitalization,High Course ( >40H )
4546,13,0,13,2017,1007,0.03,3,Low Digitalization,Small Course ( <15H )
4547,37,34,3,2017,1007,0.92,92,High Digitalization,Medium Course ( >15H and <40H )
4548,27,9,18,2017,1007,0.35,35,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4549,64,51,13,2017,1007,0.8,80,Medium-High Digitalization,High Course ( >40H )
4550,76,74,2,2017,1007,0.97,97,High Digitalization,High Course ( >40H )
4551,73,12,61,2017,1007,0.17,17,Low Digitalization,High Course ( >40H )
4552,12,7,5,2017,1007,0.58,57,Medium-High Digitalization,Small Course ( <15H )
4553,71,31,40,2017,1007,0.43,43,Medium-Low Digitalization,High Course ( >40H )
4554,75,7,68,2017,1007,0.09,9,Low Digitalization,High Course ( >40H )
4555,5,1,4,2017,1007,0.16,16,Low Digitalization,Small Course ( <15H )
4556,6,3,3,2017,1007,0.58,57,Medium-High Digitalization,Small Course ( <15H )
4557,89,83,6,2017,1007,0.93,93,High Digitalization,High Course ( >40H )
4558,26,4,22,2017,1007,0.16,16,Low Digitalization,Medium Course ( >15H and <40H )
4559,76,14,62,2017,1007,0.19,19,Low Digitalization,High Course ( >40H )
4560,45,5,40,2017,1007,0.12,12,Low Digitalization,High Course ( >40H )
4561,76,44,32,2017,1007,0.58,57,Medium-High Digitalization,High Course ( >40H )
4562,44,23,21,2017,1007,0.52,52,Medium-High Digitalization,High Course ( >40H )
4563,57,46,11,2017,1007,0.81,81,High Digitalization,High Course ( >40H )
4564,18,12,6,2017,1007,0.65,65,Medium-High Digitalization,Medium Course ( >15H and <40H )
4565,34,30,4,2017,1007,0.88,88,High Digitalization,Medium Course ( >15H and <40H )
4566,68,61,7,2017,1007,0.89,89,High Digitalization,High Course ( >40H )
4567,23,16,7,2017,1007,0.69,69,Medium-High Digitalization,Medium Course ( >15H and <40H )
4568,55,33,22,2017,1007,0.6,60,Medium-High Digitalization,High Course ( >40H )
4569,16,14,2,2017,1007,0.86,86,High Digitalization,Medium Course ( >15H and <40H )
4570,26,23,3,2017,1007,0.89,89,High Digitalization,Medium Course ( >15H and <40H )
4571,49,36,13,2017,1007,0.74,74,Medium-High Digitalization,High Course ( >40H )
4572,21,11,10,2017,1007,0.52,52,Medium-High Digitalization,Medium Course ( >15H and <40H )
4573,59,15,44,2017,1007,0.26,26,Medium-Low Digitalization,High Course ( >40H )
4574,6,0,6,2017,1007,0.04,4,Low Digitalization,Small Course ( <15H )
4575,13,8,5,2017,1007,0.6,60,Medium-High Digitalization,Small Course ( <15H )
4576,17,4,13,2017,1007,0.25,25,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4577,46,42,4,2017,1007,0.91,91,High Digitalization,High Course ( >40H )
4578,26,9,17,2017,1007,0.35,35,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4579,6,4,2,2017,1007,0.66,66,Medium-High Digitalization,Small Course ( <15H )
4580,77,72,5,2017,1007,0.94,94,High Digitalization,High Course ( >40H )
4581,12,1,11,2017,1007,0.05,5,Low Digitalization,Small Course ( <15H )
4582,70,62,8,2017,1007,0.88,88,High Digitalization,High Course ( >40H )
4583,72,14,58,2017,1007,0.19,19,Low Digitalization,High Course ( >40H )
4584,5,2,3,2017,1007,0.39,39,Medium-Low Digitalization,Small Course ( <15H )
4585,28,3,25,2017,1007,0.12,12,Low Digitalization,Medium Course ( >15H and <40H )
4586,74,53,21,2017,1007,0.71,71,Medium-High Digitalization,High Course ( >40H )
4587,57,8,49,2017,1007,0.14,14,Low Digitalization,High Course ( >40H )
4588,11,8,3,2017,1007,0.71,71,Medium-High Digitalization,Small Course ( <15H )
4589,37,18,18,2017,1007,0.5,50,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4590,90,87,3,2017,1007,0.97,97,High Digitalization,High Course ( >40H )
4591,6,1,5,2017,1007,0.15,15,Low Digitalization,Small Course ( <15H )
4592,46,13,33,2017,1007,0.28,28,Medium-Low Digitalization,High Course ( >40H )
4593,65,7,58,2017,1007,0.11,11,Low Digitalization,High Course ( >40H )
4594,27,18,9,2017,1007,0.65,65,Medium-High Digitalization,Medium Course ( >15H and <40H )
4595,82,46,36,2017,1007,0.56,56,Medium-High Digitalization,High Course ( >40H )
4596,77,28,49,2017,1007,0.36,36,Medium-Low Digitalization,High Course ( >40H )
4597,25,19,6,2017,1007,0.76,76,Medium-High Digitalization,Medium Course ( >15H and <40H )
4598,30,2,28,2017,1007,0.06,6,Low Digitalization,Medium Course ( >15H and <40H )
4599,31,29,2,2017,1007,0.94,94,High Digitalization,Medium Course ( >15H and <40H )
4600,90,76,14,2017,1007,0.85,85,High Digitalization,High Course ( >40H )
4601,10,7,3,2017,1007,0.74,74,Medium-High Digitalization,Small Course ( <15H )
4602,7,5,2,2017,1007,0.7,70,Medium-High Digitalization,Small Course ( <15H )
4603,52,45,7,2017,1007,0.86,86,High Digitalization,High Course ( >40H )
4604,10,4,6,2017,1007,0.41,41,Medium-Low Digitalization,Small Course ( <15H )
4605,73,2,71,2017,1007,0.03,3,Low Digitalization,High Course ( >40H )
4606,27,22,5,2017,1007,0.81,81,High Digitalization,Medium Course ( >15H and <40H )
4607,37,1,36,2017,1007,0.04,4,Low Digitalization,Medium Course ( >15H and <40H )
4608,12,0,12,2017,1007,0.0,0,Low Digitalization,Small Course ( <15H )
4609,32,9,23,2017,1007,0.27,27,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4610,10,2,8,2017,1007,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
4611,86,2,84,2017,1007,0.02,2,Low Digitalization,High Course ( >40H )
4612,26,17,9,2017,1007,0.66,66,Medium-High Digitalization,Medium Course ( >15H and <40H )
4613,90,22,68,2017,1007,0.24,24,Medium-Low Digitalization,High Course ( >40H )
4614,5,4,1,2017,1007,0.79,79,Medium-High Digitalization,Small Course ( <15H )
4615,86,11,75,2017,1007,0.13,13,Low Digitalization,High Course ( >40H )
4616,15,12,3,2017,1007,0.78,78,Medium-High Digitalization,Small Course ( <15H )
4617,57,44,13,2017,1007,0.78,78,Medium-High Digitalization,High Course ( >40H )
4618,89,79,10,2017,1007,0.89,89,High Digitalization,High Course ( >40H )
4619,73,40,33,2017,1007,0.55,55,Medium-High Digitalization,High Course ( >40H )
4620,14,4,10,2017,1007,0.26,26,Medium-Low Digitalization,Small Course ( <15H )
4621,15,14,1,2017,1007,0.93,93,High Digitalization,Small Course ( <15H )
4622,31,23,8,2017,1007,0.75,75,Medium-High Digitalization,Medium Course ( >15H and <40H )
4623,70,56,14,2017,1007,0.8,80,Medium-High Digitalization,High Course ( >40H )
4624,72,60,12,2017,1007,0.84,84,High Digitalization,High Course ( >40H )
4625,82,16,66,2017,1007,0.2,20,Low Digitalization,High Course ( >40H )
4626,50,34,16,2017,1007,0.69,69,Medium-High Digitalization,High Course ( >40H )
4627,11,8,3,2017,1007,0.7,70,Medium-High Digitalization,Small Course ( <15H )
4628,37,26,11,2017,1007,0.7,70,Medium-High Digitalization,Medium Course ( >15H and <40H )
4629,20,9,11,2017,1007,0.46,46,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4630,15,8,7,2017,1007,0.55,55,Medium-High Digitalization,Small Course ( <15H )
4631,9,8,1,2017,1007,0.92,92,High Digitalization,Small Course ( <15H )
4632,28,15,13,2017,1007,0.55,55,Medium-High Digitalization,Medium Course ( >15H and <40H )
4633,55,17,38,2017,1007,0.31,31,Medium-Low Digitalization,High Course ( >40H )
4634,43,14,29,2017,1007,0.33,33,Medium-Low Digitalization,High Course ( >40H )
4635,43,5,38,2017,1007,0.11,11,Low Digitalization,High Course ( >40H )
4636,23,17,6,2017,1007,0.73,73,Medium-High Digitalization,Medium Course ( >15H and <40H )
4637,57,11,46,2017,1007,0.2,20,Low Digitalization,High Course ( >40H )
4638,69,46,23,2017,1007,0.67,67,Medium-High Digitalization,High Course ( >40H )
4639,53,9,44,2017,1007,0.17,17,Low Digitalization,High Course ( >40H )
4640,6,5,1,2017,1007,0.78,78,Medium-High Digitalization,Small Course ( <15H )
4641,55,35,20,2017,1007,0.64,64,Medium-High Digitalization,High Course ( >40H )
4642,10,0,10,2017,1007,0.01,1,Low Digitalization,Small Course ( <15H )
4643,37,11,26,2017,1007,0.31,31,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4644,7,5,2,2017,1007,0.77,77,Medium-High Digitalization,Small Course ( <15H )
4645,54,49,5,2017,1007,0.9,90,High Digitalization,High Course ( >40H )
4646,33,16,16,2017,1007,0.5,50,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4647,18,3,15,2017,1007,0.17,17,Low Digitalization,Medium Course ( >15H and <40H )
4648,61,23,38,2017,1007,0.38,38,Medium-Low Digitalization,High Course ( >40H )
4649,45,15,30,2017,1007,0.33,33,Medium-Low Digitalization,High Course ( >40H )
4650,31,22,9,2017,1007,0.71,71,Medium-High Digitalization,Medium Course ( >15H and <40H )
4651,72,46,26,2017,1007,0.64,64,Medium-High Digitalization,High Course ( >40H )
4652,7,3,4,2017,1007,0.45,45,Medium-Low Digitalization,Small Course ( <15H )
4653,88,74,14,2017,1007,0.84,84,High Digitalization,High Course ( >40H )
4654,33,32,1,2017,1007,0.98,98,High Digitalization,Medium Course ( >15H and <40H )
4655,73,67,6,2017,1007,0.92,92,High Digitalization,High Course ( >40H )
4656,17,5,12,2017,1007,0.31,31,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4657,50,21,29,2017,1007,0.42,42,Medium-Low Digitalization,High Course ( >40H )
4658,84,76,8,2017,1007,0.91,91,High Digitalization,High Course ( >40H )
4659,12,10,2,2017,1007,0.8,80,Medium-High Digitalization,Small Course ( <15H )
4660,15,11,4,2017,1007,0.71,71,Medium-High Digitalization,Small Course ( <15H )
4661,5,2,3,2017,1007,0.39,39,Medium-Low Digitalization,Small Course ( <15H )
4662,47,4,43,2017,1007,0.08,8,Low Digitalization,High Course ( >40H )
4663,87,83,4,2017,1007,0.95,95,High Digitalization,High Course ( >40H )
4664,56,24,32,2017,1007,0.43,43,Medium-Low Digitalization,High Course ( >40H )
4665,41,30,11,2017,1007,0.72,72,Medium-High Digitalization,High Course ( >40H )
4666,63,52,11,2017,1007,0.82,82,High Digitalization,High Course ( >40H )
4667,10,6,4,2017,1007,0.57,56,Medium-High Digitalization,Small Course ( <15H )
4668,31,25,6,2017,1007,0.82,82,High Digitalization,Medium Course ( >15H and <40H )
4669,50,14,36,2017,1007,0.27,27,Medium-Low Digitalization,High Course ( >40H )
4670,19,5,14,2017,1007,0.24,24,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4671,90,13,77,2017,1007,0.14,14,Low Digitalization,High Course ( >40H )
4672,8,2,6,2017,1007,0.22,22,Medium-Low Digitalization,Small Course ( <15H )
4673,18,17,1,2017,1007,0.93,93,High Digitalization,Medium Course ( >15H and <40H )
4674,50,46,4,2017,1007,0.92,92,High Digitalization,High Course ( >40H )
4675,38,22,16,2017,1007,0.57,56,Medium-High Digitalization,Medium Course ( >15H and <40H )
4676,57,1,56,2017,1007,0.02,2,Low Digitalization,High Course ( >40H )
4677,70,43,27,2017,1007,0.61,61,Medium-High Digitalization,High Course ( >40H )
4678,21,1,20,2017,1007,0.07,7,Low Digitalization,Medium Course ( >15H and <40H )
4679,36,19,17,2017,1007,0.53,53,Medium-High Digitalization,Medium Course ( >15H and <40H )
4680,13,2,11,2017,1007,0.14,14,Low Digitalization,Small Course ( <15H )
4681,41,11,30,2017,1007,0.28,28,Medium-Low Digitalization,High Course ( >40H )
4682,15,2,13,2017,1007,0.16,16,Low Digitalization,Small Course ( <15H )
4683,74,49,25,2017,1007,0.66,66,Medium-High Digitalization,High Course ( >40H )
4684,89,85,4,2017,1007,0.95,95,High Digitalization,High Course ( >40H )
4685,12,5,7,2017,1007,0.41,41,Medium-Low Digitalization,Small Course ( <15H )
4686,61,7,54,2017,1007,0.11,11,Low Digitalization,High Course ( >40H )
4687,8,7,1,2017,1007,0.92,92,High Digitalization,Small Course ( <15H )
4688,56,21,35,2017,1007,0.38,38,Medium-Low Digitalization,High Course ( >40H )
4689,21,15,6,2017,1007,0.73,73,Medium-High Digitalization,Medium Course ( >15H and <40H )
4690,15,8,7,2017,1007,0.54,54,Medium-High Digitalization,Small Course ( <15H )
4691,57,40,17,2017,1007,0.71,71,Medium-High Digitalization,High Course ( >40H )
4692,16,13,3,2017,1007,0.82,82,High Digitalization,Medium Course ( >15H and <40H )
4693,44,32,12,2017,1007,0.72,72,Medium-High Digitalization,High Course ( >40H )
4694,10,4,6,2017,1007,0.4,40,Medium-Low Digitalization,Small Course ( <15H )
4695,88,28,60,2017,1007,0.32,32,Medium-Low Digitalization,High Course ( >40H )
4696,18,3,15,2017,1007,0.16,16,Low Digitalization,Medium Course ( >15H and <40H )
4697,27,14,14,2017,1007,0.5,50,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4698,8,7,1,2017,1007,0.86,86,High Digitalization,Small Course ( <15H )
4699,24,19,5,2017,1007,0.79,79,Medium-High Digitalization,Medium Course ( >15H and <40H )
4700,13,9,4,2017,1007,0.73,73,Medium-High Digitalization,Small Course ( <15H )
4701,8,3,5,2017,1007,0.32,32,Medium-Low Digitalization,Small Course ( <15H )
4702,78,46,32,2017,1007,0.59,59,Medium-High Digitalization,High Course ( >40H )
4703,75,4,70,2017,1007,0.06,6,Low Digitalization,High Course ( >40H )
4704,24,23,1,2017,1007,0.96,96,High Digitalization,Medium Course ( >15H and <40H )
4705,7,2,5,2017,1007,0.27,27,Medium-Low Digitalization,Small Course ( <15H )
4706,47,11,36,2017,1007,0.23,23,Medium-Low Digitalization,High Course ( >40H )
4707,39,12,27,2017,1007,0.3,30,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4708,15,10,4,2017,1007,0.7,70,Medium-High Digitalization,Small Course ( <15H )
4709,90,43,47,2017,1007,0.48,48,Medium-Low Digitalization,High Course ( >40H )
4710,12,4,8,2017,1007,0.36,36,Medium-Low Digitalization,Small Course ( <15H )
4711,23,20,3,2017,1007,0.86,86,High Digitalization,Medium Course ( >15H and <40H )
4712,14,13,1,2017,1007,0.9,90,High Digitalization,Small Course ( <15H )
4713,66,40,26,2017,1007,0.6,60,Medium-High Digitalization,High Course ( >40H )
4714,5,3,2,2017,1007,0.52,52,Medium-High Digitalization,Small Course ( <15H )
4715,20,12,8,2017,1007,0.58,57,Medium-High Digitalization,Medium Course ( >15H and <40H )
4716,71,6,65,2017,1007,0.09,9,Low Digitalization,High Course ( >40H )
4717,73,50,23,2017,1007,0.68,68,Medium-High Digitalization,High Course ( >40H )
4718,75,3,72,2017,1007,0.04,4,Low Digitalization,High Course ( >40H )
4719,83,55,28,2017,1007,0.66,66,Medium-High Digitalization,High Course ( >40H )
4720,8,0,8,2017,1007,0.05,5,Low Digitalization,Small Course ( <15H )
4721,82,10,72,2017,1007,0.12,12,Low Digitalization,High Course ( >40H )
4722,62,2,60,2017,1007,0.04,4,Low Digitalization,High Course ( >40H )
4723,14,13,1,2017,1007,0.94,94,High Digitalization,Small Course ( <15H )
4724,59,51,8,2017,1007,0.87,87,High Digitalization,High Course ( >40H )
4725,37,31,6,2017,1007,0.83,83,High Digitalization,Medium Course ( >15H and <40H )
4726,12,8,4,2017,1007,0.7,70,Medium-High Digitalization,Small Course ( <15H )
4727,81,65,16,2017,1007,0.8,80,Medium-High Digitalization,High Course ( >40H )
4728,15,11,4,2017,1007,0.74,74,Medium-High Digitalization,Small Course ( <15H )
4729,25,4,20,2017,1007,0.18,18,Low Digitalization,Medium Course ( >15H and <40H )
4730,11,8,3,2017,1007,0.7,70,Medium-High Digitalization,Small Course ( <15H )
4731,21,13,8,2017,1007,0.6,60,Medium-High Digitalization,Medium Course ( >15H and <40H )
4732,31,19,12,2017,1007,0.61,61,Medium-High Digitalization,Medium Course ( >15H and <40H )
4733,58,35,23,2017,1007,0.61,61,Medium-High Digitalization,High Course ( >40H )
4734,50,14,36,2017,1007,0.29,28,Medium-Low Digitalization,High Course ( >40H )
4735,77,75,2,2017,1007,0.97,97,High Digitalization,High Course ( >40H )
4736,9,4,5,2017,1007,0.4,40,Medium-Low Digitalization,Small Course ( <15H )
4737,32,14,18,2017,1007,0.43,43,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4738,7,1,6,2017,1007,0.15,15,Low Digitalization,Small Course ( <15H )
4739,6,1,5,2017,1007,0.18,18,Low Digitalization,Small Course ( <15H )
4740,8,5,3,2017,1007,0.61,61,Medium-High Digitalization,Small Course ( <15H )
4741,84,8,76,2017,1007,0.09,9,Low Digitalization,High Course ( >40H )
4742,55,53,2,2017,1007,0.97,97,High Digitalization,High Course ( >40H )
4743,55,36,19,2017,1007,0.66,66,Medium-High Digitalization,High Course ( >40H )
4744,18,12,6,2017,1007,0.64,64,Medium-High Digitalization,Medium Course ( >15H and <40H )
4745,49,35,14,2017,1007,0.71,71,Medium-High Digitalization,High Course ( >40H )
4746,72,66,6,2017,1007,0.92,92,High Digitalization,High Course ( >40H )
4747,57,7,50,2017,1007,0.12,12,Low Digitalization,High Course ( >40H )
4748,12,4,8,2017,1007,0.34,34,Medium-Low Digitalization,Small Course ( <15H )
4749,9,8,1,2017,1007,0.89,89,High Digitalization,Small Course ( <15H )
4750,10,8,2,2017,1007,0.79,79,Medium-High Digitalization,Small Course ( <15H )
4751,60,26,34,2017,1007,0.43,43,Medium-Low Digitalization,High Course ( >40H )
4752,80,7,73,2017,1007,0.09,9,Low Digitalization,High Course ( >40H )
4753,31,12,19,2017,1007,0.38,38,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4754,5,3,2,2017,1007,0.55,55,Medium-High Digitalization,Small Course ( <15H )
4755,45,27,18,2017,1007,0.6,60,Medium-High Digitalization,High Course ( >40H )
4756,5,1,4,2017,1007,0.14,14,Low Digitalization,Small Course ( <15H )
4757,55,35,20,2017,1007,0.64,64,Medium-High Digitalization,High Course ( >40H )
4758,68,54,14,2017,1007,0.8,80,Medium-High Digitalization,High Course ( >40H )
4759,49,6,43,2017,1007,0.13,13,Low Digitalization,High Course ( >40H )
4760,49,20,29,2017,1007,0.4,40,Medium-Low Digitalization,High Course ( >40H )
4761,5,1,4,2017,1007,0.11,11,Low Digitalization,Small Course ( <15H )
4762,60,10,50,2017,1007,0.17,17,Low Digitalization,High Course ( >40H )
4763,13,8,5,2017,1007,0.62,62,Medium-High Digitalization,Small Course ( <15H )
4764,57,34,23,2017,1007,0.6,60,Medium-High Digitalization,High Course ( >40H )
4765,52,1,51,2017,1007,0.01,1,Low Digitalization,High Course ( >40H )
4766,83,29,54,2017,1007,0.35,35,Medium-Low Digitalization,High Course ( >40H )
4767,11,8,3,2017,1007,0.73,73,Medium-High Digitalization,Small Course ( <15H )
4768,40,33,7,2017,1007,0.82,82,High Digitalization,High Course ( >40H )
4769,60,5,55,2017,1007,0.08,8,Low Digitalization,High Course ( >40H )
4770,13,6,7,2017,1007,0.47,47,Medium-Low Digitalization,Small Course ( <15H )
4771,8,6,2,2017,1007,0.76,76,Medium-High Digitalization,Small Course ( <15H )
4772,11,3,8,2017,1007,0.31,31,Medium-Low Digitalization,Small Course ( <15H )
4773,40,27,13,2017,1007,0.68,68,Medium-High Digitalization,High Course ( >40H )
4774,76,2,74,2017,1007,0.02,2,Low Digitalization,High Course ( >40H )
4775,64,24,40,2017,1007,0.37,37,Medium-Low Digitalization,High Course ( >40H )
4776,12,4,8,2017,1007,0.35,35,Medium-Low Digitalization,Small Course ( <15H )
4777,74,56,18,2017,1007,0.76,76,Medium-High Digitalization,High Course ( >40H )
4778,46,25,21,2017,1007,0.54,54,Medium-High Digitalization,High Course ( >40H )
4779,69,67,2,2017,1007,0.97,97,High Digitalization,High Course ( >40H )
4780,55,16,39,2017,1007,0.29,28,Medium-Low Digitalization,High Course ( >40H )
4781,6,3,3,2017,1007,0.54,54,Medium-High Digitalization,Small Course ( <15H )
4782,5,2,3,2017,1007,0.34,34,Medium-Low Digitalization,Small Course ( <15H )
4783,60,34,26,2017,1007,0.56,56,Medium-High Digitalization,High Course ( >40H )
4784,12,10,2,2017,1007,0.87,87,High Digitalization,Small Course ( <15H )
4785,14,11,3,2017,1007,0.78,78,Medium-High Digitalization,Small Course ( <15H )
4786,60,25,35,2017,1007,0.42,42,Medium-Low Digitalization,High Course ( >40H )
4787,7,7,0,2017,1007,0.96,96,High Digitalization,Small Course ( <15H )
4788,11,5,6,2017,1007,0.48,48,Medium-Low Digitalization,Small Course ( <15H )
4789,11,0,11,2017,1007,0.01,1,Low Digitalization,Small Course ( <15H )
4790,36,1,35,2017,1007,0.03,3,Low Digitalization,Medium Course ( >15H and <40H )
4791,39,1,38,2017,1007,0.02,2,Low Digitalization,Medium Course ( >15H and <40H )
4792,23,3,20,2017,1007,0.11,11,Low Digitalization,Medium Course ( >15H and <40H )
4793,13,13,0,2017,1007,0.98,98,High Digitalization,Small Course ( <15H )
4794,81,42,39,2017,1007,0.52,52,Medium-High Digitalization,High Course ( >40H )
4795,87,30,57,2017,1007,0.35,35,Medium-Low Digitalization,High Course ( >40H )
4796,18,16,2,2017,1007,0.9,90,High Digitalization,Medium Course ( >15H and <40H )
4797,59,11,48,2017,1007,0.19,19,Low Digitalization,High Course ( >40H )
4798,52,40,12,2017,1007,0.76,76,Medium-High Digitalization,High Course ( >40H )
4799,18,9,9,2017,1007,0.48,48,Medium-Low Digitalization,Medium Course ( >15H and <40H )
4800,30,17,13,2017,1007,0.58,57,Medium-High Digitalization,Medium Course ( >15H and <40H )
4801,39,27,12,2017,1007,0.68,68,Medium-High Digitalization,Medium Course ( >15H and <40H )
4802,25,4,20,2017,1007,0.18,18,Low Digitalization,Medium Course ( >15H and <40H )
4803,13,8,5,2017,1007,0.58,57,Medium-High Digitalization,Small Course ( <15H )
4804,10,8,2,2017,1007,0.83,83,High Digitalization,Small Course ( <15H )
