"Course_ID","Year","Course_Duration","Course_Ress_Digit","Course_Ress_inClass","Ressources_Amount","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58"
819,2015,10,9,0,9,"QCM","Video","QCM","QCM","Video","Video","Video","QCM","Test",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
820,2015,22,2,7,9,"QCM","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
821,2015,18,1,9,10,"Lecture","Exercise","Lecture","Exercise","QCM","Lecture","Lecture","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
822,2015,13,1,3,4,"Video","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
823,2015,12,2,4,6,"Video","Lecture","Exercise","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
824,2015,33,5,25,30,"Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Exercise","Examen","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Lecture","Lecture","QCM","QCM","Lecture","Lecture","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
825,2015,12,2,5,7,"QCM","Lecture","Lecture","Exercise","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
826,2015,22,1,8,9,"Lecture","Lecture","Lecture","Lecture","Exercise","Video","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
827,2015,15,3,9,12,"Lecture","Video","Lecture","Exercise","Video","Lecture","Lecture","Exercise","Lecture","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
828,2015,5,1,3,4,"Video","Lecture","Lecture","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
829,2015,11,1,4,5,"Lecture","Exercise","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
830,2015,33,6,12,18,"Lecture","Lecture","Lecture","Video","QCM","Exercise","Exercise","QCM","Test","Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
831,2015,10,2,5,7,"Lecture","Lecture","Video","Lecture","Exercise","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
832,2015,13,1,8,9,"Lecture","Lecture","Exercise","Lecture","Video","Exercise","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
833,2015,51,3,23,26,"Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Video","Lecture","Lecture","Examen","Exercise","Exercise","Lecture","Video","Lecture","Exercise","Video","Lecture","Lecture","Exercise","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
834,2015,29,16,7,23,"Video","Lecture","Lecture","Video","Video","Exercise","QCM","Video","Lecture","QCM","Exercise","Video","Exercise","Video","QCM","Video","Video","Video","QCM","Video","Video","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
835,2015,8,2,6,8,"Lecture","Lecture","Exercise","Lecture","Video","Exercise","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
836,2015,23,6,17,23,"Video","Lecture","Lecture","Exercise","Lecture","Video","Lecture","Exercise","Exercise","Exercise","Lecture","Lecture","Lecture","Video","Video","QCM","Lecture","Lecture","Exercise","QCM","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
837,2015,24,1,18,19,"Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Exercise","Lecture","Exercise","Lecture","Video","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
838,2015,31,3,8,11,"Lecture","Video","Exercise","Lecture","Video","Video","Exercise","Lecture","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
839,2015,37,4,22,26,"Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Examen","QCM","Exercise","Exercise","Lecture","Exercise","QCM","Exercise","Lecture","Test","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
840,2015,27,5,16,21,"Exercise","Lecture","Lecture","Exercise","Video","Lecture","Lecture","QCM","Lecture","Exercise","Test","Lecture","Video","Lecture","QCM","Exercise","Lecture","Lecture","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
841,2015,7,1,3,4,"Video","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
842,2015,55,9,28,37,"QCM","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Video","Exercise","Exercise","QCM","Video","Exercise","Video","Examen","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Video","Video","Video","Exercise","Exercise","Lecture","Lecture","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
843,2015,11,2,6,8,"QCM","Lecture","Lecture","Lecture","Exercise","QCM","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
844,2015,35,4,16,20,"Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Exercise","QCM","Video","Test","Lecture","Lecture","Lecture","Exercise","Lecture","Exercise","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
845,2015,14,2,8,10,"Lecture","Exercise","Lecture","Lecture","Lecture","QCM","Lecture","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
846,2015,34,1,11,12,"Lecture","Lecture","Exercise","Lecture","Exercise","Lecture","Lecture","Lecture","QCM","Exercise","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
847,2015,19,3,5,8,"Lecture","Video","Video","Exercise","Video","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
848,2015,52,10,28,38,"Video","Video","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Exercise","Lecture","QCM","Lecture","Exercise","Test","Lecture","Lecture","Exercise","Lecture","Exercise","QCM","QCM","Lecture","Video","Video","Lecture","Lecture","Lecture","Lecture","QCM","Exercise","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
849,2015,39,6,21,27,"Lecture","Lecture","QCM","QCM","Exercise","Lecture","Lecture","QCM","Lecture","Lecture","Video","QCM","Lecture","Examen","Exercise","Lecture","Exercise","Lecture","Lecture","Video","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
850,2015,15,2,7,9,"Lecture","Exercise","QCM","QCM","Lecture","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
851,2015,12,4,2,6,"QCM","Exercise","Video","Video","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
852,2015,7,1,1,2,"Video","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
853,2015,18,2,9,11,"Exercise","Lecture","Lecture","Exercise","Video","Lecture","Video","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
854,2015,6,1,1,2,"QCM","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
855,2015,35,2,18,20,"Video","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Exercise","Lecture","Exercise","Exercise","Lecture","Exercise","Video","Lecture","Exercise","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
856,2015,14,1,4,5,"Lecture","Video","Exercise","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
857,2015,15,1,3,4,"Exercise","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
858,2015,26,3,16,19,"Lecture","Lecture","Exercise","QCM","Exercise","Lecture","Lecture","Lecture","Exercise","Test","Lecture","Lecture","Exercise","Video","Lecture","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
859,2015,26,2,8,10,"QCM","Lecture","Exercise","Lecture","Lecture","Exercise","Exercise","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
860,2015,8,1,1,2,"Video","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
861,2015,15,1,3,4,"Lecture","Exercise","QCM","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
862,2015,11,1,3,4,"Exercise","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
863,2015,28,4,12,16,"Video","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Video","Video","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
864,2015,36,1,25,26,"Exercise","Lecture","Exercise","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Examen","Exercise","Exercise","Exercise","Lecture","Lecture","Lecture","QCM","Lecture","Lecture","Exercise","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
865,2015,30,1,15,16,"QCM","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Exercise","Exercise","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
866,2015,11,1,7,8,"Lecture","Video","Exercise","Lecture","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
867,2015,40,9,27,36,"Lecture","Lecture","Lecture","Lecture","QCM","Lecture","QCM","Exercise","Lecture","Lecture","Lecture","QCM","Test","Lecture","Lecture","Video","Video","QCM","Lecture","Video","Lecture","Lecture","Lecture","Examen","Exercise","Lecture","Exercise","Lecture","Lecture","Exercise","Lecture","QCM","Exercise","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
868,2015,8,2,5,7,"Lecture","QCM","Lecture","Lecture","Video","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
869,2015,11,2,4,6,"Lecture","Video","Exercise","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
870,2015,9,2,7,9,"Lecture","Lecture","Lecture","Lecture","Video","Exercise","Lecture","QCM","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
871,2015,38,3,11,14,"Lecture","Lecture","Lecture","Lecture","Video","Lecture","Test","Exercise","Exercise","Lecture","Lecture","QCM","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
872,2015,40,1,12,13,"Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","QCM","Lecture","Lecture","Exercise","Exercise","Lecture","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
873,2015,8,1,6,7,"QCM","Exercise","Exercise","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
874,2015,56,8,23,31,"Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Exercise","Video","Lecture","Video","Test","Lecture","Lecture","QCM","Lecture","Video","Lecture","Exercise","Lecture","QCM","Examen","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","QCM","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
875,2015,7,2,4,6,"Exercise","Video","Lecture","QCM","Lecture","Exercise",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
876,2015,47,2,38,40,"Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Exercise","Exercise","Video","Lecture","Lecture","Exercise","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Examen","Lecture","Exercise","Lecture","Lecture","Lecture","Lecture","Exercise","Lecture","Video","Exercise","Lecture","Exercise","Exercise","Lecture","Exercise","Lecture","Lecture","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
877,2015,5,1,3,4,"Lecture","Exercise","Lecture","QCM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
878,2015,25,2,19,21,"Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Lecture","Exercise","Lecture","Lecture","Exercise","Exercise","Video","Lecture","Lecture","Lecture","Lecture","Video","Lecture","Exercise","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
879,2015,8,1,2,3,"Lecture","QCM","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
880,2015,23,2,7,9,"Lecture","Lecture","Exercise","Lecture","Video","Lecture","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
881,2015,8,2,5,7,"Exercise","Lecture","Video","Exercise","Video","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
882,2015,24,2,10,12,"Lecture","Lecture","Lecture","Lecture","QCM","Video","Exercise","Exercise","Exercise","Lecture","Lecture","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
883,2015,24,4,12,16,"Exercise","Lecture","QCM","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Lecture","Video","QCM","Exercise","QCM","Lecture","Examen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
884,2015,26,2,5,7,"QCM","Lecture","Video","Lecture","Exercise","Exercise","Lecture",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
