,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
6439,2019,446,39,33,7,26,2,4,1,19,5,2
7438,2020,446,39,33,8,25,3,4,1,18,5,2
446,2013,447,9,9,2,7,1,1,0,4,3,0
1445,2014,447,9,9,2,7,1,1,0,4,3,0
2444,2015,447,9,9,2,7,1,1,0,4,3,0
3443,2016,447,9,9,2,7,1,1,0,4,3,0
4442,2017,447,9,9,3,6,1,2,0,4,2,0
5441,2018,447,9,9,3,6,1,2,0,4,2,0
6440,2019,447,9,9,4,5,2,2,0,3,2,0
7439,2020,447,9,9,5,4,3,2,0,2,2,0
447,2013,448,14,14,1,13,1,0,0,9,3,1
1446,2014,448,14,14,1,13,1,0,0,9,3,1
2445,2015,448,14,14,1,13,1,0,0,9,3,1
3444,2016,448,14,14,1,13,1,0,0,9,3,1
4443,2017,448,14,14,1,13,1,0,0,9,3,1
5442,2018,448,14,14,1,13,1,0,0,9,3,1
6441,2019,448,14,14,1,13,1,0,0,9,3,1
7440,2020,448,14,14,1,13,1,0,0,9,3,1
448,2013,449,16,4,1,3,1,0,0,2,1,0
1447,2014,449,16,4,1,3,1,0,0,2,1,0
2446,2015,449,16,4,1,3,1,0,0,2,1,0
3445,2016,449,16,4,1,3,1,0,0,2,1,0
4444,2017,449,16,4,1,3,1,0,0,2,1,0
5443,2018,449,16,4,1,3,1,0,0,2,1,0
6442,2019,449,16,4,1,3,1,0,0,2,1,0
7441,2020,449,16,4,1,3,1,0,0,2,1,0
449,2013,450,34,25,1,24,0,1,0,15,7,2
1448,2014,450,34,25,1,24,0,1,0,15,7,2
2447,2015,450,34,25,1,24,0,1,0,15,7,2
3446,2016,450,34,25,1,24,0,1,0,15,7,2
4445,2017,450,34,25,1,24,0,1,0,15,7,2
5444,2018,450,34,25,2,23,1,1,0,14,7,2
6443,2019,450,34,25,2,23,1,1,0,14,7,2
7442,2020,450,34,25,2,23,1,1,0,14,7,2
450,2013,451,6,5,1,4,1,0,0,2,1,1
1449,2014,451,6,5,1,4,1,0,0,2,1,1
2448,2015,451,6,5,1,4,1,0,0,2,1,1
3447,2016,451,6,5,1,4,1,0,0,2,1,1
4446,2017,451,6,5,1,4,1,0,0,2,1,1
5445,2018,451,6,5,1,4,1,0,0,2,1,1
6444,2019,451,6,5,1,4,1,0,0,2,1,1
7443,2020,451,6,5,2,3,1,1,0,2,0,1
451,2013,452,9,5,1,4,1,0,0,3,1,0
1450,2014,452,9,5,1,4,1,0,0,3,1,0
2449,2015,452,9,5,1,4,1,0,0,3,1,0
3448,2016,452,9,5,1,4,1,0,0,3,1,0
4447,2017,452,9,5,1,4,1,0,0,3,1,0
5446,2018,452,9,5,1,4,1,0,0,3,1,0
6445,2019,452,9,5,1,4,1,0,0,3,1,0
7444,2020,452,9,5,1,4,1,0,0,3,1,0
452,2013,453,28,13,2,11,1,1,0,8,3,0
1451,2014,453,28,13,2,11,1,1,0,8,3,0
2450,2015,453,28,13,2,11,1,1,0,8,3,0
3449,2016,453,28,13,2,11,1,1,0,8,3,0
4448,2017,453,28,13,3,10,2,1,0,7,3,0
5447,2018,453,28,13,3,10,2,1,0,7,3,0
6446,2019,453,28,13,3,10,2,1,0,7,3,0
7445,2020,453,28,13,4,9,2,2,0,7,2,0
453,2013,454,9,5,1,4,1,0,0,1,2,1
1452,2014,454,9,5,1,4,1,0,0,1,2,1
2451,2015,454,9,5,1,4,1,0,0,1,2,1
3450,2016,454,9,5,2,3,2,0,0,0,2,1
4449,2017,454,9,5,2,3,2,0,0,0,2,1
5448,2018,454,9,5,2,3,2,0,0,0,2,1
6447,2019,454,9,5,2,3,2,0,0,0,2,1
7446,2020,454,9,5,2,3,2,0,0,0,2,1
454,2013,455,9,3,1,2,1,0,0,1,1,0
1453,2014,455,9,3,1,2,1,0,0,1,1,0
2452,2015,455,9,3,1,2,1,0,0,1,1,0
3451,2016,455,9,3,1,2,1,0,0,1,1,0
4450,2017,455,9,3,1,2,1,0,0,1,1,0
5449,2018,455,9,3,1,2,1,0,0,1,1,0
6448,2019,455,9,3,1,2,1,0,0,1,1,0
7447,2020,455,9,3,1,2,1,0,0,1,1,0
455,2013,456,45,29,5,24,3,2,0,15,8,1
1454,2014,456,45,29,6,23,3,3,0,15,7,1
2453,2015,456,45,29,7,22,3,4,0,15,6,1
3452,2016,456,45,29,8,21,4,4,0,14,6,1
4451,2017,456,45,29,10,19,5,5,0,13,5,1
5450,2018,456,45,29,12,17,6,6,0,12,4,1
6449,2019,456,45,29,14,15,8,6,0,10,4,1
7448,2020,456,45,29,18,11,11,7,0,7,3,1
456,2013,457,7,2,1,1,1,0,0,1,0,0
1455,2014,457,7,2,1,1,1,0,0,1,0,0
2454,2015,457,7,2,1,1,1,0,0,1,0,0
3453,2016,457,7,2,1,1,1,0,0,1,0,0
4452,2017,457,7,2,1,1,1,0,0,1,0,0
5451,2018,457,7,2,1,1,1,0,0,1,0,0
6450,2019,457,7,2,1,1,1,0,0,1,0,0
7449,2020,457,7,2,1,1,1,0,0,1,0,0
457,2013,458,39,19,2,17,1,1,0,12,4,1
1456,2014,458,39,19,3,16,2,1,0,11,4,1
2455,2015,458,39,19,3,16,2,1,0,11,4,1
3454,2016,458,39,19,3,16,2,1,0,11,4,1
4453,2017,458,39,19,4,15,2,2,0,11,3,1
5452,2018,458,39,19,4,15,2,2,0,11,3,1
6451,2019,458,39,19,4,15,2,2,0,11,3,1
7450,2020,458,39,19,5,14,3,2,0,10,3,1
458,2013,459,13,13,2,11,1,1,0,8,2,1
1457,2014,459,13,13,2,11,1,1,0,8,2,1
2456,2015,459,13,13,3,10,2,1,0,7,2,1
3455,2016,459,13,13,3,10,2,1,0,7,2,1
4454,2017,459,13,13,4,9,2,2,0,7,1,1
5453,2018,459,13,13,4,9,2,2,0,7,1,1
6452,2019,459,13,13,5,8,3,2,0,6,1,1
7451,2020,459,13,13,6,7,4,2,0,5,1,1
459,2013,460,15,12,1,11,1,0,0,6,4,1
1458,2014,460,15,12,2,10,2,0,0,5,4,1
2457,2015,460,15,12,2,10,2,0,0,5,4,1
3456,2016,460,15,12,2,10,2,0,0,5,4,1
4455,2017,460,15,12,2,10,2,0,0,5,4,1
5454,2018,460,15,12,3,9,2,1,0,5,3,1
6453,2019,460,15,12,4,8,2,2,0,5,2,1
7452,2020,460,15,12,4,8,2,2,0,5,2,1
460,2013,461,14,11,2,9,1,1,0,5,3,1
1459,2014,461,14,11,3,8,2,1,0,4,3,1
2458,2015,461,14,11,3,8,2,1,0,4,3,1
3457,2016,461,14,11,4,7,2,2,0,4,2,1
4456,2017,461,14,11,5,6,3,2,0,3,2,1
5455,2018,461,14,11,6,5,4,2,0,2,2,1
6454,2019,461,14,11,7,4,5,2,0,1,2,1
7453,2020,461,14,11,10,1,6,4,0,0,0,1
461,2013,462,36,18,1,17,0,1,0,12,5,0
1460,2014,462,36,18,1,17,0,1,0,12,5,0
2459,2015,462,36,18,2,16,1,1,0,11,5,0
3458,2016,462,36,18,2,16,1,1,0,11,5,0
4457,2017,462,36,18,2,16,1,1,0,11,5,0
5456,2018,462,36,18,2,16,1,1,0,11,5,0
6455,2019,462,36,18,2,16,1,1,0,11,5,0
7454,2020,462,36,18,2,16,1,1,0,11,5,0
462,2013,463,9,3,1,2,0,1,0,1,1,0
1461,2014,463,9,3,1,2,0,1,0,1,1,0
2460,2015,463,9,3,1,2,0,1,0,1,1,0
3459,2016,463,9,3,1,2,0,1,0,1,1,0
4458,2017,463,9,3,1,2,0,1,0,1,1,0
5457,2018,463,9,3,1,2,0,1,0,1,1,0
6456,2019,463,9,3,1,2,0,1,0,1,1,0
7455,2020,463,9,3,2,1,1,1,0,0,1,0
463,2013,464,36,32,1,31,1,0,0,21,10,0
1462,2014,464,36,32,1,31,1,0,0,21,10,0
2461,2015,464,36,32,1,31,1,0,0,21,10,0
3460,2016,464,36,32,1,31,1,0,0,21,10,0
4459,2017,464,36,32,2,30,2,0,0,20,10,0
5458,2018,464,36,32,2,30,2,0,0,20,10,0
6457,2019,464,36,32,2,30,2,0,0,20,10,0
7456,2020,464,36,32,2,30,2,0,0,20,10,0
464,2013,465,38,28,5,23,2,2,1,15,6,2
1463,2014,465,38,28,5,23,2,2,1,15,6,2
2462,2015,465,38,28,6,22,2,3,1,15,5,2
3461,2016,465,38,28,8,20,2,5,1,15,3,2
4460,2017,465,38,28,10,18,4,5,1,13,3,2
5459,2018,465,38,28,12,16,6,5,1,11,3,2
6458,2019,465,38,28,13,15,6,6,1,11,2,2
7457,2020,465,38,28,16,12,8,7,1,9,1,2
465,2013,466,16,14,3,11,1,1,1,6,4,1
1464,2014,466,16,14,4,10,2,1,1,5,4,1
2463,2015,466,16,14,5,9,2,1,2,5,4,0
3462,2016,466,16,14,6,8,2,2,2,5,3,0
4461,2017,466,16,14,6,8,2,2,2,5,3,0
5460,2018,466,16,14,8,6,2,4,2,5,1,0
6459,2019,466,16,14,10,4,3,5,2,4,0,0
7458,2020,466,16,14,12,2,5,5,2,2,0,0
466,2013,467,8,4,1,3,0,1,0,2,1,0
1465,2014,467,8,4,1,3,0,1,0,2,1,0
2464,2015,467,8,4,1,3,0,1,0,2,1,0
3463,2016,467,8,4,2,2,1,1,0,1,1,0
4462,2017,467,8,4,2,2,1,1,0,1,1,0
5461,2018,467,8,4,2,2,1,1,0,1,1,0
6460,2019,467,8,4,2,2,1,1,0,1,1,0
7459,2020,467,8,4,3,1,1,2,0,1,0,0
467,2013,468,15,9,2,7,1,1,0,3,3,1
1466,2014,468,15,9,2,7,1,1,0,3,3,1
2465,2015,468,15,9,2,7,1,1,0,3,3,1
3464,2016,468,15,9,3,6,1,2,0,3,2,1
4463,2017,468,15,9,3,6,1,2,0,3,2,1
5462,2018,468,15,9,4,5,1,3,0,3,1,1
6461,2019,468,15,9,4,5,1,3,0,3,1,1
7460,2020,468,15,9,4,5,1,3,0,3,1,1
468,2013,469,9,5,1,4,0,1,0,2,2,0
1467,2014,469,9,5,1,4,0,1,0,2,2,0
2466,2015,469,9,5,1,4,0,1,0,2,2,0
3465,2016,469,9,5,1,4,0,1,0,2,2,0
4464,2017,469,9,5,1,4,0,1,0,2,2,0
5463,2018,469,9,5,1,4,0,1,0,2,2,0
6462,2019,469,9,5,1,4,0,1,0,2,2,0
7461,2020,469,9,5,1,4,0,1,0,2,2,0
469,2013,470,55,18,2,16,2,0,0,11,4,1
1468,2014,470,55,18,2,16,2,0,0,11,4,1
2467,2015,470,55,18,2,16,2,0,0,11,4,1
3466,2016,470,55,18,3,15,3,0,0,10,4,1
4465,2017,470,55,18,3,15,3,0,0,10,4,1
5464,2018,470,55,18,3,15,3,0,0,10,4,1
6463,2019,470,55,18,3,15,3,0,0,10,4,1
7462,2020,470,55,18,4,14,4,0,0,9,4,1
470,2013,471,25,25,5,20,4,1,0,13,6,1
1469,2014,471,25,25,6,19,5,1,0,12,6,1
2468,2015,471,25,25,7,18,5,2,0,12,5,1
3467,2016,471,25,25,8,17,5,3,0,12,4,1
4466,2017,471,25,25,8,17,5,3,0,12,4,1
5465,2018,471,25,25,10,15,7,3,0,10,4,1
6464,2019,471,25,25,12,13,9,3,0,8,4,1
7463,2020,471,25,25,13,12,10,3,0,7,4,1
471,2013,472,28,21,3,18,3,0,0,12,6,0
1470,2014,472,28,21,4,17,3,1,0,12,5,0
2469,2015,472,28,21,4,17,3,1,0,12,5,0
3468,2016,472,28,21,6,15,4,2,0,11,4,0
4467,2017,472,28,21,6,15,4,2,0,11,4,0
5466,2018,472,28,21,6,15,4,2,0,11,4,0
6465,2019,472,28,21,7,14,4,3,0,11,3,0
7464,2020,472,28,21,8,13,5,3,0,10,3,0
472,2013,473,28,20,4,16,2,1,1,10,5,1
1471,2014,473,28,20,5,15,2,2,1,10,4,1
2470,2015,473,28,20,7,13,3,3,1,9,3,1
3469,2016,473,28,20,9,11,4,4,1,8,2,1
4468,2017,473,28,20,10,10,5,4,1,7,2,1
5467,2018,473,28,20,13,7,8,4,1,4,2,1
6466,2019,473,28,20,13,7,8,4,1,4,2,1
7465,2020,473,28,20,14,6,9,4,1,3,2,1
473,2013,474,40,26,5,21,2,2,1,14,6,1
1472,2014,474,40,26,6,20,2,3,1,14,5,1
2471,2015,474,40,26,6,20,2,3,1,14,5,1
3470,2016,474,40,26,7,19,2,4,1,14,4,1
4469,2017,474,40,26,7,19,2,4,1,14,4,1
5468,2018,474,40,26,8,18,3,4,1,13,4,1
6467,2019,474,40,26,9,17,3,4,2,13,4,0
7466,2020,474,40,26,11,15,4,5,2,12,3,0
474,2013,475,27,14,1,13,0,1,0,9,3,1
1473,2014,475,27,14,2,12,0,2,0,9,2,1
2472,2015,475,27,14,2,12,0,2,0,9,2,1
3471,2016,475,27,14,2,12,0,2,0,9,2,1
4470,2017,475,27,14,2,12,0,2,0,9,2,1
5469,2018,475,27,14,3,11,0,3,0,9,1,1
6468,2019,475,27,14,3,11,0,3,0,9,1,1
7467,2020,475,27,14,3,11,0,3,0,9,1,1
475,2013,476,27,23,3,20,1,1,1,13,6,1
1474,2014,476,27,23,4,19,1,2,1,13,5,1
2473,2015,476,27,23,4,19,1,2,1,13,5,1
3472,2016,476,27,23,5,18,1,3,1,13,4,1
4471,2017,476,27,23,6,17,1,4,1,13,3,1
5470,2018,476,27,23,7,16,2,4,1,12,3,1
6469,2019,476,27,23,9,14,4,4,1,10,3,1
7468,2020,476,27,23,10,13,5,4,1,9,3,1
476,2013,477,15,5,1,4,0,1,0,1,2,1
1475,2014,477,15,5,1,4,0,1,0,1,2,1
2474,2015,477,15,5,1,4,0,1,0,1,2,1
3473,2016,477,15,5,2,3,0,2,0,1,1,1
4472,2017,477,15,5,2,3,0,2,0,1,1,1
5471,2018,477,15,5,2,3,0,2,0,1,1,1
6470,2019,477,15,5,2,3,0,2,0,1,1,1
7469,2020,477,15,5,2,3,0,2,0,1,1,1
477,2013,478,12,12,1,11,1,0,0,8,3,0
1476,2014,478,12,12,1,11,1,0,0,8,3,0
2475,2015,478,12,12,1,11,1,0,0,8,3,0
3474,2016,478,12,12,2,10,1,1,0,8,2,0
4473,2017,478,12,12,2,10,1,1,0,8,2,0
5472,2018,478,12,12,2,10,1,1,0,8,2,0
6471,2019,478,12,12,2,10,1,1,0,8,2,0
7470,2020,478,12,12,3,9,1,2,0,8,1,0
478,2013,479,22,13,2,11,1,1,0,7,4,0
1477,2014,479,22,13,2,11,1,1,0,7,4,0
2476,2015,479,22,13,2,11,1,1,0,7,4,0
3475,2016,479,22,13,3,10,1,2,0,7,3,0
4474,2017,479,22,13,3,10,1,2,0,7,3,0
5473,2018,479,22,13,3,10,1,2,0,7,3,0
6472,2019,479,22,13,4,9,2,2,0,6,3,0
7471,2020,479,22,13,4,9,2,2,0,6,3,0
479,2013,480,33,26,1,25,1,0,0,16,8,1
1478,2014,480,33,26,1,25,1,0,0,16,8,1
2477,2015,480,33,26,1,25,1,0,0,16,8,1
3476,2016,480,33,26,1,25,1,0,0,16,8,1
4475,2017,480,33,26,1,25,1,0,0,16,8,1
5474,2018,480,33,26,1,25,1,0,0,16,8,1
6473,2019,480,33,26,2,24,2,0,0,15,8,1
7472,2020,480,33,26,2,24,2,0,0,15,8,1
480,2013,481,29,12,1,11,0,1,0,6,4,1
1479,2014,481,29,12,1,11,0,1,0,6,4,1
2478,2015,481,29,12,1,11,0,1,0,6,4,1
3477,2016,481,29,12,1,11,0,1,0,6,4,1
4476,2017,481,29,12,1,11,0,1,0,6,4,1
5475,2018,481,29,12,2,10,1,1,0,5,4,1
6474,2019,481,29,12,2,10,1,1,0,5,4,1
7473,2020,481,29,12,2,10,1,1,0,5,4,1
481,2013,482,21,19,3,16,1,1,1,10,5,1
1480,2014,482,21,19,4,15,2,1,1,9,5,1
2479,2015,482,21,19,5,14,2,2,1,9,4,1
3478,2016,482,21,19,6,13,3,2,1,8,4,1
4477,2017,482,21,19,6,13,3,2,1,8,4,1
5476,2018,482,21,19,7,12,3,3,1,8,3,1
6475,2019,482,21,19,8,11,4,3,1,7,3,1
7474,2020,482,21,19,10,9,6,3,1,5,3,1
482,2013,483,28,23,4,19,1,2,1,12,6,1
1481,2014,483,28,23,4,19,1,2,1,12,6,1
2480,2015,483,28,23,5,18,2,2,1,11,6,1
3479,2016,483,28,23,6,17,2,3,1,11,5,1
4478,2017,483,28,23,8,15,2,5,1,11,3,1
5477,2018,483,28,23,8,15,2,5,1,11,3,1
6476,2019,483,28,23,8,15,2,5,1,11,3,1
7475,2020,483,28,23,10,13,4,5,1,9,3,1
483,2013,484,47,19,1,18,1,0,0,11,6,1
1482,2014,484,47,19,1,18,1,0,0,11,6,1
2481,2015,484,47,19,2,17,1,1,0,11,5,1
3480,2016,484,47,19,2,17,1,1,0,11,5,1
4479,2017,484,47,19,2,17,1,1,0,11,5,1
5478,2018,484,47,19,3,16,1,2,0,11,4,1
6477,2019,484,47,19,3,16,1,2,0,11,4,1
7476,2020,484,47,19,3,16,1,2,0,11,4,1
484,2013,485,32,9,2,7,1,1,0,3,3,1
1483,2014,485,32,9,2,7,1,1,0,3,3,1
2482,2015,485,32,9,2,7,1,1,0,3,3,1
3481,2016,485,32,9,2,7,1,1,0,3,3,1
4480,2017,485,32,9,2,7,1,1,0,3,3,1
5479,2018,485,32,9,3,6,1,2,0,3,2,1
6478,2019,485,32,9,3,6,1,2,0,3,2,1
7477,2020,485,32,9,3,6,1,2,0,3,2,1
485,2013,486,15,6,1,5,0,1,0,4,1,0
1484,2014,486,15,6,1,5,0,1,0,4,1,0
2483,2015,486,15,6,1,5,0,1,0,4,1,0
3482,2016,486,15,6,1,5,0,1,0,4,1,0
4481,2017,486,15,6,1,5,0,1,0,4,1,0
5480,2018,486,15,6,2,4,1,1,0,3,1,0
6479,2019,486,15,6,2,4,1,1,0,3,1,0
7478,2020,486,15,6,2,4,1,1,0,3,1,0
486,2013,487,5,4,1,3,1,0,0,2,1,0
1485,2014,487,5,4,1,3,1,0,0,2,1,0
2484,2015,487,5,4,1,3,1,0,0,2,1,0
3483,2016,487,5,4,1,3,1,0,0,2,1,0
4482,2017,487,5,4,1,3,1,0,0,2,1,0
5481,2018,487,5,4,1,3,1,0,0,2,1,0
6480,2019,487,5,4,2,2,2,0,0,1,1,0
7479,2020,487,5,4,2,2,2,0,0,1,1,0
487,2013,488,25,12,1,11,1,0,0,6,4,1
1486,2014,488,25,12,1,11,1,0,0,6,4,1
2485,2015,488,25,12,1,11,1,0,0,6,4,1
3484,2016,488,25,12,2,10,1,1,0,6,3,1
4483,2017,488,25,12,2,10,1,1,0,6,3,1
5482,2018,488,25,12,2,10,1,1,0,6,3,1
6481,2019,488,25,12,3,9,1,2,0,6,2,1
7480,2020,488,25,12,3,9,1,2,0,6,2,1
488,2013,489,13,9,2,7,2,0,0,5,1,1
1487,2014,489,13,9,3,6,2,1,0,5,0,1
2486,2015,489,13,9,3,6,2,1,0,5,0,1
3485,2016,489,13,9,4,5,3,1,0,4,0,1
4484,2017,489,13,9,4,5,3,1,0,4,0,1
5483,2018,489,13,9,5,4,4,1,0,3,0,1
6482,2019,489,13,9,6,3,5,1,0,2,0,1
7481,2020,489,13,9,6,3,5,1,0,2,0,1
489,2013,490,39,11,1,10,0,1,0,7,2,1
1488,2014,490,39,11,2,9,1,1,0,6,2,1
2487,2015,490,39,11,2,9,1,1,0,6,2,1
3486,2016,490,39,11,2,9,1,1,0,6,2,1
4485,2017,490,39,11,2,9,1,1,0,6,2,1
5484,2018,490,39,11,2,9,1,1,0,6,2,1
6483,2019,490,39,11,3,8,2,1,0,5,2,1
7482,2020,490,39,11,3,8,2,1,0,5,2,1
490,2013,491,7,3,1,2,1,0,0,2,0,0
1489,2014,491,7,3,1,2,1,0,0,2,0,0
2488,2015,491,7,3,1,2,1,0,0,2,0,0
3487,2016,491,7,3,1,2,1,0,0,2,0,0
4486,2017,491,7,3,1,2,1,0,0,2,0,0
5485,2018,491,7,3,1,2,1,0,0,2,0,0
6484,2019,491,7,3,1,2,1,0,0,2,0,0
7483,2020,491,7,3,1,2,1,0,0,2,0,0
491,2013,492,24,17,4,13,2,1,1,9,3,1
1490,2014,492,24,17,4,13,2,1,1,9,3,1
2489,2015,492,24,17,4,13,2,1,1,9,3,1
3488,2016,492,24,17,5,12,2,2,1,9,2,1
4487,2017,492,24,17,6,11,2,3,1,9,1,1
5486,2018,492,24,17,7,10,3,3,1,8,1,1
6485,2019,492,24,17,8,9,4,3,1,7,1,1
7484,2020,492,24,17,10,7,6,3,1,5,1,1
492,2013,493,8,6,6,0,3,3,0,0,0,0
1491,2014,493,8,6,6,0,3,3,0,0,0,0
2490,2015,493,8,6,6,0,3,3,0,0,0,0
3489,2016,493,8,6,6,0,3,3,0,0,0,0
4488,2017,493,8,6,6,0,3,3,0,0,0,0
5487,2018,493,8,6,6,0,3,3,0,0,0,0
6486,2019,493,8,6,6,0,3,3,0,0,0,0
7485,2020,493,8,6,6,0,3,3,0,0,0,0
493,2013,494,7,6,1,5,1,0,0,4,1,0
1492,2014,494,7,6,1,5,1,0,0,4,1,0
2491,2015,494,7,6,1,5,1,0,0,4,1,0
3490,2016,494,7,6,1,5,1,0,0,4,1,0
4489,2017,494,7,6,1,5,1,0,0,4,1,0
5488,2018,494,7,6,1,5,1,0,0,4,1,0
6487,2019,494,7,6,1,5,1,0,0,4,1,0
7486,2020,494,7,6,1,5,1,0,0,4,1,0
494,2013,495,12,9,1,8,1,0,0,5,3,0
1493,2014,495,12,9,1,8,1,0,0,5,3,0
2492,2015,495,12,9,2,7,1,1,0,5,2,0
3491,2016,495,12,9,2,7,1,1,0,5,2,0
4490,2017,495,12,9,2,7,1,1,0,5,2,0
5489,2018,495,12,9,2,7,1,1,0,5,2,0
6488,2019,495,12,9,3,6,2,1,0,4,2,0
7487,2020,495,12,9,3,6,2,1,0,4,2,0
495,2013,496,6,6,2,4,2,0,0,2,2,0
1494,2014,496,6,6,2,4,2,0,0,2,2,0
2493,2015,496,6,6,3,3,2,1,0,2,1,0
3492,2016,496,6,6,3,3,2,1,0,2,1,0
4491,2017,496,6,6,4,2,2,2,0,2,0,0
5490,2018,496,6,6,4,2,2,2,0,2,0,0
6489,2019,496,6,6,5,1,3,2,0,1,0,0
7488,2020,496,6,6,5,1,3,2,0,1,0,0
496,2013,497,7,2,1,1,1,0,0,0,1,0
1495,2014,497,7,2,1,1,1,0,0,0,1,0
2494,2015,497,7,2,1,1,1,0,0,0,1,0
3493,2016,497,7,2,1,1,1,0,0,0,1,0
4492,2017,497,7,2,1,1,1,0,0,0,1,0
5491,2018,497,7,2,1,1,1,0,0,0,1,0
6490,2019,497,7,2,1,1,1,0,0,0,1,0
7489,2020,497,7,2,1,1,1,0,0,0,1,0
497,2013,498,15,8,1,7,0,1,0,3,3,1
1496,2014,498,15,8,1,7,0,1,0,3,3,1
2495,2015,498,15,8,1,7,0,1,0,3,3,1
3494,2016,498,15,8,1,7,0,1,0,3,3,1
4493,2017,498,15,8,1,7,0,1,0,3,3,1
5492,2018,498,15,8,1,7,0,1,0,3,3,1
6491,2019,498,15,8,1,7,0,1,0,3,3,1
7490,2020,498,15,8,1,7,0,1,0,3,3,1
498,2013,499,15,9,1,8,0,1,0,5,2,1
1497,2014,499,15,9,1,8,0,1,0,5,2,1
2496,2015,499,15,9,1,8,0,1,0,5,2,1
3495,2016,499,15,9,1,8,0,1,0,5,2,1
4494,2017,499,15,9,1,8,0,1,0,5,2,1
5493,2018,499,15,9,1,8,0,1,0,5,2,1
6492,2019,499,15,9,1,8,0,1,0,5,2,1
7491,2020,499,15,9,1,8,0,1,0,5,2,1
499,2013,500,37,18,1,17,1,0,0,11,6,0
1498,2014,500,37,18,1,17,1,0,0,11,6,0
2497,2015,500,37,18,1,17,1,0,0,11,6,0
3496,2016,500,37,18,1,17,1,0,0,11,6,0
4495,2017,500,37,18,1,17,1,0,0,11,6,0
5494,2018,500,37,18,1,17,1,0,0,11,6,0
6493,2019,500,37,18,1,17,1,0,0,11,6,0
7492,2020,500,37,18,1,17,1,0,0,11,6,0
500,2013,501,22,13,1,12,1,0,0,8,4,0
1499,2014,501,22,13,1,12,1,0,0,8,4,0
2498,2015,501,22,13,1,12,1,0,0,8,4,0
3497,2016,501,22,13,1,12,1,0,0,8,4,0
4496,2017,501,22,13,1,12,1,0,0,8,4,0
5495,2018,501,22,13,1,12,1,0,0,8,4,0
6494,2019,501,22,13,1,12,1,0,0,8,4,0
7493,2020,501,22,13,2,11,1,1,0,8,3,0
501,2013,502,59,51,2,49,1,1,0,32,15,2
1500,2014,502,59,51,2,49,1,1,0,32,15,2
2499,2015,502,59,51,3,48,1,2,0,32,14,2
3498,2016,502,59,51,3,48,1,2,0,32,14,2
4497,2017,502,59,51,4,47,2,2,0,31,14,2
5496,2018,502,59,51,4,47,2,2,0,31,14,2
6495,2019,502,59,51,4,47,2,2,0,31,14,2
7494,2020,502,59,51,5,46,3,2,0,30,14,2
502,2013,503,8,2,1,1,1,0,0,0,1,0
1501,2014,503,8,2,1,1,1,0,0,0,1,0
2500,2015,503,8,2,1,1,1,0,0,0,1,0
3499,2016,503,8,2,1,1,1,0,0,0,1,0
4498,2017,503,8,2,1,1,1,0,0,0,1,0
5497,2018,503,8,2,1,1,1,0,0,0,1,0
6496,2019,503,8,2,1,1,1,0,0,0,1,0
7495,2020,503,8,2,1,1,1,0,0,0,1,0
503,2013,504,24,24,3,21,1,2,0,14,7,0
1502,2014,504,24,24,3,21,1,2,0,14,7,0
2501,2015,504,24,24,4,20,2,2,0,13,7,0
3500,2016,504,24,24,5,19,3,2,0,12,7,0
4499,2017,504,24,24,6,18,3,3,0,12,6,0
5498,2018,504,24,24,7,17,4,3,0,11,6,0
6497,2019,504,24,24,7,17,4,3,0,11,6,0
7496,2020,504,24,24,8,16,4,4,0,11,5,0
504,2013,505,5,5,1,4,0,1,0,3,1,0
1503,2014,505,5,5,1,4,0,1,0,3,1,0
2502,2015,505,5,5,1,4,0,1,0,3,1,0
3501,2016,505,5,5,1,4,0,1,0,3,1,0
4500,2017,505,5,5,1,4,0,1,0,3,1,0
5499,2018,505,5,5,1,4,0,1,0,3,1,0
6498,2019,505,5,5,1,4,0,1,0,3,1,0
7497,2020,505,5,5,1,4,0,1,0,3,1,0
505,2013,506,18,16,3,13,3,0,0,8,4,1
1504,2014,506,18,16,3,13,3,0,0,8,4,1
2503,2015,506,18,16,3,13,3,0,0,8,4,1
3502,2016,506,18,16,4,12,4,0,0,7,4,1
4501,2017,506,18,16,4,12,4,0,0,7,4,1
5500,2018,506,18,16,5,11,5,0,0,6,4,1
6499,2019,506,18,16,6,10,5,1,0,6,3,1
7498,2020,506,18,16,6,10,5,1,0,6,3,1
506,2013,507,18,16,3,13,1,1,1,9,3,1
1505,2014,507,18,16,4,12,1,2,1,9,2,1
2504,2015,507,18,16,4,12,1,2,1,9,2,1
3503,2016,507,18,16,5,11,2,2,1,8,2,1
4502,2017,507,18,16,5,11,2,2,1,8,2,1
5501,2018,507,18,16,6,10,3,2,1,7,2,1
6500,2019,507,18,16,7,9,4,2,1,6,2,1
7499,2020,507,18,16,8,8,5,2,1,5,2,1
507,2013,508,50,18,9,9,4,4,1,5,3,1
1506,2014,508,50,18,12,6,4,7,1,5,0,1
2505,2015,508,50,18,14,4,6,7,1,3,0,1
3504,2016,508,50,18,16,2,8,7,1,1,0,1
4503,2017,508,50,18,18,0,9,7,2,0,0,0
5502,2018,508,50,18,18,0,9,7,2,0,0,0
6501,2019,508,50,18,18,0,9,7,2,0,0,0
7500,2020,508,50,18,18,0,9,7,2,0,0,0
508,2013,509,12,3,1,2,0,1,0,1,1,0
