,Year,Course_ID,Course_Duration,Course_Resources,Course_Ress_Digit,Course_Ress_inClass,Number_Video,Number_QCM,Number_Test,Number_Lecture,Number_Exercise,Number_Exam
1546,2014,531,35,13,1,12,0,1,0,8,3,1
2562,2015,531,35,13,1,12,0,1,0,8,3,1
3578,2016,531,35,13,1,12,0,1,0,8,3,1
4594,2017,531,35,13,1,12,0,1,0,8,3,1
5610,2018,531,35,13,1,12,0,1,0,8,3,1
6626,2019,531,35,13,1,12,0,1,0,8,3,1
7642,2020,531,35,13,1,12,0,1,0,8,3,1
531,2013,532,15,4,1,3,0,1,0,2,1,0
1547,2014,532,15,4,1,3,0,1,0,2,1,0
2563,2015,532,15,4,1,3,0,1,0,2,1,0
3579,2016,532,15,4,1,3,0,1,0,2,1,0
4595,2017,532,15,4,1,3,0,1,0,2,1,0
5611,2018,532,15,4,1,3,0,1,0,2,1,0
6627,2019,532,15,4,2,2,0,2,0,2,0,0
7643,2020,532,15,4,2,2,0,2,0,2,0,0
532,2013,533,9,3,1,2,0,1,0,1,1,0
1548,2014,533,9,3,1,2,0,1,0,1,1,0
2564,2015,533,9,3,1,2,0,1,0,1,1,0
3580,2016,533,9,3,1,2,0,1,0,1,1,0
4596,2017,533,9,3,1,2,0,1,0,1,1,0
5612,2018,533,9,3,1,2,0,1,0,1,1,0
6628,2019,533,9,3,1,2,0,1,0,1,1,0
7644,2020,533,9,3,1,2,0,1,0,1,1,0
533,2013,534,27,16,2,14,2,0,0,10,4,0
1549,2014,534,27,16,2,14,2,0,0,10,4,0
2565,2015,534,27,16,3,13,2,1,0,10,3,0
3581,2016,534,27,16,3,13,2,1,0,10,3,0
4597,2017,534,27,16,4,12,2,2,0,10,2,0
5613,2018,534,27,16,4,12,2,2,0,10,2,0
6629,2019,534,27,16,5,11,2,3,0,10,1,0
7645,2020,534,27,16,6,10,2,4,0,10,0,0
534,2013,535,6,6,2,4,2,0,0,1,2,1
1550,2014,535,6,6,2,4,2,0,0,1,2,1
2566,2015,535,6,6,2,4,2,0,0,1,2,1
3582,2016,535,6,6,2,4,2,0,0,1,2,1
4598,2017,535,6,6,2,4,2,0,0,1,2,1
5614,2018,535,6,6,2,4,2,0,0,1,2,1
6630,2019,535,6,6,2,4,2,0,0,1,2,1
7646,2020,535,6,6,3,3,3,0,0,0,2,1
535,2013,536,28,7,1,6,1,0,0,4,2,0
1551,2014,536,28,7,1,6,1,0,0,4,2,0
2567,2015,536,28,7,1,6,1,0,0,4,2,0
3583,2016,536,28,7,1,6,1,0,0,4,2,0
4599,2017,536,28,7,1,6,1,0,0,4,2,0
5615,2018,536,28,7,2,5,2,0,0,3,2,0
6631,2019,536,28,7,2,5,2,0,0,3,2,0
7647,2020,536,28,7,2,5,2,0,0,3,2,0
536,2013,537,6,4,1,3,0,1,0,1,1,1
1552,2014,537,6,4,1,3,0,1,0,1,1,1
2568,2015,537,6,4,1,3,0,1,0,1,1,1
3584,2016,537,6,4,1,3,0,1,0,1,1,1
4600,2017,537,6,4,1,3,0,1,0,1,1,1
5616,2018,537,6,4,1,3,0,1,0,1,1,1
6632,2019,537,6,4,1,3,0,1,0,1,1,1
7648,2020,537,6,4,2,2,0,2,0,1,0,1
537,2013,538,10,4,1,3,0,1,0,1,1,1
1553,2014,538,10,4,1,3,0,1,0,1,1,1
2569,2015,538,10,4,1,3,0,1,0,1,1,1
3585,2016,538,10,4,1,3,0,1,0,1,1,1
4601,2017,538,10,4,1,3,0,1,0,1,1,1
5617,2018,538,10,4,1,3,0,1,0,1,1,1
6633,2019,538,10,4,2,2,0,2,0,1,0,1
7649,2020,538,10,4,2,2,0,2,0,1,0,1
538,2013,539,11,5,1,4,1,0,0,2,1,1
1554,2014,539,11,5,1,4,1,0,0,2,1,1
2570,2015,539,11,5,1,4,1,0,0,2,1,1
3586,2016,539,11,5,2,3,1,1,0,2,0,1
4602,2017,539,11,5,2,3,1,1,0,2,0,1
5618,2018,539,11,5,2,3,1,1,0,2,0,1
6634,2019,539,11,5,2,3,1,1,0,2,0,1
7650,2020,539,11,5,3,2,2,1,0,1,0,1
539,2013,540,38,22,3,19,1,1,1,13,6,0
1555,2014,540,38,22,3,19,1,1,1,13,6,0
2571,2015,540,38,22,3,19,1,1,1,13,6,0
3587,2016,540,38,22,3,19,1,1,1,13,6,0
4603,2017,540,38,22,4,18,2,1,1,12,6,0
5619,2018,540,38,22,4,18,2,1,1,12,6,0
6635,2019,540,38,22,6,16,3,2,1,11,5,0
7651,2020,540,38,22,6,16,3,2,1,11,5,0
540,2013,541,18,9,2,7,1,1,0,4,3,0
1556,2014,541,18,9,2,7,1,1,0,4,3,0
2572,2015,541,18,9,3,6,2,1,0,3,3,0
3588,2016,541,18,9,3,6,2,1,0,3,3,0
4604,2017,541,18,9,4,5,3,1,0,2,3,0
5620,2018,541,18,9,4,5,3,1,0,2,3,0
6636,2019,541,18,9,5,4,4,1,0,1,3,0
7652,2020,541,18,9,5,4,4,1,0,1,3,0
541,2013,542,31,23,3,20,2,1,0,13,6,1
1557,2014,542,31,23,4,19,3,1,0,12,6,1
2573,2015,542,31,23,4,19,3,1,0,12,6,1
3589,2016,542,31,23,5,18,4,1,0,11,6,1
4605,2017,542,31,23,6,17,5,1,0,10,6,1
5621,2018,542,31,23,7,16,6,1,0,9,6,1
6637,2019,542,31,23,7,16,6,1,0,9,6,1
7653,2020,542,31,23,9,14,8,1,0,7,6,1
542,2013,543,31,14,3,11,1,1,1,7,3,1
1558,2014,543,31,14,3,11,1,1,1,7,3,1
2574,2015,543,31,14,4,10,1,2,1,7,2,1
3590,2016,543,31,14,4,10,1,2,1,7,2,1
4606,2017,543,31,14,5,9,1,3,1,7,1,1
5622,2018,543,31,14,6,8,2,3,1,6,1,1
6638,2019,543,31,14,7,7,2,4,1,6,0,1
7654,2020,543,31,14,7,7,2,4,1,6,0,1
543,2013,544,15,13,2,11,2,0,0,6,4,1
1559,2014,544,15,13,2,11,2,0,0,6,4,1
2575,2015,544,15,13,2,11,2,0,0,6,4,1
3591,2016,544,15,13,2,11,2,0,0,6,4,1
4607,2017,544,15,13,2,11,2,0,0,6,4,1
5623,2018,544,15,13,3,10,3,0,0,5,4,1
6639,2019,544,15,13,3,10,3,0,0,5,4,1
7655,2020,544,15,13,3,10,3,0,0,5,4,1
544,2013,545,12,11,1,10,0,1,0,7,3,0
1560,2014,545,12,11,1,10,0,1,0,7,3,0
2576,2015,545,12,11,1,10,0,1,0,7,3,0
3592,2016,545,12,11,1,10,0,1,0,7,3,0
4608,2017,545,12,11,1,10,0,1,0,7,3,0
5624,2018,545,12,11,1,10,0,1,0,7,3,0
6640,2019,545,12,11,1,10,0,1,0,7,3,0
7656,2020,545,12,11,1,10,0,1,0,7,3,0
545,2013,546,11,9,1,8,0,1,0,4,3,1
1561,2014,546,11,9,1,8,0,1,0,4,3,1
2577,2015,546,11,9,1,8,0,1,0,4,3,1
3593,2016,546,11,9,2,7,1,1,0,3,3,1
4609,2017,546,11,9,2,7,1,1,0,3,3,1
5625,2018,546,11,9,2,7,1,1,0,3,3,1
6641,2019,546,11,9,2,7,1,1,0,3,3,1
7657,2020,546,11,9,3,6,2,1,0,2,3,1
546,2013,547,15,6,1,5,1,0,0,4,1,0
1562,2014,547,15,6,1,5,1,0,0,4,1,0
2578,2015,547,15,6,1,5,1,0,0,4,1,0
3594,2016,547,15,6,1,5,1,0,0,4,1,0
4610,2017,547,15,6,1,5,1,0,0,4,1,0
5626,2018,547,15,6,1,5,1,0,0,4,1,0
6642,2019,547,15,6,1,5,1,0,0,4,1,0
7658,2020,547,15,6,1,5,1,0,0,4,1,0
547,2013,548,35,25,1,24,1,0,0,16,8,0
1563,2014,548,35,25,1,24,1,0,0,16,8,0
2579,2015,548,35,25,2,23,2,0,0,15,8,0
3595,2016,548,35,25,2,23,2,0,0,15,8,0
4611,2017,548,35,25,2,23,2,0,0,15,8,0
5627,2018,548,35,25,2,23,2,0,0,15,8,0
6643,2019,548,35,25,3,22,2,1,0,15,7,0
7659,2020,548,35,25,3,22,2,1,0,15,7,0
548,2013,549,34,23,1,22,1,0,0,13,7,2
1564,2014,549,34,23,2,21,1,1,0,13,6,2
2580,2015,549,34,23,2,21,1,1,0,13,6,2
3596,2016,549,34,23,2,21,1,1,0,13,6,2
4612,2017,549,34,23,2,21,1,1,0,13,6,2
5628,2018,549,34,23,3,20,1,2,0,13,5,2
6644,2019,549,34,23,3,20,1,2,0,13,5,2
7660,2020,549,34,23,4,19,2,2,0,12,5,2
549,2013,550,27,12,2,10,1,1,0,6,3,1
1565,2014,550,27,12,3,9,2,1,0,5,3,1
2581,2015,550,27,12,4,8,2,2,0,5,2,1
3597,2016,550,27,12,4,8,2,2,0,5,2,1
4613,2017,550,27,12,4,8,2,2,0,5,2,1
5629,2018,550,27,12,5,7,3,2,0,4,2,1
6645,2019,550,27,12,6,6,3,3,0,4,1,1
7661,2020,550,27,12,7,5,4,3,0,3,1,1
550,2013,551,26,18,3,15,1,1,1,10,4,1
1566,2014,551,26,18,4,14,2,1,1,9,4,1
2582,2015,551,26,18,4,14,2,1,1,9,4,1
3598,2016,551,26,18,6,12,2,3,1,9,2,1
4614,2017,551,26,18,6,12,2,3,1,9,2,1
5630,2018,551,26,18,7,11,2,4,1,9,1,1
6646,2019,551,26,18,7,11,2,4,1,9,1,1
7662,2020,551,26,18,10,8,4,5,1,7,0,1
551,2013,552,6,2,1,1,0,1,0,1,0,0
1567,2014,552,6,2,1,1,0,1,0,1,0,0
2583,2015,552,6,2,1,1,0,1,0,1,0,0
3599,2016,552,6,2,1,1,0,1,0,1,0,0
4615,2017,552,6,2,1,1,0,1,0,1,0,0
5631,2018,552,6,2,1,1,0,1,0,1,0,0
6647,2019,552,6,2,1,1,0,1,0,1,0,0
7663,2020,552,6,2,1,1,0,1,0,1,0,0
552,2013,553,46,34,4,30,2,1,1,19,9,2
1568,2014,553,46,34,4,30,2,1,1,19,9,2
2584,2015,553,46,34,5,29,3,1,1,18,9,2
3600,2016,553,46,34,5,29,3,1,1,18,9,2
4616,2017,553,46,34,5,29,3,1,1,18,9,2
5632,2018,553,46,34,6,28,3,2,1,18,8,2
6648,2019,553,46,34,6,28,3,2,1,18,8,2
7664,2020,553,46,34,7,27,3,3,1,18,7,2
553,2013,554,37,23,3,20,2,1,0,13,6,1
1569,2014,554,37,23,3,20,2,1,0,13,6,1
2585,2015,554,37,23,4,19,3,1,0,12,6,1
3601,2016,554,37,23,4,19,3,1,0,12,6,1
4617,2017,554,37,23,5,18,3,2,0,12,5,1
5633,2018,554,37,23,7,16,5,2,0,10,5,1
6649,2019,554,37,23,8,15,6,2,0,9,5,1
7665,2020,554,37,23,10,13,8,2,0,7,5,1
554,2013,555,5,2,1,1,0,1,0,1,0,0
1570,2014,555,5,2,1,1,0,1,0,1,0,0
2586,2015,555,5,2,1,1,0,1,0,1,0,0
3602,2016,555,5,2,1,1,0,1,0,1,0,0
4618,2017,555,5,2,1,1,0,1,0,1,0,0
5634,2018,555,5,2,1,1,0,1,0,1,0,0
6650,2019,555,5,2,1,1,0,1,0,1,0,0
7666,2020,555,5,2,1,1,0,1,0,1,0,0
555,2013,556,14,9,1,8,1,0,0,6,1,1
1571,2014,556,14,9,1,8,1,0,0,6,1,1
2587,2015,556,14,9,1,8,1,0,0,6,1,1
3603,2016,556,14,9,1,8,1,0,0,6,1,1
4619,2017,556,14,9,1,8,1,0,0,6,1,1
5635,2018,556,14,9,1,8,1,0,0,6,1,1
6651,2019,556,14,9,2,7,1,1,0,6,0,1
7667,2020,556,14,9,2,7,1,1,0,6,0,1
556,2013,557,37,17,1,16,0,1,0,11,4,1
1572,2014,557,37,17,1,16,0,1,0,11,4,1
2588,2015,557,37,17,1,16,0,1,0,11,4,1
3604,2016,557,37,17,1,16,0,1,0,11,4,1
4620,2017,557,37,17,1,16,0,1,0,11,4,1
5636,2018,557,37,17,1,16,0,1,0,11,4,1
6652,2019,557,37,17,2,15,1,1,0,10,4,1
7668,2020,557,37,17,2,15,1,1,0,10,4,1
557,2013,558,13,6,1,5,0,1,0,2,2,1
1573,2014,558,13,6,2,4,1,1,0,1,2,1
2589,2015,558,13,6,2,4,1,1,0,1,2,1
3605,2016,558,13,6,2,4,1,1,0,1,2,1
4621,2017,558,13,6,2,4,1,1,0,1,2,1
5637,2018,558,13,6,2,4,1,1,0,1,2,1
6653,2019,558,13,6,3,3,1,2,0,1,1,1
7669,2020,558,13,6,3,3,1,2,0,1,1,1
558,2013,559,24,6,1,5,0,1,0,2,2,1
1574,2014,559,24,6,1,5,0,1,0,2,2,1
2590,2015,559,24,6,2,4,1,1,0,1,2,1
3606,2016,559,24,6,2,4,1,1,0,1,2,1
4622,2017,559,24,6,2,4,1,1,0,1,2,1
5638,2018,559,24,6,2,4,1,1,0,1,2,1
6654,2019,559,24,6,3,3,1,2,0,1,1,1
7670,2020,559,24,6,3,3,1,2,0,1,1,1
559,2013,560,11,10,1,9,0,1,0,5,3,1
1575,2014,560,11,10,1,9,0,1,0,5,3,1
2591,2015,560,11,10,1,9,0,1,0,5,3,1
3607,2016,560,11,10,1,9,0,1,0,5,3,1
4623,2017,560,11,10,2,8,0,2,0,5,2,1
5639,2018,560,11,10,2,8,0,2,0,5,2,1
6655,2019,560,11,10,2,8,0,2,0,5,2,1
7671,2020,560,11,10,3,7,1,2,0,4,2,1
560,2013,561,28,25,5,20,2,2,1,13,6,1
1576,2014,561,28,25,5,20,2,2,1,13,6,1
2592,2015,561,28,25,6,19,2,3,1,13,5,1
3608,2016,561,28,25,8,17,3,4,1,12,4,1
4624,2017,561,28,25,9,16,4,4,1,11,4,1
5640,2018,561,28,25,9,16,4,4,1,11,4,1
6656,2019,561,28,25,11,14,4,6,1,11,2,1
7672,2020,561,28,25,11,14,4,6,1,11,2,1
561,2013,562,7,5,1,4,1,0,0,2,1,1
1577,2014,562,7,5,1,4,1,0,0,2,1,1
2593,2015,562,7,5,1,4,1,0,0,2,1,1
3609,2016,562,7,5,1,4,1,0,0,2,1,1
4625,2017,562,7,5,1,4,1,0,0,2,1,1
5641,2018,562,7,5,1,4,1,0,0,2,1,1
6657,2019,562,7,5,1,4,1,0,0,2,1,1
7673,2020,562,7,5,2,3,2,0,0,1,1,1
562,2013,563,59,18,1,17,1,0,0,10,6,1
1578,2014,563,59,18,1,17,1,0,0,10,6,1
2594,2015,563,59,18,1,17,1,0,0,10,6,1
3610,2016,563,59,18,1,17,1,0,0,10,6,1
4626,2017,563,59,18,1,17,1,0,0,10,6,1
5642,2018,563,59,18,1,17,1,0,0,10,6,1
6658,2019,563,59,18,1,17,1,0,0,10,6,1
7674,2020,563,59,18,1,17,1,0,0,10,6,1
563,2013,564,8,5,1,4,1,0,0,2,2,0
1579,2014,564,8,5,1,4,1,0,0,2,2,0
2595,2015,564,8,5,1,4,1,0,0,2,2,0
3611,2016,564,8,5,1,4,1,0,0,2,2,0
4627,2017,564,8,5,1,4,1,0,0,2,2,0
5643,2018,564,8,5,1,4,1,0,0,2,2,0
6659,2019,564,8,5,1,4,1,0,0,2,2,0
7675,2020,564,8,5,1,4,1,0,0,2,2,0
564,2013,565,24,8,1,7,0,1,0,4,2,1
1580,2014,565,24,8,1,7,0,1,0,4,2,1
2596,2015,565,24,8,1,7,0,1,0,4,2,1
3612,2016,565,24,8,1,7,0,1,0,4,2,1
4628,2017,565,24,8,1,7,0,1,0,4,2,1
5644,2018,565,24,8,2,6,0,2,0,4,1,1
6660,2019,565,24,8,2,6,0,2,0,4,1,1
7676,2020,565,24,8,2,6,0,2,0,4,1,1
565,2013,566,11,10,1,9,1,0,0,6,2,1
1581,2014,566,11,10,1,9,1,0,0,6,2,1
2597,2015,566,11,10,1,9,1,0,0,6,2,1
3613,2016,566,11,10,1,9,1,0,0,6,2,1
4629,2017,566,11,10,1,9,1,0,0,6,2,1
5645,2018,566,11,10,1,9,1,0,0,6,2,1
6661,2019,566,11,10,1,9,1,0,0,6,2,1
7677,2020,566,11,10,1,9,1,0,0,6,2,1
566,2013,567,16,4,1,3,1,0,0,2,1,0
1582,2014,567,16,4,1,3,1,0,0,2,1,0
2598,2015,567,16,4,1,3,1,0,0,2,1,0
3614,2016,567,16,4,1,3,1,0,0,2,1,0
4630,2017,567,16,4,2,2,1,1,0,2,0,0
5646,2018,567,16,4,2,2,1,1,0,2,0,0
6662,2019,567,16,4,2,2,1,1,0,2,0,0
7678,2020,567,16,4,3,1,2,1,0,1,0,0
567,2013,568,34,9,2,7,2,0,0,5,1,1
1583,2014,568,34,9,2,7,2,0,0,5,1,1
2599,2015,568,34,9,3,6,2,1,0,5,0,1
3615,2016,568,34,9,3,6,2,1,0,5,0,1
4631,2017,568,34,9,3,6,2,1,0,5,0,1
5647,2018,568,34,9,4,5,3,1,0,4,0,1
6663,2019,568,34,9,4,5,3,1,0,4,0,1
7679,2020,568,34,9,4,5,3,1,0,4,0,1
568,2013,569,30,9,1,8,1,0,0,5,3,0
1584,2014,569,30,9,1,8,1,0,0,5,3,0
2600,2015,569,30,9,1,8,1,0,0,5,3,0
3616,2016,569,30,9,1,8,1,0,0,5,3,0
4632,2017,569,30,9,1,8,1,0,0,5,3,0
5648,2018,569,30,9,1,8,1,0,0,5,3,0
6664,2019,569,30,9,1,8,1,0,0,5,3,0
7680,2020,569,30,9,1,8,1,0,0,5,3,0
569,2013,570,12,10,1,9,1,0,0,6,3,0
1585,2014,570,12,10,1,9,1,0,0,6,3,0
2601,2015,570,12,10,1,9,1,0,0,6,3,0
3617,2016,570,12,10,1,9,1,0,0,6,3,0
4633,2017,570,12,10,2,8,2,0,0,5,3,0
5649,2018,570,12,10,2,8,2,0,0,5,3,0
6665,2019,570,12,10,2,8,2,0,0,5,3,0
7681,2020,570,12,10,2,8,2,0,0,5,3,0
570,2013,571,15,4,1,3,1,0,0,1,1,1
1586,2014,571,15,4,1,3,1,0,0,1,1,1
2602,2015,571,15,4,1,3,1,0,0,1,1,1
3618,2016,571,15,4,1,3,1,0,0,1,1,1
4634,2017,571,15,4,1,3,1,0,0,1,1,1
5650,2018,571,15,4,2,2,2,0,0,0,1,1
6666,2019,571,15,4,2,2,2,0,0,0,1,1
7682,2020,571,15,4,2,2,2,0,0,0,1,1
571,2013,572,23,20,3,17,3,0,0,10,6,1
1587,2014,572,23,20,4,16,4,0,0,9,6,1
2603,2015,572,23,20,4,16,4,0,0,9,6,1
3619,2016,572,23,20,5,15,5,0,0,8,6,1
4635,2017,572,23,20,5,15,5,0,0,8,6,1
5651,2018,572,23,20,5,15,5,0,0,8,6,1
6667,2019,572,23,20,7,13,7,0,0,6,6,1
7683,2020,572,23,20,8,12,8,0,0,5,6,1
572,2013,573,44,31,2,29,2,0,0,19,8,2
1588,2014,573,44,31,2,29,2,0,0,19,8,2
2604,2015,573,44,31,3,28,3,0,0,18,8,2
3620,2016,573,44,31,3,28,3,0,0,18,8,2
4636,2017,573,44,31,3,28,3,0,0,18,8,2
5652,2018,573,44,31,4,27,3,1,0,18,7,2
6668,2019,573,44,31,4,27,3,1,0,18,7,2
7684,2020,573,44,31,5,26,3,2,0,18,6,2
573,2013,574,43,28,1,27,0,1,0,18,9,0
1589,2014,574,43,28,1,27,0,1,0,18,9,0
2605,2015,574,43,28,2,26,0,2,0,18,8,0
3621,2016,574,43,28,2,26,0,2,0,18,8,0
4637,2017,574,43,28,2,26,0,2,0,18,8,0
5653,2018,574,43,28,2,26,0,2,0,18,8,0
6669,2019,574,43,28,2,26,0,2,0,18,8,0
7685,2020,574,43,28,2,26,0,2,0,18,8,0
574,2013,575,13,8,0,8,0,0,0,4,3,1
1590,2014,575,13,8,2,6,0,2,0,4,1,1
2606,2015,575,13,8,2,6,0,2,0,4,1,1
3622,2016,575,13,8,3,5,0,2,1,4,1,0
4638,2017,575,13,8,3,5,0,2,1,4,1,0
5654,2018,575,13,8,4,4,0,3,1,4,0,0
6670,2019,575,13,8,4,4,0,3,1,4,0,0
7686,2020,575,13,8,5,3,1,3,1,3,0,0
575,2013,576,23,10,2,8,1,1,0,5,2,1
1591,2014,576,23,10,2,8,1,1,0,5,2,1
2607,2015,576,23,10,2,8,1,1,0,5,2,1
3623,2016,576,23,10,3,7,2,1,0,4,2,1
4639,2017,576,23,10,3,7,2,1,0,4,2,1
5655,2018,576,23,10,4,6,3,1,0,3,2,1
6671,2019,576,23,10,4,6,3,1,0,3,2,1
7687,2020,576,23,10,4,6,3,1,0,3,2,1
576,2013,577,29,21,4,17,2,2,0,11,6,0
1592,2014,577,29,21,5,16,3,2,0,10,6,0
2608,2015,577,29,21,7,14,5,2,0,8,6,0
3624,2016,577,29,21,9,12,7,2,0,6,6,0
4640,2017,577,29,21,9,12,7,2,0,6,6,0
5656,2018,577,29,21,13,8,8,5,0,5,3,0
6672,2019,577,29,21,13,8,8,5,0,5,3,0
7688,2020,577,29,21,14,7,8,6,0,5,2,0
577,2013,578,9,7,1,6,0,1,0,3,2,1
1593,2014,578,9,7,1,6,0,1,0,3,2,1
2609,2015,578,9,7,1,6,0,1,0,3,2,1
3625,2016,578,9,7,1,6,0,1,0,3,2,1
4641,2017,578,9,7,2,5,0,2,0,3,1,1
5657,2018,578,9,7,2,5,0,2,0,3,1,1
6673,2019,578,9,7,2,5,0,2,0,3,1,1
7689,2020,578,9,7,2,5,0,2,0,3,1,1
578,2013,579,43,39,6,33,5,1,0,22,10,1
1594,2014,579,43,39,6,33,5,1,0,22,10,1
2610,2015,579,43,39,6,33,5,1,0,22,10,1
3626,2016,579,43,39,8,31,5,3,0,22,8,1
4642,2017,579,43,39,10,29,5,5,0,22,6,1
5658,2018,579,43,39,11,28,5,6,0,22,5,1
6674,2019,579,43,39,12,27,6,6,0,21,5,1
7690,2020,579,43,39,16,23,6,10,0,21,1,1
579,2013,580,44,21,4,17,1,2,1,12,4,1
1595,2014,580,44,21,5,16,2,2,1,11,4,1
2611,2015,580,44,21,6,15,2,3,1,11,3,1
3627,2016,580,44,21,6,15,2,3,1,11,3,1
4643,2017,580,44,21,8,13,4,3,1,9,3,1
5659,2018,580,44,21,8,13,4,3,1,9,3,1
6675,2019,580,44,21,11,10,7,3,1,6,3,1
7691,2020,580,44,21,14,7,10,3,1,3,3,1
580,2013,581,38,35,7,28,5,2,0,18,8,2
1596,2014,581,38,35,7,28,5,2,0,18,8,2
2612,2015,581,38,35,8,27,5,3,0,18,7,2
3628,2016,581,38,35,11,24,7,4,0,16,6,2
4644,2017,581,38,35,13,22,8,5,0,15,5,2
5660,2018,581,38,35,13,22,8,5,0,15,5,2
6676,2019,581,38,35,15,20,9,6,0,14,4,2
7692,2020,581,38,35,19,16,12,7,0,11,3,2
581,2013,582,17,12,2,10,1,1,0,7,3,0
1597,2014,582,17,12,3,9,1,2,0,7,2,0
2613,2015,582,17,12,3,9,1,2,0,7,2,0
3629,2016,582,17,12,3,9,1,2,0,7,2,0
4645,2017,582,17,12,4,8,2,2,0,6,2,0
5661,2018,582,17,12,4,8,2,2,0,6,2,0
6677,2019,582,17,12,5,7,3,2,0,5,2,0
7693,2020,582,17,12,5,7,3,2,0,5,2,0
582,2013,583,6,6,1,5,1,0,0,3,2,0
1598,2014,583,6,6,1,5,1,0,0,3,2,0
2614,2015,583,6,6,1,5,1,0,0,3,2,0
3630,2016,583,6,6,1,5,1,0,0,3,2,0
4646,2017,583,6,6,1,5,1,0,0,3,2,0
5662,2018,583,6,6,2,4,2,0,0,2,2,0
6678,2019,583,6,6,2,4,2,0,0,2,2,0
7694,2020,583,6,6,2,4,2,0,0,2,2,0
583,2013,584,14,4,1,3,1,0,0,2,1,0
1599,2014,584,14,4,1,3,1,0,0,2,1,0
2615,2015,584,14,4,1,3,1,0,0,2,1,0
3631,2016,584,14,4,1,3,1,0,0,2,1,0
4647,2017,584,14,4,1,3,1,0,0,2,1,0
5663,2018,584,14,4,1,3,1,0,0,2,1,0
6679,2019,584,14,4,1,3,1,0,0,2,1,0
7695,2020,584,14,4,1,3,1,0,0,2,1,0
584,2013,585,7,2,1,1,1,0,0,1,0,0
1600,2014,585,7,2,1,1,1,0,0,1,0,0
2616,2015,585,7,2,1,1,1,0,0,1,0,0
3632,2016,585,7,2,1,1,1,0,0,1,0,0
4648,2017,585,7,2,1,1,1,0,0,1,0,0
5664,2018,585,7,2,1,1,1,0,0,1,0,0
6680,2019,585,7,2,1,1,1,0,0,1,0,0
7696,2020,585,7,2,1,1,1,0,0,1,0,0
585,2013,586,11,7,1,6,1,0,0,3,2,1
1601,2014,586,11,7,1,6,1,0,0,3,2,1
2617,2015,586,11,7,2,5,1,0,1,3,2,0
3633,2016,586,11,7,2,5,1,0,1,3,2,0
4649,2017,586,11,7,2,5,1,0,1,3,2,0
5665,2018,586,11,7,2,5,1,0,1,3,2,0
6681,2019,586,11,7,2,5,1,0,1,3,2,0
7697,2020,586,11,7,2,5,1,0,1,3,2,0
586,2013,587,53,32,2,30,2,0,0,20,8,2
1602,2014,587,53,32,2,30,2,0,0,20,8,2
2618,2015,587,53,32,2,30,2,0,0,20,8,2
3634,2016,587,53,32,3,29,2,1,0,20,7,2
4650,2017,587,53,32,3,29,2,1,0,20,7,2
5666,2018,587,53,32,3,29,2,1,0,20,7,2
6682,2019,587,53,32,3,29,2,1,0,20,7,2
7698,2020,587,53,32,3,29,2,1,0,20,7,2
587,2013,588,25,19,1,18,0,1,0,12,6,0
1603,2014,588,25,19,1,18,0,1,0,12,6,0
2619,2015,588,25,19,1,18,0,1,0,12,6,0
3635,2016,588,25,19,1,18,0,1,0,12,6,0
4651,2017,588,25,19,1,18,0,1,0,12,6,0
5667,2018,588,25,19,1,18,0,1,0,12,6,0
6683,2019,588,25,19,2,17,0,2,0,12,5,0
7699,2020,588,25,19,2,17,0,2,0,12,5,0
588,2013,589,28,24,0,24,0,0,0,14,8,2
1604,2014,589,28,24,0,24,0,0,0,14,8,2
2620,2015,589,28,24,4,20,4,0,0,10,8,2
3636,2016,589,28,24,4,20,4,0,0,10,8,2
4652,2017,589,28,24,5,19,4,1,0,10,7,2
5668,2018,589,28,24,5,19,4,1,0,10,7,2
6684,2019,589,28,24,5,19,4,1,0,10,7,2
7700,2020,589,28,24,5,19,4,1,0,10,7,2
589,2013,590,36,9,2,7,2,0,0,5,1,1
1605,2014,590,36,9,2,7,2,0,0,5,1,1
2621,2015,590,36,9,2,7,2,0,0,5,1,1
3637,2016,590,36,9,3,6,3,0,0,4,1,1
4653,2017,590,36,9,3,6,3,0,0,4,1,1
5669,2018,590,36,9,4,5,4,0,0,3,1,1
6685,2019,590,36,9,4,5,4,0,0,3,1,1
7701,2020,590,36,9,5,4,5,0,0,2,1,1
590,2013,591,8,5,1,4,0,1,0,1,2,1
1606,2014,591,8,5,1,4,0,1,0,1,2,1
2622,2015,591,8,5,1,4,0,1,0,1,2,1
3638,2016,591,8,5,1,4,0,1,0,1,2,1
4654,2017,591,8,5,1,4,0,1,0,1,2,1
5670,2018,591,8,5,1,4,0,1,0,1,2,1
6686,2019,591,8,5,1,4,0,1,0,1,2,1
7702,2020,591,8,5,2,3,1,1,0,0,2,1
591,2013,592,36,11,1,10,1,0,0,7,3,0
1607,2014,592,36,11,2,9,1,1,0,7,2,0
2623,2015,592,36,11,2,9,1,1,0,7,2,0
3639,2016,592,36,11,2,9,1,1,0,7,2,0
4655,2017,592,36,11,3,8,2,1,0,6,2,0
5671,2018,592,36,11,3,8,2,1,0,6,2,0
6687,2019,592,36,11,3,8,2,1,0,6,2,0
7703,2020,592,36,11,4,7,2,2,0,6,1,0
592,2013,593,25,24,3,21,1,2,0,13,6,2
1608,2014,593,25,24,4,20,2,2,0,12,6,2
2624,2015,593,25,24,4,20,2,2,0,12,6,2
3640,2016,593,25,24,4,20,2,2,0,12,6,2
