,Course_ID,Year,Course_Duration,Course_Duration_Digit,Course_Duration_Present,Digit_Ratio,Digit_Percentage,Total_Courses_perYear,Duration_Video,Duration_Quiz,Duration_Exam,Number_Video,Number_Quiz,Number_Exam,Number_Ressources,Number_Video_1H,Number_Video_2H,Number_Video_3H,Number_Video_4H,Number_Quiz_1H,Number_Quiz_2H,Number_Exam_1H,Number_Exam_2H,Number_Exam_3H,Number_Exam_4H
4761,719,2017,39,39,0,0.99,98,1096,21,15,3,15,12,3,30,10,4,1,0,9,3,3,0,0,0
4762,720,2017,7,2,5,0.27,26,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4763,721,2017,38,38,0,0.99,98,1096,27,9,2,12,9,2,23,2,6,3,1,9,0,2,0,0,0
4764,722,2017,24,21,3,0.89,88,1096,12,8,1,5,5,1,11,2,0,2,1,2,3,1,0,0,0
4765,723,2017,8,8,0,0.98,97,1096,3,4,1,1,4,1,6,0,0,1,0,4,0,1,0,0,0
4766,724,2017,24,19,5,0.8,79,1096,13,4,2,10,3,2,15,7,3,0,0,2,1,2,0,0,0
4767,725,2017,26,14,12,0.56,55,1096,4,8,2,4,4,2,10,4,0,0,0,0,4,2,0,0,0
4768,726,2017,28,28,0,1.0,100,1096,16,9,3,5,8,2,15,1,0,1,3,7,1,1,1,0,0
4769,727,2017,24,23,1,0.95,94,1096,13,9,1,13,7,1,21,13,0,0,0,5,2,1,0,0,0
4770,728,2017,28,28,0,0.98,98,1096,20,6,2,11,5,2,18,5,3,3,0,4,1,2,0,0,0
4771,729,2017,24,22,2,0.91,91,1096,15,7,0,8,7,0,15,4,2,1,1,7,0,0,0,0,0
4772,730,2017,30,3,27,0.1,10,1096,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
4773,731,2017,51,51,0,1.0,100,1096,22,26,3,16,19,1,36,13,1,1,1,12,7,0,0,1,0
4774,732,2017,9,8,1,0.93,92,1096,5,3,0,3,2,0,5,1,2,0,0,1,1,0,0,0,0
4775,733,2017,10,10,0,1.0,100,1096,5,4,1,4,4,1,9,3,1,0,0,4,0,1,0,0,0
4776,734,2017,34,31,3,0.92,91,1096,15,14,2,6,12,2,20,1,1,4,0,10,2,2,0,0,0
4777,735,2017,18,17,1,0.96,96,1096,5,10,2,4,7,1,12,3,1,0,0,4,3,0,1,0,0
4778,736,2017,31,25,6,0.81,81,1096,18,6,1,6,4,1,11,0,3,0,3,2,2,1,0,0,0
4779,737,2017,49,47,2,0.97,96,1096,29,16,2,25,8,2,35,23,1,0,1,0,8,2,0,0,0
4780,738,2017,31,31,0,1.0,99,1096,15,15,1,4,9,1,14,0,0,1,3,3,6,1,0,0,0
4781,739,2017,36,35,1,0.97,96,1096,15,17,3,13,14,3,30,11,2,0,0,11,3,3,0,0,0
4782,740,2017,46,46,0,1.0,100,1096,22,24,0,18,13,0,31,16,1,0,1,2,11,0,0,0,0
4783,741,2017,15,7,8,0.49,48,1096,3,3,1,3,2,1,6,3,0,0,0,1,1,1,0,0,0
4784,742,2017,46,46,0,0.99,99,1096,24,22,0,13,21,0,34,9,0,1,3,20,1,0,0,0,0
4785,743,2017,47,9,38,0.2,19,1096,6,3,0,6,2,0,8,6,0,0,0,1,1,0,0,0,0
4786,744,2017,16,13,3,0.82,82,1096,4,7,2,2,4,1,7,1,0,1,0,1,3,0,1,0,0
4787,745,2017,36,16,20,0.46,45,1096,7,6,3,3,4,1,8,0,2,1,0,2,2,0,0,1,0
4788,746,2017,31,27,4,0.88,87,1096,17,10,0,11,10,0,21,8,0,3,0,10,0,0,0,0,0
4789,747,2017,8,8,0,1.0,100,1096,3,3,2,2,2,1,5,1,1,0,0,1,1,0,1,0,0
4790,748,2017,32,32,0,1.0,100,1096,13,16,3,5,13,2,20,0,2,3,0,10,3,1,1,0,0
4791,749,2017,7,7,0,1.0,100,1096,2,4,1,1,4,1,6,0,1,0,0,4,0,1,0,0,0
4792,750,2017,36,36,0,0.99,99,1096,23,9,4,20,7,2,29,19,0,0,1,5,2,1,0,1,0
4793,751,2017,31,3,28,0.1,10,1096,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
4794,752,2017,20,17,3,0.85,84,1096,11,4,2,4,3,1,8,0,1,3,0,2,1,0,1,0,0
4795,753,2017,21,18,3,0.87,86,1096,13,4,1,7,4,1,12,3,3,0,1,4,0,1,0,0,0
4796,754,2017,6,2,4,0.34,34,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4797,755,2017,30,10,20,0.34,34,1096,5,4,1,4,4,1,9,3,1,0,0,4,0,1,0,0,0
4798,756,2017,25,24,1,0.95,95,1096,15,5,4,13,5,2,20,11,2,0,0,5,0,1,0,1,0
4799,757,2017,38,38,0,1.0,99,1096,17,18,3,6,15,3,24,0,3,1,2,12,3,3,0,0,0
4800,758,2017,43,22,21,0.51,50,1096,13,6,3,12,6,1,19,11,1,0,0,6,0,0,0,1,0
4801,759,2017,27,27,0,0.98,98,1096,13,13,1,10,13,1,24,7,3,0,0,13,0,1,0,0,0
4802,760,2017,16,8,8,0.5,49,1096,5,2,1,4,1,1,6,3,1,0,0,0,1,1,0,0,0
4803,761,2017,15,15,0,1.0,99,1096,5,9,1,2,9,1,12,0,1,1,0,9,0,1,0,0,0
4804,762,2017,43,23,20,0.52,52,1096,12,11,0,11,7,0,18,10,1,0,0,3,4,0,0,0,0
4805,763,2017,52,51,1,0.99,99,1096,36,14,1,29,11,1,41,23,5,1,0,8,3,1,0,0,0
4806,764,2017,28,4,24,0.14,13,1096,1,2,1,1,2,1,4,1,0,0,0,2,0,1,0,0,0
4807,765,2017,36,23,13,0.65,64,1096,8,12,3,3,12,2,17,0,2,0,1,12,0,1,1,0,0
4808,766,2017,15,13,2,0.88,87,1096,7,5,1,2,3,1,6,0,0,1,1,1,2,1,0,0,0
4809,767,2017,34,19,15,0.56,55,1096,14,4,1,8,2,1,11,5,0,3,0,0,2,1,0,0,0
4810,768,2017,7,7,0,0.97,97,1096,4,2,1,2,2,1,5,0,2,0,0,2,0,1,0,0,0
4811,769,2017,20,20,0,1.0,100,1096,11,6,3,5,3,1,9,2,0,3,0,0,3,0,0,1,0
4812,770,2017,40,2,38,0.04,4,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4813,771,2017,40,17,23,0.42,42,1096,7,7,3,3,4,3,10,1,0,2,0,1,3,3,0,0,0
4814,772,2017,18,1,17,0.04,4,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4815,773,2017,39,10,29,0.26,25,1096,5,4,1,5,4,1,10,5,0,0,0,4,0,1,0,0,0
4816,774,2017,10,9,1,0.92,91,1096,4,3,2,3,3,1,7,2,1,0,0,3,0,0,1,0,0
4817,775,2017,6,0,6,0.06,6,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4818,776,2017,18,14,4,0.78,78,1096,9,4,1,4,4,1,9,2,0,1,1,4,0,1,0,0,0
4819,777,2017,13,13,0,1.0,100,1096,7,4,2,5,2,2,9,4,0,1,0,0,2,2,0,0,0
4820,778,2017,50,25,25,0.49,49,1096,19,5,1,10,3,1,14,7,0,0,3,1,2,1,0,0,0
4821,779,2017,55,54,1,0.99,98,1096,38,13,3,35,12,3,50,32,3,0,0,11,1,3,0,0,0
4822,780,2017,34,34,0,0.99,99,1096,18,13,3,14,13,3,30,12,1,0,1,13,0,3,0,0,0
4823,781,2017,25,25,0,0.99,98,1096,16,8,1,5,8,1,14,0,1,2,2,8,0,1,0,0,0
4824,782,2017,49,49,0,1.0,100,1096,31,18,0,12,9,0,21,3,1,6,2,0,9,0,0,0,0
4825,783,2017,17,17,0,1.0,99,1096,11,4,2,11,4,2,17,11,0,0,0,4,0,2,0,0,0
4826,784,2017,47,46,1,0.98,97,1096,26,20,0,8,12,0,20,2,0,0,6,4,8,0,0,0,0
4827,785,2017,6,0,6,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4828,786,2017,39,39,0,1.0,100,1096,16,19,4,10,15,2,27,5,4,1,0,11,4,1,0,1,0
4829,787,2017,37,37,0,1.0,99,1096,20,14,3,6,11,3,20,1,0,1,4,8,3,3,0,0,0
4830,788,2017,30,29,1,0.96,95,1096,17,10,2,5,8,2,15,0,1,1,3,6,2,2,0,0,0
4831,789,2017,23,13,10,0.55,54,1096,6,7,0,6,5,0,11,6,0,0,0,3,2,0,0,0,0
4832,790,2017,35,19,16,0.55,54,1096,14,4,1,9,4,1,14,7,0,1,1,4,0,1,0,0,0
4833,791,2017,18,18,0,0.99,98,1096,6,10,2,3,6,1,10,0,3,0,0,2,4,0,1,0,0
4834,792,2017,40,40,0,1.0,100,1096,18,18,4,15,9,2,26,14,0,0,1,0,9,1,0,1,0
4835,793,2017,16,16,0,0.99,98,1096,8,7,1,5,7,1,13,3,1,1,0,7,0,1,0,0,0
4836,794,2017,8,8,0,0.99,98,1096,2,4,2,1,2,1,4,0,1,0,0,0,2,0,1,0,0
4837,795,2017,33,24,9,0.72,71,1096,8,12,4,4,8,1,13,0,4,0,0,4,4,0,0,0,1
4838,796,2017,14,14,0,1.0,99,1096,5,7,2,5,5,2,12,5,0,0,0,3,2,2,0,0,0
4839,797,2017,55,8,47,0.15,15,1096,3,3,2,2,3,1,6,1,1,0,0,3,0,0,1,0,0
4840,798,2017,24,24,0,1.0,99,1096,13,9,2,6,8,2,16,3,0,2,1,7,1,2,0,0,0
4841,799,2017,36,32,4,0.89,89,1096,21,11,0,11,6,0,17,3,6,2,0,1,5,0,0,0,0
4842,800,2017,30,29,1,0.98,97,1096,10,17,2,10,16,1,27,10,0,0,0,15,1,0,1,0,0
4843,801,2017,38,12,26,0.32,32,1096,8,3,1,4,2,1,7,0,4,0,0,1,1,1,0,0,0
4844,802,2017,38,38,0,1.0,100,1096,23,13,2,22,8,1,31,21,1,0,0,3,5,0,1,0,0
4845,803,2017,36,36,0,1.0,100,1096,19,15,2,9,11,2,22,5,1,0,3,7,4,2,0,0,0
4846,804,2017,35,35,0,1.0,100,1096,14,19,2,14,19,2,35,14,0,0,0,19,0,2,0,0,0
4847,805,2017,59,59,0,1.0,100,1096,33,24,2,26,17,1,44,22,1,3,0,10,7,0,1,0,0
4848,806,2017,12,0,12,0.03,3,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4849,807,2017,28,27,1,0.96,95,1096,11,12,4,6,7,4,17,3,2,0,1,2,5,4,0,0,0
4850,808,2017,22,0,22,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4851,809,2017,34,30,4,0.88,88,1096,18,10,2,13,5,2,20,8,5,0,0,0,5,2,0,0,0
4852,810,2017,38,38,0,1.0,100,1096,20,18,0,18,12,0,30,17,0,1,0,6,6,0,0,0,0
4853,811,2017,14,3,11,0.25,24,1096,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
4854,812,2017,40,2,38,0.04,4,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4855,813,2017,52,52,0,1.0,99,1096,28,23,1,12,15,1,28,4,1,6,1,7,8,1,0,0,0
4856,814,2017,59,14,45,0.24,23,1096,7,4,3,6,3,3,12,5,1,0,0,2,1,3,0,0,0
4857,815,2017,30,30,0,1.0,100,1096,15,13,2,14,9,1,24,13,1,0,0,5,4,0,1,0,0
4858,816,2017,37,37,0,0.99,99,1096,14,20,3,10,15,1,26,7,2,1,0,10,5,0,0,1,0
4859,817,2017,24,4,20,0.18,18,1096,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
4860,818,2017,22,22,0,0.99,98,1096,5,13,4,2,8,1,11,1,0,0,1,3,5,0,0,0,1
4861,819,2017,22,17,5,0.79,78,1096,5,9,3,2,9,1,12,0,1,1,0,9,0,0,0,1,0
4862,820,2017,41,41,0,1.0,100,1096,25,13,3,11,13,2,26,4,2,3,2,13,0,1,1,0,0
4863,821,2017,17,17,0,1.0,100,1096,7,7,3,5,6,2,13,4,0,1,0,5,1,1,1,0,0
4864,822,2017,44,42,2,0.94,94,1096,24,17,1,19,12,1,32,15,3,1,0,7,5,1,0,0,0
4865,823,2017,6,6,0,0.99,98,1096,3,2,1,1,2,1,4,0,0,1,0,2,0,1,0,0,0
4866,824,2017,23,16,7,0.69,68,1096,8,7,1,5,7,1,13,3,1,1,0,7,0,1,0,0,0
4867,825,2017,47,46,1,0.98,97,1096,20,23,3,20,20,3,43,20,0,0,0,17,3,3,0,0,0
4868,826,2017,13,13,0,0.97,96,1096,7,5,1,5,4,1,10,3,2,0,0,3,1,1,0,0,0
4869,827,2017,16,2,14,0.14,13,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4870,828,2017,28,27,1,0.97,96,1096,15,11,1,8,8,1,17,4,2,1,1,5,3,1,0,0,0
4871,829,2017,58,58,0,1.0,100,1096,32,22,4,26,14,1,41,21,4,1,0,6,8,0,0,0,1
4872,830,2017,19,19,0,0.98,97,1096,7,8,4,7,7,1,15,7,0,0,0,6,1,0,0,0,1
4873,831,2017,35,12,23,0.36,35,1096,7,3,2,3,3,2,8,0,2,1,0,3,0,2,0,0,0
4874,832,2017,23,23,0,1.0,100,1096,8,11,4,6,11,1,18,4,2,0,0,11,0,0,0,0,1
4875,833,2017,15,15,0,1.0,100,1096,6,5,4,5,3,1,9,4,1,0,0,1,2,0,0,0,1
4876,834,2017,8,7,1,0.9,89,1096,2,4,1,1,4,1,6,0,1,0,0,4,0,1,0,0,0
4877,835,2017,12,12,0,1.0,100,1096,6,5,1,4,3,1,8,2,2,0,0,1,2,1,0,0,0
4878,836,2017,16,15,1,0.91,91,1096,5,7,3,2,6,2,10,1,0,0,1,5,1,1,1,0,0
4879,837,2017,47,47,0,1.0,99,1096,35,12,0,9,7,0,16,0,0,1,8,2,5,0,0,0,0
4880,838,2017,15,15,0,1.0,99,1096,7,5,3,6,4,1,11,5,1,0,0,3,1,0,0,1,0
4881,839,2017,39,22,17,0.56,55,1096,7,12,3,2,7,3,12,0,0,1,1,2,5,3,0,0,0
4882,840,2017,25,25,0,1.0,99,1096,12,12,1,12,9,1,22,12,0,0,0,6,3,1,0,0,0
4883,841,2017,10,4,6,0.37,36,1096,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
4884,842,2017,22,13,9,0.57,57,1096,8,3,2,3,3,2,8,1,0,1,1,3,0,2,0,0,0
4885,843,2017,9,6,3,0.68,67,1096,3,3,0,2,3,0,5,1,1,0,0,3,0,0,0,0,0
4886,844,2017,38,38,0,1.0,100,1096,27,8,3,13,5,3,21,5,3,4,1,2,3,3,0,0,0
4887,845,2017,32,32,0,1.0,100,1096,19,10,3,6,6,2,14,1,1,0,4,2,4,1,1,0,0
4888,846,2017,20,17,3,0.87,87,1096,9,5,3,5,4,2,11,1,4,0,0,3,1,1,1,0,0
4889,847,2017,35,29,6,0.83,82,1096,13,15,1,11,13,1,25,10,0,1,0,11,2,1,0,0,0
4890,848,2017,29,27,2,0.94,93,1096,17,6,4,15,4,2,21,14,0,1,0,2,2,1,0,1,0
4891,849,2017,14,6,8,0.46,46,1096,3,3,0,2,2,0,4,1,1,0,0,1,1,0,0,0,0
4892,850,2017,34,32,2,0.93,93,1096,13,17,2,8,12,2,22,5,2,0,1,7,5,2,0,0,0
4893,851,2017,35,35,0,1.0,99,1096,14,19,2,7,11,2,20,0,7,0,0,3,8,2,0,0,0
4894,852,2017,55,54,1,0.99,99,1096,31,22,1,17,15,1,33,10,1,5,1,8,7,1,0,0,0
4895,853,2017,26,5,21,0.2,20,1096,2,2,1,2,2,1,5,2,0,0,0,2,0,1,0,0,0
4896,854,2017,53,34,19,0.64,63,1096,25,6,3,19,4,3,26,15,2,2,0,2,2,3,0,0,0
4897,855,2017,49,49,0,1.0,100,1096,35,11,3,26,6,3,35,20,4,1,1,1,5,3,0,0,0
4898,856,2017,23,23,0,1.0,99,1096,9,13,1,4,10,1,15,1,1,2,0,7,3,1,0,0,0
4899,857,2017,21,21,0,1.0,100,1096,7,11,3,2,7,3,12,0,0,1,1,3,4,3,0,0,0
4900,858,2017,23,23,0,1.0,100,1096,8,12,3,5,7,2,14,3,1,1,0,2,5,1,1,0,0
4901,859,2017,38,38,0,1.0,99,1096,24,10,4,6,6,3,15,0,0,0,6,2,4,2,1,0,0
4902,860,2017,35,35,0,1.0,100,1096,22,12,1,18,8,1,27,15,2,1,0,4,4,1,0,0,0
4903,861,2017,20,16,4,0.8,79,1096,9,5,2,9,5,1,15,9,0,0,0,5,0,0,1,0,0
4904,862,2017,28,28,0,1.0,100,1096,14,10,4,10,9,4,23,8,1,0,1,8,1,4,0,0,0
4905,863,2017,7,7,0,1.0,99,1096,4,2,1,2,1,1,4,1,0,1,0,0,1,1,0,0,0
4906,864,2017,46,23,23,0.49,49,1096,8,12,3,7,9,3,19,6,1,0,0,6,3,3,0,0,0
4907,865,2017,15,14,1,0.93,92,1096,5,5,4,4,3,1,8,3,1,0,0,1,2,0,0,0,1
4908,866,2017,58,14,44,0.23,23,1096,8,5,1,3,4,1,8,0,2,0,1,3,1,1,0,0,0
4909,867,2017,29,28,1,0.97,96,1096,13,12,3,6,7,2,15,3,0,2,1,2,5,1,1,0,0
4910,868,2017,34,13,21,0.39,38,1096,4,8,1,3,8,1,12,2,1,0,0,8,0,1,0,0,0
4911,869,2017,15,0,15,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4912,870,2017,35,6,29,0.17,17,1096,2,3,1,2,3,1,6,2,0,0,0,3,0,1,0,0,0
4913,871,2017,11,11,0,1.0,100,1096,5,5,1,4,5,1,10,3,1,0,0,5,0,1,0,0,0
4914,872,2017,37,37,0,1.0,100,1096,14,22,1,12,22,1,35,10,2,0,0,22,0,1,0,0,0
4915,873,2017,31,30,1,0.98,97,1096,10,17,3,4,16,3,23,0,2,2,0,15,1,3,0,0,0
4916,874,2017,38,38,0,1.0,100,1096,23,14,1,10,13,1,24,3,4,0,3,12,1,1,0,0,0
4917,875,2017,9,8,1,0.92,91,1096,3,3,2,3,3,2,8,3,0,0,0,3,0,2,0,0,0
4918,876,2017,39,34,5,0.88,87,1096,23,9,2,16,8,1,25,11,4,0,1,7,1,0,1,0,0
4919,877,2017,52,24,28,0.47,46,1096,9,13,2,6,8,1,15,4,1,1,0,3,5,0,1,0,0
4920,878,2017,37,3,34,0.07,7,1096,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
4921,879,2017,16,16,0,1.0,99,1096,5,9,2,5,6,1,12,5,0,0,0,3,3,0,1,0,0
4922,880,2017,20,17,3,0.86,85,1096,7,6,4,3,4,3,10,0,2,1,0,2,2,2,1,0,0
4923,881,2017,7,7,0,1.0,100,1096,4,2,1,4,2,1,7,4,0,0,0,2,0,1,0,0,0
4924,882,2017,60,11,49,0.18,17,1096,3,6,2,2,4,2,8,1,1,0,0,2,2,2,0,0,0
4925,883,2017,10,10,0,1.0,99,1096,5,4,1,3,4,1,8,2,0,1,0,4,0,1,0,0,0
4926,884,2017,8,2,6,0.31,30,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4927,885,2017,34,3,31,0.08,7,1096,1,2,0,1,2,0,3,1,0,0,0,2,0,0,0,0,0
4928,886,2017,26,26,0,1.0,100,1096,16,6,4,7,5,3,15,1,4,1,1,4,1,2,1,0,0
4929,887,2017,12,11,1,0.95,95,1096,7,4,0,4,2,0,6,2,1,1,0,0,2,0,0,0,0
4930,888,2017,15,15,0,1.0,99,1096,3,9,3,2,5,2,9,1,1,0,0,1,4,1,1,0,0
4931,889,2017,26,26,0,1.0,99,1096,12,11,3,9,7,1,17,7,1,1,0,3,4,0,0,1,0
4932,890,2017,12,6,6,0.53,52,1096,2,3,1,1,3,1,5,0,1,0,0,3,0,1,0,0,0
4933,891,2017,60,60,0,1.0,99,1096,39,17,4,15,9,4,28,3,1,10,1,1,8,4,0,0,0
4934,892,2017,21,21,0,1.0,100,1096,13,6,2,9,5,1,15,6,2,1,0,4,1,0,1,0,0
4935,893,2017,18,2,16,0.14,13,1096,1,1,0,1,1,0,2,1,0,0,0,1,0,0,0,0,0
4936,894,2017,13,12,1,0.95,94,1096,5,5,2,5,5,1,11,5,0,0,0,5,0,0,1,0,0
4937,895,2017,41,22,19,0.54,54,1096,11,10,1,10,8,1,19,9,1,0,0,6,2,1,0,0,0
4938,896,2017,14,3,11,0.19,19,1096,2,1,0,2,1,0,3,2,0,0,0,1,0,0,0,0,0
4939,897,2017,47,45,2,0.96,96,1096,20,23,2,13,18,1,32,10,0,2,1,13,5,0,1,0,0
4940,898,2017,28,28,0,1.0,100,1096,17,11,0,14,9,0,23,12,1,1,0,7,2,0,0,0,0
4941,899,2017,29,28,1,0.98,97,1096,16,9,3,10,9,1,20,6,3,0,1,9,0,0,0,1,0
4942,900,2017,22,22,0,0.99,98,1096,10,11,1,10,8,1,19,10,0,0,0,5,3,1,0,0,0
4943,901,2017,34,31,3,0.9,90,1096,14,17,0,13,9,0,22,12,1,0,0,1,8,0,0,0,0
4944,902,2017,16,16,0,0.97,97,1096,6,9,1,4,8,1,13,3,0,1,0,7,1,1,0,0,0
4945,903,2017,26,24,2,0.93,93,1096,11,11,2,11,10,1,22,11,0,0,0,9,1,0,1,0,0
4946,904,2017,10,1,9,0.11,10,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4947,905,2017,14,3,11,0.24,23,1096,1,2,0,1,1,0,2,1,0,0,0,0,1,0,0,0,0
4948,906,2017,12,5,7,0.4,39,1096,3,2,0,1,1,0,2,0,0,1,0,0,1,0,0,0,0
4949,907,2017,42,11,31,0.26,25,1096,6,4,1,2,4,1,7,0,0,2,0,4,0,1,0,0,0
4950,908,2017,20,10,10,0.53,52,1096,5,5,0,3,5,0,8,2,0,1,0,5,0,0,0,0,0
4951,909,2017,40,40,0,1.0,99,1096,26,12,2,9,11,2,22,2,0,4,3,10,1,2,0,0,0
4952,910,2017,16,16,0,1.0,100,1096,6,8,2,2,5,1,8,0,0,2,0,2,3,0,1,0,0
4953,911,2017,57,57,0,1.0,100,1096,28,26,3,10,22,2,34,1,1,7,1,18,4,1,1,0,0
4954,912,2017,10,0,10,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4955,913,2017,27,8,19,0.31,31,1096,3,3,2,3,2,1,6,3,0,0,0,1,1,0,1,0,0
4956,914,2017,33,22,11,0.68,67,1096,13,8,1,4,6,1,11,0,0,3,1,4,2,1,0,0,0
4957,915,2017,26,19,7,0.72,72,1096,5,11,3,4,10,3,17,3,1,0,0,9,1,3,0,0,0
4958,916,2017,37,24,13,0.65,64,1096,8,13,3,4,8,2,14,1,2,1,0,3,5,1,1,0,0
4959,917,2017,25,24,1,0.96,95,1096,14,8,2,11,5,2,18,10,0,0,1,2,3,2,0,0,0
4960,918,2017,12,10,2,0.87,86,1096,6,3,1,4,2,1,7,2,2,0,0,1,1,1,0,0,0
4961,919,2017,41,39,2,0.96,95,1096,24,13,2,20,8,2,30,17,2,1,0,3,5,2,0,0,0
4962,920,2017,11,10,1,0.95,94,1096,5,3,2,4,2,1,7,3,1,0,0,1,1,0,1,0,0
4963,921,2017,26,25,1,0.98,97,1096,8,15,2,4,12,2,18,1,2,1,0,9,3,2,0,0,0
4964,922,2017,12,10,2,0.85,84,1096,7,3,0,4,3,0,7,2,1,1,0,3,0,0,0,0,0
4965,923,2017,41,41,0,0.99,98,1096,14,24,3,7,18,1,26,3,1,3,0,12,6,0,0,1,0
4966,924,2017,15,15,0,0.99,99,1096,7,8,0,3,8,0,11,1,1,0,1,8,0,0,0,0,0
4967,925,2017,25,21,4,0.86,85,1096,10,8,3,3,6,2,11,0,1,0,2,4,2,1,1,0,0
4968,926,2017,27,4,23,0.15,14,1096,2,2,0,1,2,0,3,0,1,0,0,2,0,0,0,0,0
4969,927,2017,27,27,0,0.99,98,1096,19,7,1,16,7,1,24,15,0,0,1,7,0,1,0,0,0
4970,928,2017,38,38,0,1.0,100,1096,14,22,2,9,21,2,32,6,2,0,1,20,1,2,0,0,0
4971,929,2017,9,7,2,0.83,82,1096,2,3,2,1,2,2,5,0,1,0,0,1,1,2,0,0,0
4972,930,2017,47,45,2,0.95,95,1096,27,15,3,10,15,3,28,1,4,2,3,15,0,3,0,0,0
4973,931,2017,26,26,0,0.99,98,1096,18,5,3,11,4,1,16,7,2,1,1,3,1,0,0,1,0
4974,932,2017,29,29,0,1.0,99,1096,13,12,4,10,12,3,25,7,3,0,0,12,0,2,1,0,0
4975,933,2017,39,9,30,0.23,23,1096,4,5,0,4,5,0,9,4,0,0,0,5,0,0,0,0,0
4976,934,2017,25,9,16,0.37,37,1096,4,3,2,2,2,1,5,0,2,0,0,1,1,0,1,0,0
4977,935,2017,22,15,7,0.66,66,1096,6,6,3,3,5,1,9,2,0,0,1,4,1,0,0,1,0
4978,936,2017,31,31,0,0.98,98,1096,23,7,1,8,6,1,15,0,1,7,0,5,1,1,0,0,0
4979,937,2017,10,1,9,0.15,14,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4980,938,2017,31,12,19,0.37,37,1096,3,6,3,3,6,1,10,3,0,0,0,6,0,0,0,1,0
4981,939,2017,14,12,2,0.87,86,1096,7,4,1,2,3,1,6,0,0,1,1,2,1,1,0,0,0
4982,940,2017,60,40,20,0.66,66,1096,22,17,1,12,17,1,30,4,6,2,0,17,0,1,0,0,0
4983,941,2017,27,20,7,0.73,73,1096,12,6,2,3,3,2,8,0,0,0,3,0,3,2,0,0,0
4984,942,2017,17,17,0,0.99,98,1096,5,8,4,5,4,4,13,5,0,0,0,0,4,4,0,0,0
4985,943,2017,48,41,7,0.86,86,1096,24,17,0,8,9,0,17,2,0,2,4,1,8,0,0,0,0
4986,944,2017,18,10,8,0.56,56,1096,5,3,2,5,3,2,10,5,0,0,0,3,0,2,0,0,0
4987,945,2017,26,18,8,0.69,69,1096,13,3,2,7,3,1,11,4,0,3,0,3,0,0,1,0,0
4988,946,2017,24,24,0,1.0,99,1096,9,13,2,3,13,2,18,0,1,1,1,13,0,2,0,0,0
4989,947,2017,36,0,36,0.01,1,1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4990,948,2017,20,4,16,0.18,18,1096,1,2,1,1,1,1,3,1,0,0,0,0,1,1,0,0,0
4991,949,2017,26,26,0,1.0,100,1096,9,13,4,7,13,3,23,6,0,1,0,13,0,2,1,0,0
4992,950,2017,35,14,21,0.41,40,1096,8,4,2,6,2,2,10,4,2,0,0,0,2,2,0,0,0
4993,951,2017,29,27,2,0.92,91,1096,17,9,1,11,5,1,17,7,3,0,1,1,4,1,0,0,0
4994,952,2017,15,8,7,0.56,56,1096,4,4,0,4,2,0,6,4,0,0,0,0,2,0,0,0,0
4995,953,2017,54,1,53,0.01,1,1096,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
4996,954,2017,21,21,0,0.99,99,1096,6,12,3,6,6,1,13,6,0,0,0,0,6,0,0,1,0
4997,955,2017,23,23,0,1.0,100,1096,9,10,4,7,6,3,16,6,0,1,0,2,4,2,1,0,0
4998,956,2017,40,15,25,0.37,36,1096,5,8,2,2,4,2,8,0,1,1,0,0,4,2,0,0,0
4999,957,2017,23,6,17,0.26,25,1096,2,3,1,1,3,1,5,0,1,0,0,3,0,1,0,0,0
5000,958,2017,20,9,11,0.44,44,1096,5,4,0,2,3,0,5,1,0,0,1,2,1,0,0,0,0
5001,959,2017,22,21,1,0.93,93,1096,15,5,1,8,4,1,13,5,0,2,1,3,1,1,0,0,0
