,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
5942,2020,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,388,13,QCU,0.16,0.76,69.44,52,23,75,66,52,14,1.14,78.79,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
388,2015,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,389,14,QCM,0.45,0.66,48.31,22,24,46,34,22,12,1.35,64.71,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
1499,2016,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,389,14,QCM,0.01,0.89,79.12,33,9,42,38,33,5,1.11,86.84,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2610,2017,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,389,14,QCU,0.21,0.51,56.26,23,17,40,39,23,16,1.03,58.97,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
3721,2018,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,389,14,QCU,0.1,0.99,84.97,31,5,36,34,31,3,1.06,91.18,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4832,2019,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,389,14,QCU,0.14,0.96,97.52,38,1,39,39,38,1,1.0,97.44,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
5943,2020,Marketing,2,Grammaire Lexicale Fonctionnelle,4,Diversite des Fonctions Grammaticales,14,389,14,QCU,0.13,0.91,78.48,34,9,43,43,34,9,1.0,79.07,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
389,2015,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,390,1,QCU,0.62,0.38,0.84,0,50,50,34,0,34,1.47,0.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1500,2016,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,390,1,QCM,0.17,0.9,79.01,39,10,49,42,39,3,1.17,92.86,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
2611,2017,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,390,1,QO,0.7,0.23,56.19,24,19,43,29,24,5,1.48,82.76,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
3722,2018,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,390,1,QO,0.08,0.34,74.08,32,11,43,32,32,0,1.34,100.0,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
4833,2019,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,390,1,QROC,0.19,0.56,74.08,33,12,45,39,33,6,1.15,84.62,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5944,2020,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,390,1,QO,0.07,0.31,74.08,31,11,42,40,31,9,1.05,77.5,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
390,2015,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,391,2,QCM,0.61,0.16,8.46,5,50,55,55,5,50,1.0,9.09,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1501,2016,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,391,2,QCM,0.24,0.67,55.51,31,24,55,43,31,12,1.28,72.09,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2612,2017,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,391,2,QCM,0.02,0.79,97.4,48,1,49,49,48,1,1.0,97.96,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
3723,2018,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,391,2,QCM,0.57,0.24,7.94,4,44,48,24,4,20,2.0,16.67,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4834,2019,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,391,2,QROC,0.75,0.14,21.82,12,42,54,22,12,10,2.45,54.55,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
5945,2020,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,391,2,QROC,0.9,0.03,33.08,16,31,47,27,16,11,1.74,59.26,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
391,2015,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,392,3,QCU,0.15,0.86,80.8,15,3,18,16,15,1,1.12,93.75,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
1502,2016,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,392,3,QCU,0.29,0.73,44.3,9,12,21,14,9,5,1.5,64.29,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
2613,2017,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,392,3,QCU,0.62,0.34,19.43,3,15,18,14,3,11,1.29,21.43,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
3724,2018,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,392,3,QCU,0.45,0.33,7.65,1,16,17,13,1,12,1.31,7.69,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
4835,2019,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,392,3,QCU,0.21,0.62,41.01,7,9,16,8,7,1,2.0,87.5,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
5946,2020,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,392,3,QCU,0.37,0.47,44.38,6,8,14,13,6,7,1.08,46.15,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
392,2015,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,393,4,QCU,0.43,0.36,19.52,5,20,25,14,5,9,1.79,35.71,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1503,2016,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,393,4,QCU,0.27,0.56,55.79,14,11,25,25,14,11,1.0,56.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2614,2017,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,393,4,QCM,0.48,0.64,57.95,14,11,25,24,14,10,1.04,58.33,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
3725,2018,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,393,4,QCM,0.17,0.88,89.49,25,3,28,26,25,1,1.08,96.15,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4836,2019,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,393,4,QCM,0.08,0.75,99.45,28,0,28,28,28,0,1.0,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
5947,2020,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,393,4,QCM,0.05,0.74,96.89,30,1,31,30,30,0,1.03,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
393,2015,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,394,5,QCM,0.65,0.17,2.38,1,27,28,13,1,12,2.15,7.69,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1504,2016,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,394,5,QCM,0.36,0.52,43.66,13,17,30,13,13,0,2.31,100.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
2615,2017,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,394,5,QCM,0.44,0.54,40.68,12,18,30,25,12,13,1.2,48.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
3726,2018,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,394,5,QCM,0.77,0.22,33.5,10,19,29,24,10,14,1.21,41.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
4837,2019,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,394,5,QCM,0.75,0.24,1.67,1,31,32,31,1,30,1.03,3.23,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
5948,2020,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,394,5,QCM,0.67,0.29,16.88,5,26,31,22,5,17,1.41,22.73,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
394,2015,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,395,6,QCM,0.61,0.17,22.87,15,49,64,55,15,40,1.16,27.27,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1505,2016,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,395,6,QCM,0.04,0.79,84.45,54,10,64,58,54,4,1.1,93.1,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2616,2017,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,395,6,QCM,0.42,0.68,54.43,33,27,60,46,33,13,1.3,71.74,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
3727,2018,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,395,6,QCM,0.12,0.75,99.03,58,1,59,58,58,0,1.02,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
4838,2019,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,395,6,QCM,0.24,0.62,49.4,26,27,53,26,26,0,2.04,100.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
5949,2020,Marketing,3,Grammaire et Syntaxe,1,Les Subordonnees,6,395,6,QCM,0.02,0.85,68.61,34,15,49,35,34,1,1.4,97.14,Moyen,Facile,1,Plus Facile,Adapte,Marketing
395,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,396,1,QO,0.42,0.3,37.52,20,33,53,35,20,15,1.51,57.14,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
1506,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,396,1,QO,0.34,0.26,62.43,32,20,52,48,32,16,1.08,66.67,Facile,Moyen,-1,Plus Difficile,Adapte,Marketing
2617,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,396,1,QO,0.53,0.2,62.43,34,20,54,48,34,14,1.12,70.83,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
3728,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,396,1,QO,0.4,0.19,62.43,38,23,61,58,38,20,1.05,65.52,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
4839,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,396,1,QO,0.56,0.27,62.43,36,22,58,53,36,17,1.09,67.92,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
5950,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,396,1,QO,0.21,0.23,62.43,32,19,51,50,32,18,1.02,64.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
396,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,397,2,QCM,0.57,0.25,16.52,2,12,14,4,2,2,3.5,50.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1507,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,397,2,QCM,0.25,0.43,60.58,9,6,15,11,9,2,1.36,81.82,Facile,Moyen,-1,Plus Difficile,Adapte,Marketing
2618,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,397,2,QCU,0.38,0.53,60.58,10,6,16,16,10,6,1.0,62.5,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
3729,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,397,2,QCU,0.29,0.43,60.58,8,6,14,11,8,3,1.27,72.73,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
4840,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,397,2,QCU,0.32,0.42,60.58,9,6,15,10,9,1,1.5,90.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
5951,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,397,2,QCU,0.31,0.65,60.58,8,6,14,12,8,4,1.17,66.67,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
397,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,398,3,QO,0.86,0.11,26.9,10,26,36,28,10,18,1.29,35.71,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1508,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,398,3,QO,0.77,0.0,21.79,7,24,31,16,7,9,1.94,43.75,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
2619,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,398,3,QO,0.14,0.45,65.35,21,11,32,27,21,6,1.19,77.78,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3730,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,398,3,QO,0.06,0.89,65.35,21,11,32,30,21,9,1.07,70.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4841,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,398,3,QROC,0.11,0.43,65.35,18,10,28,22,18,4,1.27,81.82,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5952,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,398,3,QROC,0.06,0.83,65.35,20,10,30,26,20,6,1.15,76.92,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
398,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,399,4,QCU,0.01,0.95,68.89,21,10,31,26,21,5,1.19,80.77,Moyen,Facile,1,Plus Facile,Adapte,Marketing
1509,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,399,4,QCU,0.06,0.97,68.89,25,11,36,36,25,11,1.0,69.44,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
2620,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,399,4,QCU,0.18,0.95,68.89,24,11,35,32,24,8,1.09,75.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
3731,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,399,4,QCU,0.04,0.78,68.89,27,12,39,33,27,6,1.18,81.82,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4842,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,399,4,QCU,0.16,0.88,68.89,30,14,44,37,30,7,1.19,81.08,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5953,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,399,4,QCU,0.18,0.94,68.89,30,13,43,34,30,4,1.26,88.24,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
399,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,400,5,QCU,0.29,0.43,50.75,20,20,40,38,20,18,1.05,52.63,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
1510,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,400,5,QCU,0.21,0.43,36.99,13,21,34,21,13,8,1.62,61.9,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
2621,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,400,5,QCM,0.18,0.96,73.08,23,8,31,24,23,1,1.29,95.83,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
3732,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,400,5,QCM,0.17,0.9,73.08,22,8,30,27,22,5,1.11,81.48,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
4843,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,400,5,QCU,0.2,0.94,73.08,23,9,32,25,23,2,1.28,92.0,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
5954,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,400,5,QCM,0.14,0.71,73.08,22,8,30,28,22,6,1.07,78.57,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
400,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,401,6,QO,0.78,0.13,16.51,12,59,71,59,12,47,1.2,20.34,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1511,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,401,6,QO,0.23,0.18,49.72,41,41,82,77,41,36,1.06,53.25,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
2622,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,401,6,QO,0.83,0.13,10.12,7,66,73,41,7,34,1.78,17.07,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3733,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,401,6,QROC,0.02,0.44,88.57,69,9,78,74,69,5,1.05,93.24,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4844,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,401,6,QROC,0.48,0.31,46.89,38,43,81,61,38,23,1.33,62.3,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
5955,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,401,6,QROC,0.4,0.28,43.13,38,50,88,68,38,30,1.29,55.88,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
401,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,402,7,QCU,0.14,0.79,83.59,59,12,71,63,59,4,1.13,93.65,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
1512,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,402,7,QCU,0.38,0.61,35.01,25,47,72,52,25,27,1.38,48.08,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
2623,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,402,7,QCU,0.31,0.4,47.31,30,34,64,63,30,33,1.02,47.62,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
3734,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,402,7,QCU,0.62,0.35,29.99,17,40,57,45,17,28,1.27,37.78,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4845,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,402,7,QCU,0.32,0.42,43.23,29,37,66,37,29,8,1.78,78.38,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
5956,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,402,7,QCU,0.15,0.75,86.14,65,10,75,70,65,5,1.07,92.86,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
402,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,403,8,QCM,0.2,0.95,91.55,42,4,46,45,42,3,1.02,93.33,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
1513,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,403,8,QCU,0.18,0.77,99.2,49,0,49,49,49,0,1.0,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
2624,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,403,8,QCU,0.54,0.38,15.54,7,40,47,36,7,29,1.31,19.44,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3735,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,403,8,QCU,0.23,0.52,62.73,29,18,47,46,29,17,1.02,63.04,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
4846,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,403,8,QCU,0.28,0.46,62.73,33,20,53,40,33,7,1.32,82.5,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
5957,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,403,8,QCU,0.21,0.58,62.73,31,18,49,39,31,8,1.26,79.49,Moyen,Moyen,0,Meme Difficulté,Adapte,Marketing
403,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,404,9,QCU,0.28,0.62,45.88,45,54,99,99,45,54,1.0,45.45,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Marketing
1514,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,404,9,QCU,0.16,0.95,88.53,80,10,90,87,80,7,1.03,91.95,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2625,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,404,9,QCU,0.4,0.21,6.78,5,76,81,73,5,68,1.11,6.85,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3736,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,404,9,QCU,0.14,0.9,77.16,68,20,88,84,68,16,1.05,80.95,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4847,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,404,9,QCM,0.7,0.17,29.12,26,64,90,71,26,45,1.27,36.62,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
5958,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,404,9,QCM,0.63,0.22,25.85,24,69,93,25,24,1,3.72,96.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
404,2015,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,405,10,QCU,0.47,0.3,3.34,1,26,27,11,1,10,2.45,9.09,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
1515,2016,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,405,10,QCU,0.49,0.29,29.64,8,20,28,21,8,13,1.33,38.1,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
2626,2017,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,405,10,QCU,0.67,0.25,16.16,5,24,29,21,5,16,1.38,23.81,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
3737,2018,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,405,10,QCU,0.54,0.36,12.53,4,29,33,20,4,16,1.65,20.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4848,2019,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,405,10,QCU,0.17,0.83,80.88,24,6,30,28,24,4,1.07,85.71,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
5959,2020,Marketing,3,Grammaire et Syntaxe,2,La Coordination,10,405,10,QCU,0.18,0.95,98.66,29,0,29,29,29,0,1.0,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
405,2015,Marketing,3,Grammaire et Syntaxe,3,Le Statut des Pronoms,1,406,1,QCM,0.01,0.74,97.24,78,2,80,80,78,2,1.0,97.5,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
1516,2016,Marketing,3,Grammaire et Syntaxe,3,Le Statut des Pronoms,1,406,1,QCM,0.79,0.28,33.53,24,47,71,70,24,46,1.01,34.29,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
2627,2017,Marketing,3,Grammaire et Syntaxe,3,Le Statut des Pronoms,1,406,1,QCM,0.27,0.59,43.42,35,46,81,58,35,23,1.4,60.34,Difficile,Moyen,1,Plus Facile,Pas Adapte,Marketing
3738,2018,Marketing,3,Grammaire et Syntaxe,3,Le Statut des Pronoms,1,406,1,QCM,0.14,0.87,91.84,84,7,91,85,84,1,1.07,98.82,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
4849,2019,Marketing,3,Grammaire et Syntaxe,3,Le Statut des Pronoms,1,406,1,QCM,0.31,0.43,42.61,45,60,105,73,45,28,1.44,61.64,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
5960,2020,Marketing,3,Grammaire et Syntaxe,3,Le Statut des Pronoms,1,406,1,QCM,0.74,0.22,14.84,17,97,114,77,17,60,1.48,22.08,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
406,2015,Marketing,4,Neologie,1,Les Innovations Lexicales,13,407,1,QCM,0.34,0.47,57.32,18,14,32,29,18,11,1.1,62.07,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Marketing
1517,2016,Marketing,4,Neologie,1,Les Innovations Lexicales,13,407,1,QCM,0.18,1.0,99.73,30,0,30,30,30,0,1.0,100.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
2628,2017,Marketing,4,Neologie,1,Les Innovations Lexicales,13,407,1,QCM,0.75,0.26,14.11,4,24,28,13,4,9,2.15,30.77,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3739,2018,Marketing,4,Neologie,1,Les Innovations Lexicales,13,407,1,QCM,0.69,0.18,27.15,9,23,32,32,9,23,1.0,28.12,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
4850,2019,Marketing,4,Neologie,1,Les Innovations Lexicales,13,407,1,QCM,0.03,0.96,97.14,28,1,29,28,28,0,1.04,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
5961,2020,Marketing,4,Neologie,1,Les Innovations Lexicales,13,407,1,QCM,0.18,0.83,71.89,23,9,32,26,23,3,1.23,88.46,Difficile,Facile,2,Beaucoup plus Facile,Adapte,Marketing
407,2015,Marketing,4,Neologie,1,Les Innovations Lexicales,13,408,2,QO,0.99,0.09,0.91,0,19,19,12,0,12,1.58,0.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
1518,2016,Marketing,4,Neologie,1,Les Innovations Lexicales,13,408,2,QO,0.11,0.46,97.74,21,0,21,21,21,0,1.0,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
2629,2017,Marketing,4,Neologie,1,Les Innovations Lexicales,13,408,2,QO,0.04,0.96,76.64,17,5,22,20,17,3,1.1,85.0,Moyen,Facile,1,Plus Facile,Pas Adapte,Marketing
3740,2018,Marketing,4,Neologie,1,Les Innovations Lexicales,13,408,2,QO,0.19,0.74,98.05,23,0,23,23,23,0,1.0,100.0,Facile,Facile,0,Meme Difficulté,Pas Adapte,Marketing
4851,2019,Marketing,4,Neologie,1,Les Innovations Lexicales,13,408,2,QO,0.06,0.66,71.45,18,7,25,21,18,3,1.19,85.71,Moyen,Facile,1,Plus Facile,Adapte,Marketing
5962,2020,Marketing,4,Neologie,1,Les Innovations Lexicales,13,408,2,QO,0.01,0.36,71.45,16,7,23,23,16,7,1.0,69.57,Facile,Facile,0,Meme Difficulté,Adapte,Marketing
408,2015,Marketing,4,Neologie,1,Les Innovations Lexicales,13,409,3,QCU,0.73,0.21,2.64,1,19,20,10,1,9,2.0,10.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Marketing
1519,2016,Marketing,4,Neologie,1,Les Innovations Lexicales,13,409,3,QCU,0.08,0.94,82.88,17,3,20,17,17,0,1.18,100.0,Difficile,Facile,2,Beaucoup plus Facile,Pas Adapte,Marketing
2630,2017,Marketing,4,Neologie,1,Les Innovations Lexicales,13,409,3,QCU,0.59,0.3,11.3,2,20,22,9,2,7,2.44,22.22,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Marketing
3741,2018,Marketing,4,Neologie,1,Les Innovations Lexicales,13,409,3,QCU,0.63,0.39,4.73,1,19,20,10,1,9,2.0,10.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Marketing
