,Course_ID,Year,Course_Duration,Course_Duration_Digit,Number_Ressources,Number_Video,Number_Quiz,Number_Exam,Basic_Sequence,Advanced_Sequence
4593,551,2017,11,11,7,4,2,1,Exam-Vid-Vid-Vid-Vid-Quiz-Quiz,Vid2H-Vid2H-Vid1H-Quiz1H-Quiz2H-Exam2H-Vid1H
2476,551,2015,11,10,7,1,3,3,Quiz-Exam-Exam-Quiz-Quiz-Exam-Vid,Exam1H-Exam1H-Exam1H-Quiz2H-Vid3H-Quiz1H-Quiz1H
3572,551,2016,11,10,6,2,3,1,Exam-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Vid1H-Quiz1H-Quiz2H-Exam1H-Vid4H
550,551,2013,11,6,6,3,2,1,Quiz-Vid-Vid-Exam-Quiz-Vid,Vid1H-Quiz1H-Exam1H-Vid1H-Quiz1H-Vid1H
7749,551,2020,11,11,7,2,4,1,Quiz-Quiz-Quiz-Vid-Exam-Vid-Quiz,Exam1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid3H-Quiz1H
3573,552,2016,39,6,3,1,2,0,Quiz-Quiz-Vid,Quiz2H-Vid3H-Quiz1H
6785,552,2019,39,13,12,4,7,1,Quiz-Vid-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Quiz-Vid-Vid-Vid,Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Quiz1H-Vid1H
551,552,2013,39,3,2,1,1,0,Vid-Quiz,Quiz1H-Vid2H
1565,552,2014,39,4,3,1,2,0,Quiz-Quiz-Vid,Vid2H-Quiz1H-Quiz1H
2477,552,2015,39,4,3,1,1,1,Exam-Vid-Quiz,Exam1H-Vid1H-Quiz2H
4594,552,2017,39,8,5,3,1,1,Vid-Exam-Quiz-Vid-Vid,Vid2H-Vid2H-Vid1H-Exam1H-Quiz2H
5690,552,2018,39,10,5,1,3,1,Quiz-Vid-Quiz-Exam-Quiz,Quiz2H-Exam1H-Vid3H-Quiz2H-Quiz2H
7750,552,2020,39,13,12,5,6,1,Quiz-Vid-Vid-Vid-Quiz-Vid-Quiz-Exam-Quiz-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz2H-Vid1H-Vid1H-Vid1H-Exam1H
5691,553,2018,46,8,4,1,2,1,Quiz-Vid-Exam-Quiz,Quiz2H-Quiz2H-Vid3H-Exam1H
2478,553,2015,46,6,4,1,2,1,Quiz-Exam-Vid-Quiz,Vid2H-Quiz1H-Quiz2H-Exam1H
6786,553,2019,46,9,5,1,2,2,Exam-Exam-Vid-Quiz-Quiz,Quiz2H-Quiz1H-Vid4H-Exam1H-Exam1H
4595,553,2017,46,6,4,2,2,0,Vid-Quiz-Quiz-Vid,Vid2H-Vid2H-Quiz1H-Quiz1H
7751,553,2020,46,11,7,3,3,1,Quiz-Vid-Exam-Vid-Quiz-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid2H-Exam1H-Vid3H-Vid2H
3574,553,2016,46,6,5,2,2,1,Vid-Exam-Quiz-Vid-Quiz,Quiz1H-Vid2H-Vid1H-Quiz1H-Exam1H
552,553,2013,46,4,4,2,2,0,Quiz-Quiz-Vid-Vid,Vid1H-Quiz1H-Vid1H-Quiz1H
1566,553,2014,46,5,3,1,1,1,Exam-Quiz-Vid,Exam1H-Vid2H-Quiz2H
2479,554,2015,40,23,13,8,4,1,Vid-Vid-Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz-Vid-Vid-Quiz,Quiz1H-Vid3H-Exam1H-Quiz1H-Vid1H-Vid2H-Quiz2H-Quiz1H-Vid3H-Vid2H-Vid3H-Vid1H-Vid2H
7752,554,2020,40,40,28,12,15,1,Quiz-Quiz-Vid-Exam-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid,Vid1H-Quiz1H-Quiz1H-Vid1H-Vid2H-Vid2H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid1H-Vid3H-Quiz1H-Vid3H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Exam4H
4596,554,2017,40,38,33,20,11,2,Vid-Quiz-Vid-Vid-Vid-Quiz-Exam-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Exam-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid,Vid1H-Quiz1H-Vid1H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid4H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid1H
3575,554,2016,40,32,22,12,7,3,Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Exam-Exam-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam,Quiz2H-Vid2H-Vid1H-Vid2H-Quiz2H-Quiz2H-Vid1H-Vid1H-Exam1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Exam1H-Quiz2H-Vid2H-Quiz1H-Vid2H-Vid1H
553,554,2013,40,18,11,2,8,1,Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Quiz,Vid4H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Vid3H-Quiz1H-Exam1H-Quiz2H-Quiz1H-Quiz1H
5692,554,2018,40,40,33,18,12,3,Vid-Quiz-Vid-Exam-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Exam-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Vid-Quiz-Vid-Quiz,Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Quiz2H-Vid1H-Vid3H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid3H-Vid1H-Exam1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid3H-Quiz1H
6787,554,2019,40,40,29,16,11,2,Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Exam-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Exam-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid,Quiz1H-Exam1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid3H-Vid3H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz2H-Exam1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Vid3H-Quiz1H-Vid1H
1567,554,2014,40,19,18,10,5,3,Vid-Vid-Quiz-Exam-Exam-Vid-Exam-Vid-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Quiz,Vid1H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Exam2H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H
4597,555,2017,16,16,13,6,6,1,Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Exam-Vid,Quiz2H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Vid1H-Exam1H
1568,555,2014,16,15,7,4,3,0,Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz,Quiz1H-Vid2H-Vid4H-Quiz2H-Vid2H-Quiz2H-Vid2H
5693,555,2018,16,16,11,4,3,4,Quiz-Vid-Quiz-Vid-Vid-Exam-Vid-Exam-Exam-Quiz-Exam,Vid1H-Quiz2H-Exam1H-Vid1H-Exam1H-Quiz2H-Exam1H-Exam1H-Vid1H-Quiz2H-Vid3H
554,555,2013,16,14,7,2,4,1,Exam-Vid-Quiz-Quiz-Vid-Quiz-Quiz,Vid1H-Vid4H-Quiz2H-Quiz2H-Exam1H-Quiz2H-Quiz2H
3576,555,2016,16,16,12,6,3,3,Vid-Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid-Exam-Exam-Vid-Vid,Quiz2H-Vid1H-Vid1H-Vid2H-Quiz1H-Exam1H-Vid1H-Quiz1H-Vid3H-Exam1H-Exam1H-Vid1H
7753,555,2020,16,16,13,4,8,1,Quiz-Quiz-Quiz-Exam-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Exam2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid3H-Quiz1H
6788,555,2019,16,16,9,4,4,1,Quiz-Quiz-Vid-Vid-Vid-Exam-Quiz-Vid-Quiz,Vid1H-Vid3H-Quiz1H-Quiz2H-Vid3H-Quiz1H-Vid2H-Quiz2H-Exam1H
2480,555,2015,16,15,10,5,4,1,Vid-Quiz-Exam-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid,Quiz1H-Vid2H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Exam2H-Quiz1H-Vid4H
1569,556,2014,10,10,6,3,3,0,Quiz-Vid-Vid-Quiz-Quiz-Vid,Vid2H-Quiz2H-Quiz1H-Quiz1H-Vid2H-Vid2H
555,556,2013,10,10,7,3,3,1,Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid,Vid1H-Quiz2H-Exam1H-Vid2H-Vid2H-Quiz1H-Quiz1H
6789,556,2019,10,10,6,2,3,1,Vid-Quiz-Quiz-Exam-Quiz-Vid,Vid2H-Quiz1H-Quiz1H-Exam2H-Quiz1H-Vid3H
5694,556,2018,10,10,4,2,1,1,Exam-Vid-Quiz-Vid,Exam1H-Quiz2H-Vid3H-Vid4H
7754,556,2020,10,10,6,3,2,1,Vid-Quiz-Vid-Vid-Exam-Quiz,Vid3H-Vid3H-Quiz1H-Vid1H-Exam1H-Quiz1H
3577,556,2016,10,10,9,2,5,2,Quiz-Quiz-Quiz-Quiz-Exam-Vid-Exam-Vid-Quiz,Quiz1H-Quiz1H-Vid1H-Exam1H-Quiz1H-Quiz2H-Quiz1H-Vid1H-Exam1H
2481,556,2015,10,10,10,7,2,1,Exam-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H
4598,556,2017,10,10,8,6,1,1,Vid-Vid-Exam-Vid-Vid-Vid-Vid-Quiz,Vid1H-Exam1H-Vid1H-Vid2H-Vid1H-Vid1H-Quiz2H-Vid1H
7755,557,2020,56,56,26,6,17,3,Quiz-Quiz-Quiz-Exam-Quiz-Vid-Vid-Vid-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid,Quiz2H-Exam1H-Quiz1H-Quiz2H-Quiz2H-Vid4H-Vid4H-Quiz2H-Quiz2H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Exam1H-Quiz2H-Vid4H-Quiz2H-Quiz2H-Quiz2H-Vid4H-Vid4H-Quiz2H-Exam1H-Quiz1H-Vid4H
6790,557,2019,56,56,34,18,13,3,Exam-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Exam-Quiz-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Exam-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz,Exam2H-Quiz2H-Exam1H-Quiz2H-Vid1H-Vid1H-Vid2H-Quiz2H-Vid3H-Quiz1H-Quiz2H-Vid1H-Quiz2H-Vid2H-Quiz2H-Vid2H-Vid3H-Quiz1H-Vid1H-Quiz2H-Vid1H-Quiz2H-Vid1H-Quiz1H-Exam1H-Quiz2H-Quiz2H-Vid1H-Vid2H-Vid2H-Vid1H-Vid2H-Vid2H-Vid1H
3578,557,2016,56,54,43,30,13,0,Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz,Quiz1H-Vid1H-Vid1H-Vid3H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid4H-Vid4H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H
4599,557,2017,56,54,41,10,30,1,Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid4H-Quiz1H-Exam2H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz1H-Vid4H-Quiz1H-Vid2H-Quiz1H
2482,557,2015,56,53,38,23,14,1,Quiz-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Exam-Vid-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid,Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Quiz1H-Quiz2H-Quiz2H-Quiz2H-Quiz2H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Quiz1H-Vid1H-Exam3H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Vid2H-Quiz2H-Quiz2H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid1H
5695,557,2018,56,55,27,12,14,1,Quiz-Vid-Vid-Quiz-Vid-Quiz-Exam-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid,Exam1H-Vid1H-Vid3H-Quiz2H-Quiz1H-Vid4H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid2H-Vid3H-Quiz1H-Quiz2H-Quiz2H-Quiz2H-Vid4H-Vid4H-Vid3H-Vid2H-Quiz2H-Vid2H
556,557,2013,56,44,37,20,16,1,Exam-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz,Vid1H-Quiz1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Exam1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid1H
1570,557,2014,56,52,31,12,16,3,Exam-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Exam-Vid-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Vid,Vid1H-Vid1H-Vid3H-Exam1H-Vid3H-Quiz2H-Exam1H-Quiz2H-Vid2H-Quiz2H-Quiz2H-Quiz2H-Vid1H-Vid1H-Exam1H-Vid3H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz1H-Quiz2H-Vid3H-Quiz2H-Quiz1H-Vid1H-Quiz2H-Quiz1H-Quiz2H
1571,558,2014,38,31,14,5,8,1,Quiz-Vid-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Exam-Quiz-Vid-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Exam3H-Quiz1H-Vid3H-Vid4H-Quiz1H-Vid4H-Quiz2H-Vid4H-Quiz1H
4600,558,2017,38,38,24,6,17,1,Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz,Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid4H-Exam1H-Quiz1H-Vid2H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Vid4H-Quiz2H-Vid4H
557,558,2013,38,26,19,12,5,2,Vid-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Exam-Exam-Vid-Vid-Vid-Quiz,Vid1H-Vid1H-Quiz1H-Vid1H-Vid3H-Vid1H-Quiz1H-Vid2H-Quiz1H-Vid1H-Vid1H-Exam1H-Vid1H-Quiz1H-Vid4H-Vid1H-Quiz1H-Exam2H-Vid1H
2483,558,2015,38,38,29,14,13,2,Quiz-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Quiz-Exam-Vid-Quiz-Vid-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Exam,Vid1H-Vid2H-Quiz1H-Vid2H-Quiz1H-Exam1H-Quiz2H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Vid1H-Vid2H-Vid1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Exam1H-Vid1H-Vid2H-Quiz1H
3579,558,2016,38,38,19,10,8,1,Vid-Quiz-Quiz-Vid-Exam-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Vid,Quiz1H-Vid4H-Quiz1H-Vid4H-Vid3H-Quiz1H-Vid1H-Quiz1H-Quiz2H-Vid2H-Quiz1H-Vid2H-Vid2H-Vid4H-Exam3H-Quiz1H-Vid2H-Quiz1H-Vid2H
6791,558,2019,38,38,31,18,13,0,Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz,Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid4H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid2H
5696,558,2018,38,38,26,20,5,1,Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Vid-Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Vid,Vid1H-Vid3H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid4H-Vid1H-Quiz2H-Vid1H-Vid1H-Vid1H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Exam2H-Vid1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid1H-Vid1H-Quiz2H
7756,558,2020,38,38,20,5,14,1,Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz,Vid2H-Vid3H-Quiz2H-Quiz1H-Quiz2H-Vid3H-Quiz2H-Quiz2H-Quiz2H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid3H-Quiz2H-Exam2H-Quiz2H-Quiz1H-Quiz1H-Quiz2H
6792,559,2019,45,45,31,7,22,2,Vid-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Quiz-Quiz-Exam-Vid-Quiz,Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Quiz2H-Quiz1H-Exam1H-Quiz1H-Vid2H-Vid3H-Quiz1H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H
2484,559,2015,45,45,32,21,10,1,Vid-Quiz-Vid-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Quiz-Exam-Quiz-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid,Quiz1H-Vid1H-Vid1H-Quiz2H-Vid3H-Quiz1H-Vid1H-Quiz1H-Vid1H-Quiz1H-Quiz1H-Vid1H-Vid2H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Vid1H-Vid3H-Vid1H-Exam2H-Vid1H-Vid2H-Quiz1H-Vid2H-Vid1H-Vid2H
1572,559,2014,45,30,22,4,16,2,Exam-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Quiz-Vid-Vid-Quiz-Quiz-Quiz,Quiz1H-Exam3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid3H-Quiz1H-Vid3H-Quiz1H-Quiz2H-Exam1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Quiz1H
4601,559,2017,45,45,31,17,13,1,Vid-Vid-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Vid-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid,Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid1H-Vid3H-Vid2H-Vid1H-Quiz1H-Quiz1H-Vid2H-Vid3H-Quiz1H-Vid2H-Quiz1H-Quiz1H-Vid1H-Quiz1H-Vid2H-Quiz1H-Vid2H-Vid1H-Vid1H-Vid2H-Exam3H
5697,559,2018,45,45,23,7,14,2,Vid-Quiz-Vid-Quiz-Quiz-Exam-Vid-Quiz-Quiz-Vid-Quiz-Vid-Vid-Quiz-Quiz-Quiz-Quiz-Vid-Quiz-Exam-Quiz-Quiz-Quiz,Quiz1H-Exam2H-Quiz2H-Quiz1H-Vid3H-Exam2H-Vid3H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H-Vid4H-Vid4H-Quiz1H-Vid4H-Quiz2H
7757,559,2020,45,45,31,12,17,2,Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Quiz-Vid-Quiz-Exam-Vid-Quiz-Vid-Vid-Quiz-Vid-Exam-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz-Vid-Quiz-Quiz-Quiz,Exam1H-Quiz1H-Vid3H-Exam2H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid2H-Vid3H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Quiz1H-Vid4H-Quiz1H-Quiz1H-Vid1H-Vid3H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Vid2H
3580,559,2016,45,45,33,21,11,1,Vid-Vid-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Quiz-Quiz-Vid-Vid-Vid-Vid-Vid-Quiz-Vid-Vid-Vid-Quiz-Vid-Vid-Quiz-Vid-Vid-Quiz-Quiz-Exam-Quiz-Vid,Quiz2H-Quiz1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid1H-Quiz1H-Vid1H-Vid1H-Vid1H-Quiz2H-Vid1H-Vid4H-Vid1H-Exam1H-Quiz1H-Vid1H-Vid1H-Vid1H-Vid4H-Vid1H-Vid1H-Quiz1H-Vid2H-Vid1H-Vid1H-Vid2H-Quiz1H-Quiz1H-Quiz1H-Vid3H-Quiz1H
558,559,2013,45,23,8,4,3,1,Vid-Exam-Vid-Vid-Quiz-Vid-Quiz-Quiz,Quiz2H-Quiz1H-Vid4H-Vid4H-Vid4H-Vid4H-Quiz1H-Exam3H
3581,560,2016,37,36,23,14,6,3,Vid-Vid-Vid-Vid-Vid-Quiz-Quiz-Vid-Vid-Vid-Exam-Exam-Vid-Vid-Quiz-Quiz-Vid-Vid-Quiz-Vid-Exam-Quiz-Vid,Vid1H-Vid1H-Exam1H-Vid1H-Vid1H-Quiz2H-Quiz2H-Vid4H-Vid2H-Exam1H-Quiz2H-Quiz2H-Vid1H-Vid2H-Vid1H-Vid1H-Vid1H-Vid1H-Exam1H-Vid2H-Quiz2H-Vid2H-Quiz2H
