,Year,Departement,Module_ID,Module,Chapter_ID,Chapter,Quiz_perChapter,Quizz_ID,Rank_onChapter,Quizz_Type,Slip,Guess,Success_Prct,Success_Attempts,Failure_Attempts,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Predict_Difficulty,Correct_Difficulty,Score,Difficulty_String,Difficulty,Department
5143,2019,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,648,6,QROC,0.23,0.3,48.0,39,42,81,59,39,20,1.37,66.1,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
6267,2020,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,648,6,QROC,0.21,0.25,60.0,45,30,75,71,45,26,1.06,63.38,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
648,2015,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,649,7,QCM,0.34,0.59,40.0,33,49,82,71,33,38,1.15,46.48,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
1772,2016,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,649,7,QCM,0.74,0.28,11.0,10,79,89,64,10,54,1.39,15.62,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
2896,2017,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,649,7,QCM,0.26,0.5,40.0,31,46,77,62,31,31,1.24,50.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
4020,2018,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,649,7,QCM,0.66,0.24,23.0,20,65,85,68,20,48,1.25,29.41,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
5144,2019,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,649,7,QCM,0.21,0.37,37.0,34,58,92,37,34,3,2.49,91.89,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
6268,2020,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,649,7,QCU,0.48,0.3,28.0,25,64,89,61,25,36,1.46,40.98,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
649,2015,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,650,8,QCM,0.71,0.23,22.0,11,39,50,23,11,12,2.17,47.83,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
1773,2016,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,650,8,QCU,0.12,0.82,65.0,30,16,46,40,30,10,1.15,75.0,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
2897,2017,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,650,8,QCU,0.01,1.0,65.0,34,18,52,35,34,1,1.49,97.14,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
4021,2018,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,650,8,QCU,0.05,0.92,65.0,29,15,44,36,29,7,1.22,80.56,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
5145,2019,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,650,8,QCU,0.18,0.77,65.0,27,14,41,30,27,3,1.37,90.0,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
6269,2020,Mathématiques,3,La Dérivation,1,Derivee en un Point,8,650,8,QCU,0.08,0.86,65.0,23,13,36,25,23,2,1.44,92.0,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
650,2015,Mathématiques,3,La Dérivation,2,Derivee Globale,3,651,1,QCU,0.58,0.35,2.0,1,28,29,13,1,12,2.23,7.69,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
1774,2016,Mathématiques,3,La Dérivation,2,Derivee Globale,3,651,1,QROC,0.98,0.22,0.0,0,26,26,16,0,16,1.62,0.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
2898,2017,Mathématiques,3,La Dérivation,2,Derivee Globale,3,651,1,QROC,0.58,0.29,51.0,15,14,29,26,15,11,1.12,57.69,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
4022,2018,Mathématiques,3,La Dérivation,2,Derivee Globale,3,651,1,QROC,0.6,0.36,43.0,13,18,31,19,13,6,1.63,68.42,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
5146,2019,Mathématiques,3,La Dérivation,2,Derivee Globale,3,651,1,QROC,0.72,0.14,31.0,8,18,26,18,8,10,1.44,44.44,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
6270,2020,Mathématiques,3,La Dérivation,2,Derivee Globale,3,651,1,QROC,0.4,0.39,48.0,13,14,27,26,13,13,1.04,50.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
651,2015,Mathématiques,3,La Dérivation,2,Derivee Globale,3,652,2,QCU,0.53,0.4,13.0,5,37,42,18,5,13,2.33,27.78,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
1775,2016,Mathématiques,3,La Dérivation,2,Derivee Globale,3,652,2,QCU,0.48,0.27,33.0,15,30,45,45,15,30,1.0,33.33,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
2899,2017,Mathématiques,3,La Dérivation,2,Derivee Globale,3,652,2,QROC,0.88,0.02,13.0,6,37,43,42,6,36,1.02,14.29,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
4023,2018,Mathématiques,3,La Dérivation,2,Derivee Globale,3,652,2,QCM,0.7,0.29,25.0,12,37,49,17,12,5,2.88,70.59,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
5147,2019,Mathématiques,3,La Dérivation,2,Derivee Globale,3,652,2,QCM,0.51,0.28,7.0,3,42,45,17,3,14,2.65,17.65,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
6271,2020,Mathématiques,3,La Dérivation,2,Derivee Globale,3,652,2,QCM,0.37,0.61,45.0,20,25,45,30,20,10,1.5,66.67,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
652,2015,Mathématiques,3,La Dérivation,2,Derivee Globale,3,653,3,QCM,0.78,0.2,11.0,1,8,9,7,1,6,1.29,14.29,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
1776,2016,Mathématiques,3,La Dérivation,2,Derivee Globale,3,653,3,QCM,0.32,0.68,49.0,4,4,8,6,4,2,1.33,66.67,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
2900,2017,Mathématiques,3,La Dérivation,2,Derivee Globale,3,653,3,QCM,0.42,0.42,47.0,4,4,8,5,4,1,1.6,80.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
4024,2018,Mathématiques,3,La Dérivation,2,Derivee Globale,3,653,3,QCM,0.61,0.19,30.0,3,6,9,5,3,2,1.8,60.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
5148,2019,Mathématiques,3,La Dérivation,2,Derivee Globale,3,653,3,QCM,0.77,0.27,25.0,2,8,10,7,2,5,1.43,28.57,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
6272,2020,Mathématiques,3,La Dérivation,2,Derivee Globale,3,653,3,QCM,0.47,0.44,39.0,5,7,12,8,5,3,1.5,62.5,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
653,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,654,1,QCM,0.44,0.4,56.0,26,21,47,31,26,5,1.52,83.87,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
1777,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,654,1,QCM,0.29,0.39,38.0,16,25,41,18,16,2,2.28,88.89,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
2901,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,654,1,QCM,0.33,0.66,56.0,21,17,38,27,21,6,1.41,77.78,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
4025,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,654,1,QCM,0.8,0.21,35.0,15,29,44,28,15,13,1.57,53.57,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
5149,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,654,1,QCM,0.28,0.64,56.0,25,20,45,30,25,5,1.5,83.33,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
6273,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,654,1,QCU,0.46,0.38,3.0,2,49,51,35,2,33,1.46,5.71,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
654,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,655,2,QCU,0.45,0.36,27.0,25,67,92,33,25,8,2.79,75.76,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
1778,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,655,2,QCM,0.68,0.17,35.0,34,63,97,83,34,49,1.17,40.96,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
2902,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,655,2,QCM,0.49,0.55,57.0,60,46,106,102,60,42,1.04,58.82,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
4026,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,655,2,QROC,0.69,0.25,32.0,34,71,105,87,34,53,1.21,39.08,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
5150,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,655,2,QROC,0.98,0.09,19.0,20,85,105,96,20,76,1.09,20.83,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
6274,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,655,2,QROC,0.73,0.05,30.0,27,63,90,55,27,28,1.64,49.09,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
655,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,656,3,QCU,0.21,0.7,44.0,3,4,7,5,3,2,1.4,60.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
1779,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,656,3,QCU,0.23,0.68,56.0,4,4,8,5,4,1,1.6,80.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
2903,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,656,3,QCU,0.48,0.4,32.0,3,5,8,5,3,2,1.6,60.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
4027,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,656,3,QCU,0.75,0.33,16.0,1,7,8,3,1,2,2.67,33.33,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
5151,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,656,3,QCU,0.65,0.38,20.0,1,6,7,3,1,2,2.33,33.33,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
6275,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,656,3,QCU,0.43,0.39,33.0,2,5,7,3,2,1,2.33,66.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
656,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,657,4,QCM,0.34,0.37,50.0,14,13,27,19,14,5,1.42,73.68,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
1780,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,657,4,QCM,0.24,0.36,62.0,18,11,29,27,18,9,1.07,66.67,Difficile,Moyen,1,Plus Facile,Adapte,Mathematics
2904,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,657,4,QCM,0.45,0.32,62.0,20,12,32,21,20,1,1.52,95.24,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
4028,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,657,4,QCM,0.42,0.38,62.0,20,12,32,31,20,11,1.03,64.52,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
5152,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,657,4,QCU,0.37,0.54,62.0,22,13,35,26,22,4,1.35,84.62,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
6276,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,657,4,QCU,0.31,0.44,62.0,19,12,31,26,19,7,1.19,73.08,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
657,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,658,5,QCM,0.54,0.21,5.0,2,46,48,19,2,17,2.53,10.53,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
1781,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,658,5,QCM,0.42,0.33,45.0,23,28,51,36,23,13,1.42,63.89,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
2905,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,658,5,QCM,0.7,0.23,27.0,16,42,58,39,16,23,1.49,41.03,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
4029,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,658,5,QCU,0.04,0.98,65.0,40,21,61,49,40,9,1.24,81.63,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
5153,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,658,5,QCU,0.04,0.91,65.0,44,24,68,57,44,13,1.19,77.19,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
6277,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,658,5,QCU,0.09,0.93,65.0,42,23,65,53,42,11,1.23,79.25,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
658,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,659,6,QCM,0.2,0.34,47.0,21,24,45,30,21,9,1.5,70.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
1782,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,659,6,QCM,0.72,0.23,11.0,5,42,47,24,5,19,1.96,20.83,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
2906,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,659,6,QCM,0.47,0.48,53.0,24,22,46,29,24,5,1.59,82.76,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
4030,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,659,6,QCM,0.7,0.17,11.0,5,44,49,16,5,11,3.06,31.25,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
5154,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,659,6,QCM,0.64,0.2,5.0,2,40,42,39,2,37,1.08,5.13,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
6278,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,659,6,QCM,0.58,0.26,34.0,13,25,38,27,13,14,1.41,48.15,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
659,2015,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,660,7,QCU,0.38,0.45,46.0,17,20,37,20,17,3,1.85,85.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
1783,2016,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,660,7,QCU,0.36,0.72,45.0,18,22,40,21,18,3,1.9,85.71,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
2907,2017,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,660,7,QCM,0.31,0.69,49.0,21,22,43,25,21,4,1.72,84.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
4031,2018,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,660,7,QCM,0.32,0.41,44.0,18,24,42,40,18,22,1.05,45.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
5155,2019,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,660,7,QCU,0.63,0.34,26.0,10,27,37,23,10,13,1.61,43.48,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
6279,2020,Mathématiques,3,La Dérivation,3,Theroeme de Rolle et des Accroissements Finis,7,660,7,QCU,0.4,0.71,56.0,22,17,39,26,22,4,1.5,84.62,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
660,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,661,1,QROC,0.48,0.39,57.0,52,39,91,80,52,28,1.14,65.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
1784,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,661,1,QROC,0.85,0.11,4.0,3,79,82,68,3,65,1.21,4.41,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
2908,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,661,1,QROC,0.98,0.08,30.0,22,51,73,31,22,9,2.35,70.97,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
4032,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,661,1,QROC,0.95,0.07,22.0,18,64,82,42,18,24,1.95,42.86,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
5156,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,661,1,QROC,0.88,0.02,11.0,8,65,73,61,8,53,1.2,13.11,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
6280,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,661,1,QROC,0.28,0.26,61.0,51,33,84,59,51,8,1.42,86.44,Difficile,Moyen,1,Plus Facile,Adapte,Mathematics
661,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,662,2,QCU,0.24,0.41,38.0,10,16,26,22,10,12,1.18,45.45,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
1785,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,662,2,QCU,0.52,0.27,23.0,7,22,29,12,7,5,2.42,58.33,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
2909,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,662,2,QO,0.31,0.22,57.0,15,11,26,15,15,0,1.73,100.0,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
4033,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,662,2,QO,0.94,0.03,9.0,2,25,27,21,2,19,1.29,9.52,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
5157,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,662,2,QO,0.74,0.19,63.0,16,10,26,17,16,1,1.53,94.12,Difficile,Moyen,1,Plus Facile,Adapte,Mathematics
6281,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,662,2,QO,0.65,0.29,63.0,17,10,27,25,17,8,1.08,68.0,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
662,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,663,3,QCM,0.52,0.17,19.0,3,11,14,10,3,7,1.4,30.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
1786,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,663,3,QCM,0.57,0.23,10.0,2,13,15,4,2,2,3.75,50.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
2910,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,663,3,QCM,0.75,0.19,32.0,4,10,14,7,4,3,2.0,57.14,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
4034,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,663,3,QCM,0.61,0.25,2.0,0,15,15,14,0,14,1.07,0.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
5158,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,663,3,QCM,0.78,0.21,4.0,1,13,14,6,1,5,2.33,16.67,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
6282,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,663,3,QCU,0.65,0.3,18.0,2,11,13,6,2,4,2.17,33.33,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
663,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,664,4,QCM,0.68,0.27,6.0,3,43,46,45,3,42,1.02,6.67,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
1787,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,664,4,QCM,0.24,0.39,44.0,22,28,50,25,22,3,2.0,88.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
2911,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,664,4,QCM,0.4,0.51,62.0,32,19,51,32,32,0,1.59,100.0,Facile,Moyen,-1,Plus Difficile,Adapte,Mathematics
4035,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,664,4,QCM,0.41,0.31,62.0,30,19,49,48,30,18,1.02,62.5,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
5159,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,664,4,QCU,0.27,0.7,62.0,31,19,50,37,31,6,1.35,83.78,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
6283,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,664,4,QROC,0.55,0.35,62.0,34,21,55,35,34,1,1.57,97.14,Moyen,Moyen,0,Meme Difficulté,Adapte,Mathematics
664,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,665,5,QCU,0.41,0.24,23.0,11,35,46,35,11,24,1.31,31.43,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
1788,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,665,5,QCM,0.71,0.23,1.0,0,39,39,33,0,33,1.18,0.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
2912,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,665,5,QCM,0.41,0.46,59.0,24,16,40,28,24,4,1.43,85.71,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
4036,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,665,5,QCU,0.56,0.25,35.0,13,23,36,20,13,7,1.8,65.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
5160,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,665,5,QCU,0.53,0.31,20.0,6,25,31,15,6,9,2.07,40.0,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
6284,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,665,5,QCU,0.71,0.38,14.0,4,25,29,17,4,13,1.71,23.53,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
665,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,666,6,QCM,0.25,0.54,41.0,7,11,18,10,7,3,1.8,70.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
1789,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,666,6,QCM,0.38,0.61,40.0,6,9,15,13,6,7,1.15,46.15,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
2913,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,666,6,QCU,0.27,0.72,42.0,6,8,14,10,6,4,1.4,60.0,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
4037,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,666,6,QCU,0.34,0.59,55.0,7,6,13,10,7,3,1.3,70.0,Moyen,Moyen,0,Meme Difficulté,Pas Adapte,Mathematics
5161,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,666,6,QCU,0.31,0.67,39.0,5,8,13,6,5,1,2.17,83.33,Difficile,Moyen,1,Plus Facile,Pas Adapte,Mathematics
6285,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,666,6,QCU,0.66,0.27,14.0,2,12,14,5,2,3,2.8,40.0,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
666,2015,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,667,7,QROC,0.62,0.16,2.0,1,43,44,41,1,40,1.07,2.44,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
1790,2016,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,667,7,QROC,0.79,0.07,16.0,7,39,46,26,7,19,1.77,26.92,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
2914,2017,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,667,7,QROC,0.63,0.0,5.0,3,49,52,21,3,18,2.48,14.29,Difficile,Difficile,0,Meme Difficulté,Pas Adapte,Mathematics
4038,2018,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,667,7,QROC,0.79,0.03,29.0,13,32,45,35,13,22,1.29,37.14,Facile,Difficile,-2,Beaucoup plus Difficile,Pas Adapte,Mathematics
5162,2019,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,667,7,QO,0.74,0.2,51.0,26,24,50,44,26,18,1.14,59.09,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
6286,2020,Mathématiques,3,La Dérivation,4,La Fonction Exponentielle Complexe,7,667,7,QO,0.61,0.22,36.0,17,31,48,43,17,26,1.12,39.53,Facile,Moyen,-1,Plus Difficile,Pas Adapte,Mathematics
667,2015,Mathématiques,3,La Dérivation,5,Derivees d'Ordres Superieurs,5,668,1,QCU,0.52,0.36,22.0,17,59,76,68,17,51,1.12,25.0,Moyen,Difficile,-1,Plus Difficile,Pas Adapte,Mathematics
1791,2016,Mathématiques,3,La Dérivation,5,Derivees d'Ordres Superieurs,5,668,1,QCU,0.04,0.85,65.0,56,30,86,73,56,17,1.18,76.71,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
2915,2017,Mathématiques,3,La Dérivation,5,Derivees d'Ordres Superieurs,5,668,1,QCU,0.04,0.88,65.0,47,26,73,47,47,0,1.55,100.0,Facile,Facile,0,Meme Difficulté,Adapte,Mathematics
