,Quizz_ID,Year,Departement,Chapter_ID,Rank_onChapter,Quizz_Type,Number_Attempts,UniQ_Learner,Sucessful_Learners,Unsucessful_Learners,Avg_Attempts,Percent_Learners_Success,Success_Attempts,Failure_Attempts,TruePrct_Succes,Predict_Difficulty,Correct_Difficulty,Prediction/Correct Difficulty
2082,423,2017,Art,11,5,QCU,28,19,19,0,1.47,100.0,19,9,69.1,Adapte,Adapte,Adapte / Adapte
2912,423,2018,Art,11,5,QCU,30,26,20,6,1.15,76.92,20,10,66.19,Adapte,Adapte,Adapte / Adapte
3742,423,2019,Art,11,5,QCU,26,22,16,6,1.18,72.73,16,10,62.49,Adapte,Adapte,Adapte / Adapte
4572,423,2020,Art,11,5,QCU,22,16,13,3,1.38,81.25,13,9,61.01,Adapte,Adapte,Adapte / Adapte
423,424,2015,Art,11,6,QCM,5,4,4,0,1.25,100.0,4,1,89.26,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1253,424,2016,Art,11,6,QCM,5,2,2,0,2.5,100.0,2,3,45.03,Difficile,Difficile,Difficile / Difficile
2083,424,2017,Art,11,6,QCM,6,5,3,2,1.2,60.0,3,3,44.15,Difficile,Difficile,Difficile / Difficile
2913,424,2018,Art,11,6,QCM,7,5,3,2,1.4,60.0,3,4,40.87,Difficile,Difficile,Difficile / Difficile
3743,424,2019,Art,11,6,QCM,7,5,3,2,1.4,60.0,3,4,41.96,Difficile,Difficile,Difficile / Difficile
4573,424,2020,Art,11,6,QCM,8,7,3,4,1.14,42.86,3,5,40.28,Difficile,Difficile,Difficile / Difficile
424,425,2015,Art,11,7,QCU,88,86,79,7,1.02,91.86,79,9,90.21,Facile,Trop Facile,Facile / Trop Facile
1254,425,2016,Art,11,7,QCU,79,63,31,32,1.25,49.21,31,48,39.48,Difficile,Difficile,Difficile / Difficile
2084,425,2017,Art,11,7,QCU,76,58,35,23,1.31,60.34,35,41,45.43,Difficile,Difficile,Difficile / Difficile
2914,425,2018,Art,11,7,QCU,80,77,54,23,1.04,70.13,54,26,67.03,Difficile,Adapte,Difficile / Adapte
3744,425,2019,Art,11,7,QCU,66,54,41,13,1.22,75.93,41,25,61.94,Adapte,Adapte,Adapte / Adapte
4574,425,2020,Art,11,7,QCU,77,69,55,14,1.12,79.71,55,22,71.08,Adapte,Adapte,Adapte / Adapte
425,426,2015,Art,11,8,QCU,77,65,38,27,1.18,58.46,38,39,49.53,Difficile,Difficile,Difficile / Difficile
1255,426,2016,Art,11,8,QCU,68,39,27,12,1.74,69.23,27,41,40.11,Difficile,Difficile,Difficile / Difficile
2085,426,2017,Art,11,8,QCU,58,45,26,19,1.29,57.78,26,32,44.78,Difficile,Difficile,Difficile / Difficile
2915,426,2018,Art,11,8,QCU,66,43,31,12,1.53,72.09,31,35,46.36,Difficile,Difficile,Difficile / Difficile
3745,426,2019,Art,11,8,QCU,68,62,33,29,1.1,53.23,33,35,49.25,Difficile,Difficile,Difficile / Difficile
4575,426,2020,Art,11,8,QCU,56,46,14,32,1.22,30.43,14,42,25.16,Difficile,Difficile,Difficile / Difficile
426,427,2015,Art,11,9,QROC,20,8,1,7,2.5,12.5,1,19,6.3,Difficile,Trop Difficile,Difficile / Trop Difficile
1256,427,2016,Art,11,9,QROC,19,9,6,3,2.11,66.67,6,13,32.74,Difficile,Difficile,Difficile / Difficile
2086,427,2017,Art,11,9,QROC,23,21,20,1,1.1,95.24,20,3,88.62,Difficile,Trop Facile,Difficile / Trop Facile
2916,427,2018,Art,11,9,QROC,22,19,17,2,1.16,89.47,17,5,77.46,Difficile,Facile,Difficile / Facile
3746,427,2019,Art,11,9,QROC,23,20,8,12,1.15,40.0,8,15,34.88,Difficile,Difficile,Difficile / Difficile
4576,427,2020,Art,11,9,QROC,26,24,9,15,1.08,37.5,9,17,35.92,Difficile,Difficile,Difficile / Difficile
427,428,2015,Art,11,10,QCM,13,11,10,1,1.18,90.91,10,3,77.97,Facile,Facile,Facile / Facile
1257,428,2016,Art,11,10,QCM,16,11,9,2,1.45,81.82,9,7,57.67,Difficile,Difficile,Difficile / Difficile
2087,428,2017,Art,11,10,QCM,13,10,5,5,1.3,50.0,5,8,39.94,Difficile,Difficile,Difficile / Difficile
2917,428,2018,Art,11,10,QCM,10,6,4,2,1.67,66.67,4,6,40.12,Difficile,Difficile,Difficile / Difficile
3747,428,2019,Art,11,10,QCM,8,5,4,1,1.6,80.0,4,4,55.47,Difficile,Difficile,Difficile / Difficile
4577,428,2020,Art,11,10,QCM,10,7,6,1,1.43,85.71,6,4,58.19,Difficile,Difficile,Difficile / Difficile
428,429,2015,Art,11,11,QROC,8,6,5,1,1.33,83.33,5,3,58.21,Difficile,Difficile,Difficile / Difficile
1258,429,2016,Art,11,11,QROC,9,6,4,2,1.5,66.67,4,5,41.49,Difficile,Difficile,Difficile / Difficile
2088,429,2017,Art,11,11,QROC,11,9,5,4,1.22,55.56,5,6,41.88,Difficile,Difficile,Difficile / Difficile
2918,429,2018,Art,11,11,QROC,10,9,4,5,1.11,44.44,4,6,43.66,Difficile,Difficile,Difficile / Difficile
3748,429,2019,Art,11,11,QROC,8,7,3,4,1.14,42.86,3,5,40.78,Difficile,Difficile,Difficile / Difficile
4578,429,2020,Art,11,11,QROC,9,7,3,4,1.29,42.86,3,6,31.05,Difficile,Difficile,Difficile / Difficile
429,430,2015,Art,11,12,QCM,27,18,14,4,1.5,77.78,14,13,51.03,Facile,Difficile,Facile / Difficile
1259,430,2016,Art,11,12,QCM,32,17,9,8,1.88,52.94,9,23,26.97,Difficile,Difficile,Difficile / Difficile
2089,430,2017,Art,11,12,QCM,33,32,22,10,1.03,68.75,22,11,66.31,Difficile,Adapte,Difficile / Adapte
2919,430,2018,Art,11,12,QCM,37,32,22,10,1.16,68.75,22,15,60.28,Adapte,Adapte,Adapte / Adapte
3749,430,2019,Art,11,12,QCM,41,30,25,5,1.37,83.33,25,16,61.83,Adapte,Adapte,Adapte / Adapte
4579,430,2020,Art,11,12,QCM,47,46,28,18,1.02,60.87,28,19,60.48,Adapte,Adapte,Adapte / Adapte
430,431,2015,Art,11,13,QCU,13,11,11,0,1.18,100.0,11,2,83.23,Facile,Facile,Facile / Facile
1260,431,2016,Art,11,13,QCU,10,8,6,2,1.25,75.0,6,4,55.81,Difficile,Difficile,Difficile / Difficile
2090,431,2017,Art,11,13,QCU,12,5,4,1,2.4,80.0,4,8,33.15,Difficile,Difficile,Difficile / Difficile
2920,431,2018,Art,11,13,QCU,13,12,6,6,1.08,50.0,6,7,43.56,Difficile,Difficile,Difficile / Difficile
3750,431,2019,Art,11,13,QCU,15,8,4,4,1.88,50.0,4,11,25.33,Difficile,Difficile,Difficile / Difficile
4580,431,2020,Art,11,13,QCU,15,15,14,1,1.0,93.33,14,1,91.53,Difficile,Trop Facile,Difficile / Trop Facile
431,432,2015,Art,11,14,QCU,37,30,22,8,1.23,73.33,22,15,58.69,Trop Facile,Difficile,Trop Facile / Difficile
1261,432,2016,Art,11,14,QCU,42,34,15,19,1.24,44.12,15,27,34.88,Difficile,Difficile,Difficile / Difficile
2091,432,2017,Art,11,14,QCU,48,42,14,28,1.14,33.33,14,34,28.51,Difficile,Difficile,Difficile / Difficile
2921,432,2018,Art,11,14,QCU,46,34,13,21,1.35,38.24,13,33,28.12,Difficile,Difficile,Difficile / Difficile
3751,432,2019,Art,11,14,QCU,39,34,17,17,1.15,50.0,17,22,42.48,Difficile,Difficile,Difficile / Difficile
4581,432,2020,Art,11,14,QCU,37,32,29,3,1.16,90.62,29,8,78.08,Difficile,Facile,Difficile / Facile
432,433,2015,Art,12,1,QCU,68,58,44,14,1.17,75.86,44,24,64.73,Adapte,Adapte,Adapte / Adapte
1262,433,2016,Art,12,1,QCU,70,56,44,12,1.25,78.57,44,26,63.53,Adapte,Adapte,Adapte / Adapte
2092,433,2017,Art,12,1,QCU,67,62,47,15,1.08,75.81,47,20,69.48,Adapte,Adapte,Adapte / Adapte
2922,433,2018,Art,12,1,QCU,73,48,44,4,1.52,91.67,44,29,60.8,Adapte,Adapte,Adapte / Adapte
3752,433,2019,Art,12,1,QCU,65,43,42,1,1.51,97.67,42,23,63.97,Adapte,Adapte,Adapte / Adapte
4582,433,2020,Art,12,1,QCU,63,54,40,14,1.17,74.07,40,23,63.45,Adapte,Adapte,Adapte / Adapte
433,434,2015,Art,13,1,QROC,68,49,42,7,1.39,85.71,42,26,61.16,Trop Facile,Adapte,Trop Facile / Adapte
1263,434,2016,Art,13,1,QROC,59,40,40,0,1.48,100.0,40,19,67.7,Adapte,Adapte,Adapte / Adapte
2093,434,2017,Art,13,1,QROC,59,56,36,20,1.05,64.29,36,23,61.68,Adapte,Adapte,Adapte / Adapte
2923,434,2018,Art,13,1,QROC,66,66,47,19,1.0,71.21,47,19,71.07,Adapte,Adapte,Adapte / Adapte
3753,434,2019,Art,13,1,QROC,59,50,36,14,1.18,72.0,36,23,61.78,Adapte,Adapte,Adapte / Adapte
4583,434,2020,Art,13,1,QROC,47,40,35,5,1.18,87.5,35,12,73.49,Adapte,Adapte,Adapte / Adapte
434,435,2015,Art,13,2,QCU,100,90,90,0,1.11,100.0,90,10,90.19,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1264,435,2016,Art,13,2,QCU,102,90,43,47,1.13,47.78,43,59,41.9,Difficile,Difficile,Difficile / Difficile
2094,435,2017,Art,13,2,QCU,92,92,47,45,1.0,51.09,47,45,50.67,Difficile,Difficile,Difficile / Difficile
2924,435,2018,Art,13,2,QCU,94,55,46,9,1.71,83.64,46,48,49.07,Difficile,Difficile,Difficile / Difficile
3754,435,2019,Art,13,2,QCU,82,63,25,38,1.3,39.68,25,57,30.76,Difficile,Difficile,Difficile / Difficile
4584,435,2020,Art,13,2,QCU,94,43,28,15,2.19,65.12,28,66,29.73,Difficile,Difficile,Difficile / Difficile
435,436,2015,Art,13,3,QCU,88,80,79,1,1.1,98.75,79,9,90.07,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1265,436,2016,Art,13,3,QCU,105,38,30,8,2.76,78.95,30,75,28.67,Difficile,Difficile,Difficile / Difficile
2095,436,2017,Art,13,3,QCU,111,81,65,16,1.37,80.25,65,46,58.69,Difficile,Difficile,Difficile / Difficile
2925,436,2018,Art,13,3,QCU,110,46,43,3,2.39,93.48,43,67,39.1,Difficile,Difficile,Difficile / Difficile
3755,436,2019,Art,13,3,QCU,129,119,47,72,1.08,39.5,47,82,36.67,Difficile,Difficile,Difficile / Difficile
4585,436,2020,Art,13,3,QCU,116,66,57,9,1.76,86.36,57,59,48.94,Difficile,Difficile,Difficile / Difficile
436,437,2015,Art,13,4,QCM,75,70,70,0,1.07,100.0,70,5,93.49,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1266,437,2016,Art,13,4,QCM,89,87,85,2,1.02,97.7,85,4,95.56,Difficile,Trop Facile,Difficile / Trop Facile
2096,437,2017,Art,13,4,QCM,106,105,91,14,1.01,86.67,91,15,86.13,Difficile,Trop Facile,Difficile / Trop Facile
2926,437,2018,Art,13,4,QCM,101,56,55,1,1.8,98.21,55,46,54.91,Difficile,Difficile,Difficile / Difficile
3756,437,2019,Art,13,4,QCM,100,83,36,47,1.2,43.37,36,64,36.11,Difficile,Difficile,Difficile / Difficile
4586,437,2020,Art,13,4,QCM,119,65,58,7,1.83,89.23,58,61,48.47,Difficile,Difficile,Difficile / Difficile
437,438,2015,Art,13,5,QCU,84,79,53,26,1.06,67.09,53,31,62.57,Trop Facile,Adapte,Trop Facile / Adapte
1267,438,2016,Art,13,5,QCU,85,62,59,3,1.37,95.16,59,26,69.91,Adapte,Adapte,Adapte / Adapte
2097,438,2017,Art,13,5,QCU,99,74,63,11,1.34,85.14,63,36,63.57,Adapte,Adapte,Adapte / Adapte
2927,438,2018,Art,13,5,QCU,104,97,75,22,1.07,77.32,75,29,71.87,Adapte,Adapte,Adapte / Adapte
3757,438,2019,Art,13,5,QCU,87,85,56,29,1.02,65.88,56,31,64.7,Adapte,Adapte,Adapte / Adapte
4587,438,2020,Art,13,5,QCU,78,57,51,6,1.37,89.47,51,27,65.45,Adapte,Adapte,Adapte / Adapte
438,439,2015,Art,13,6,QCM,62,57,50,7,1.09,87.72,50,12,80.12,Facile,Facile,Facile / Facile
1268,439,2016,Art,13,6,QCM,56,51,17,34,1.1,33.33,17,39,30.92,Difficile,Difficile,Difficile / Difficile
2098,439,2017,Art,13,6,QCM,50,41,40,1,1.22,97.56,40,10,79.09,Difficile,Facile,Difficile / Facile
2928,439,2018,Art,13,6,QCM,49,43,22,21,1.14,51.16,22,27,43.9,Difficile,Difficile,Difficile / Difficile
3758,439,2019,Art,13,6,QCM,49,46,20,26,1.07,43.48,20,29,41.53,Difficile,Difficile,Difficile / Difficile
4588,439,2020,Art,13,6,QCM,43,19,19,0,2.26,100.0,19,24,43.97,Difficile,Difficile,Difficile / Difficile
439,440,2015,Art,13,7,QCU,11,11,10,1,1.0,90.91,10,1,95.41,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1269,440,2016,Art,13,7,QCU,11,9,6,3,1.22,66.67,6,5,51.58,Difficile,Difficile,Difficile / Difficile
2099,440,2017,Art,13,7,QCU,9,8,7,1,1.12,87.5,7,2,76.87,Difficile,Facile,Difficile / Facile
2929,440,2018,Art,13,7,QCU,8,6,5,1,1.33,83.33,5,3,65.28,Difficile,Adapte,Difficile / Adapte
3759,440,2019,Art,13,7,QCU,9,8,6,2,1.12,75.0,6,3,62.05,Adapte,Adapte,Adapte / Adapte
4589,440,2020,Art,13,7,QCU,10,8,7,1,1.25,87.5,7,3,74.77,Adapte,Adapte,Adapte / Adapte
440,441,2015,Art,13,8,QCU,45,45,28,17,1.0,62.22,28,17,63.25,Adapte,Adapte,Adapte / Adapte
1270,441,2016,Art,13,8,QCU,37,25,23,2,1.48,92.0,23,14,61.99,Adapte,Adapte,Adapte / Adapte
2100,441,2017,Art,13,8,QCU,44,30,27,3,1.47,90.0,27,17,60.55,Adapte,Adapte,Adapte / Adapte
2930,441,2018,Art,13,8,QCU,39,33,29,4,1.18,87.88,29,10,73.75,Adapte,Adapte,Adapte / Adapte
3760,441,2019,Art,13,8,QCU,31,27,20,7,1.15,74.07,20,11,63.82,Adapte,Adapte,Adapte / Adapte
4590,441,2020,Art,13,8,QCU,35,31,25,6,1.13,80.65,25,10,70.25,Adapte,Adapte,Adapte / Adapte
441,442,2015,Art,13,9,QROC,12,11,6,5,1.09,54.55,6,6,46.67,Difficile,Difficile,Difficile / Difficile
1271,442,2016,Art,13,9,QROC,10,6,3,3,1.67,50.0,3,7,29.79,Difficile,Difficile,Difficile / Difficile
2101,442,2017,Art,13,9,QROC,10,9,8,1,1.11,88.89,8,2,84.35,Difficile,Facile,Difficile / Facile
2931,442,2018,Art,13,9,QROC,8,6,2,4,1.33,33.33,2,6,28.75,Difficile,Difficile,Difficile / Difficile
3761,442,2019,Art,13,9,QROC,9,8,2,6,1.12,25.0,2,7,26.23,Difficile,Difficile,Difficile / Difficile
4591,442,2020,Art,13,9,QROC,11,9,6,3,1.22,66.67,6,5,55.88,Difficile,Difficile,Difficile / Difficile
442,443,2015,Art,13,10,QCM,73,60,49,11,1.22,81.67,49,24,66.66,Adapte,Adapte,Adapte / Adapte
1272,443,2016,Art,13,10,QCM,73,60,46,14,1.22,76.67,46,27,62.99,Adapte,Adapte,Adapte / Adapte
2102,443,2017,Art,13,10,QCM,76,66,53,13,1.15,80.3,53,23,69.38,Adapte,Adapte,Adapte / Adapte
2932,443,2018,Art,13,10,QCM,80,61,50,11,1.31,81.97,50,30,62.31,Adapte,Adapte,Adapte / Adapte
3762,443,2019,Art,13,10,QCM,83,73,57,16,1.14,78.08,57,26,68.66,Adapte,Adapte,Adapte / Adapte
4592,443,2020,Art,13,10,QCM,77,67,48,19,1.15,71.64,48,29,62.47,Adapte,Adapte,Adapte / Adapte
443,444,2015,Art,13,11,QCU,63,31,12,19,2.03,38.71,12,51,18.34,Adapte,Trop Difficile,Adapte / Trop Difficile
1273,444,2016,Art,13,11,QCU,66,32,2,30,2.06,6.25,2,64,2.79,Difficile,Trop Difficile,Difficile / Trop Difficile
2103,444,2017,Art,13,11,QCU,68,66,65,1,1.03,98.48,65,3,95.97,Difficile,Trop Facile,Difficile / Trop Facile
2933,444,2018,Art,13,11,QCU,80,46,42,4,1.74,91.3,42,38,52.35,Difficile,Difficile,Difficile / Difficile
3763,444,2019,Art,13,11,QCU,91,58,25,33,1.57,43.1,25,66,27.77,Difficile,Difficile,Difficile / Difficile
4593,444,2020,Art,13,11,QCU,89,65,27,38,1.37,41.54,27,62,30.55,Difficile,Difficile,Difficile / Difficile
444,445,2015,Art,13,12,QCU,81,79,7,72,1.03,8.86,7,74,8.03,Trop Difficile,Trop Difficile,Trop Difficile / Trop Difficile
1274,445,2016,Art,13,12,QCU,65,39,26,13,1.67,66.67,26,39,39.87,Difficile,Difficile,Difficile / Difficile
2104,445,2017,Art,13,12,QCU,72,69,56,13,1.04,81.16,56,16,77.72,Difficile,Facile,Difficile / Facile
2934,445,2018,Art,13,12,QCU,76,38,30,8,2.0,78.95,30,46,39.7,Difficile,Difficile,Difficile / Difficile
3764,445,2019,Art,13,12,QCU,79,56,36,20,1.41,64.29,36,43,45.92,Difficile,Difficile,Difficile / Difficile
4594,445,2020,Art,13,12,QCU,65,62,30,32,1.05,48.39,30,35,45.46,Difficile,Difficile,Difficile / Difficile
445,446,2015,Art,13,13,QCU,79,63,24,39,1.25,38.1,24,55,30.13,Difficile,Difficile,Difficile / Difficile
1275,446,2016,Art,13,13,QCU,82,80,45,35,1.02,56.25,45,37,54.85,Difficile,Difficile,Difficile / Difficile
2105,446,2017,Art,13,13,QCU,70,66,52,14,1.06,78.79,52,18,74.11,Difficile,Adapte,Difficile / Adapte
2935,446,2018,Art,13,13,QCU,58,54,36,18,1.07,66.67,36,22,62.46,Adapte,Adapte,Adapte / Adapte
3765,446,2019,Art,13,13,QCU,69,58,50,8,1.19,86.21,50,19,72.1,Adapte,Adapte,Adapte / Adapte
4595,446,2020,Art,13,13,QCU,67,54,46,8,1.24,85.19,46,21,68.42,Adapte,Adapte,Adapte / Adapte
446,447,2015,Art,13,14,QCU,35,18,9,9,1.94,50.0,9,26,26.0,Difficile,Difficile,Difficile / Difficile
1276,447,2016,Art,13,14,QCU,42,41,12,29,1.02,29.27,12,30,28.59,Difficile,Difficile,Difficile / Difficile
2106,447,2017,Art,13,14,QCU,47,37,26,11,1.27,70.27,26,21,54.45,Difficile,Difficile,Difficile / Difficile
2936,447,2018,Art,13,14,QCU,45,44,30,14,1.02,68.18,30,15,67.28,Difficile,Adapte,Difficile / Adapte
3766,447,2019,Art,13,14,QCU,43,38,31,7,1.13,81.58,31,12,71.27,Adapte,Adapte,Adapte / Adapte
4596,447,2020,Art,13,14,QCU,39,33,24,9,1.18,72.73,24,15,62.5,Adapte,Adapte,Adapte / Adapte
447,448,2015,Art,14,1,QCU,25,23,19,4,1.09,82.61,19,6,77.14,Facile,Facile,Facile / Facile
1277,448,2016,Art,14,1,QCU,26,21,14,7,1.24,66.67,14,12,54.36,Difficile,Difficile,Difficile / Difficile
2107,448,2017,Art,14,1,QCU,29,16,10,6,1.81,62.5,10,19,35.6,Difficile,Difficile,Difficile / Difficile
2937,448,2018,Art,14,1,QCU,24,16,2,14,1.5,12.5,2,22,6.92,Difficile,Trop Difficile,Difficile / Trop Difficile
3767,448,2019,Art,14,1,QCU,24,16,2,14,1.5,12.5,2,22,7.88,Difficile,Trop Difficile,Difficile / Trop Difficile
4597,448,2020,Art,14,1,QCU,29,18,12,6,1.61,66.67,12,17,40.64,Difficile,Difficile,Difficile / Difficile
448,449,2015,Art,14,2,QCU,23,17,14,3,1.35,82.35,14,9,60.69,Trop Difficile,Adapte,Trop Difficile / Adapte
1278,449,2016,Art,14,2,QCU,28,24,18,6,1.17,75.0,18,10,64.06,Adapte,Adapte,Adapte / Adapte
2108,449,2017,Art,14,2,QCU,25,19,15,4,1.32,78.95,15,10,61.86,Adapte,Adapte,Adapte / Adapte
2938,449,2018,Art,14,2,QCU,30,21,20,1,1.43,95.24,20,10,66.43,Adapte,Adapte,Adapte / Adapte
3768,449,2019,Art,14,2,QCU,31,30,20,10,1.03,66.67,20,11,65.4,Adapte,Adapte,Adapte / Adapte
4598,449,2020,Art,14,2,QCU,36,27,26,1,1.33,96.3,26,10,71.64,Adapte,Adapte,Adapte / Adapte
449,450,2015,Art,14,3,QROC,66,58,24,34,1.14,41.38,24,42,35.95,Trop Difficile,Difficile,Trop Difficile / Difficile
1279,450,2016,Art,14,3,QROC,70,63,59,4,1.11,93.65,59,11,84.16,Difficile,Facile,Difficile / Facile
2109,450,2017,Art,14,3,QROC,77,71,33,38,1.08,46.48,33,44,43.07,Difficile,Difficile,Difficile / Difficile
2939,450,2018,Art,14,3,QROC,81,75,26,49,1.08,34.67,26,55,32.28,Difficile,Difficile,Difficile / Difficile
3769,450,2019,Art,14,3,QROC,81,58,51,7,1.4,87.93,51,30,62.97,Difficile,Adapte,Difficile / Adapte
4599,450,2020,Art,14,3,QROC,66,65,40,25,1.02,61.54,40,26,61.33,Adapte,Adapte,Adapte / Adapte
450,451,2015,Art,14,4,QCU,93,92,79,13,1.01,85.87,79,14,84.46,Difficile,Facile,Difficile / Facile
1280,451,2016,Art,14,4,QCU,110,67,62,5,1.64,92.54,62,48,56.64,Difficile,Difficile,Difficile / Difficile
2110,451,2017,Art,14,4,QCU,114,110,48,62,1.04,43.64,48,66,42.28,Difficile,Difficile,Difficile / Difficile
2940,451,2018,Art,14,4,QCU,127,116,106,10,1.09,91.38,106,21,83.44,Difficile,Facile,Difficile / Facile
3770,451,2019,Art,14,4,QCU,107,74,49,25,1.45,66.22,49,58,45.68,Difficile,Difficile,Difficile / Difficile
4600,451,2020,Art,14,4,QCU,108,105,101,4,1.03,96.19,101,7,93.48,Difficile,Trop Facile,Difficile / Trop Facile
451,452,2015,Art,14,5,QCM,7,4,2,2,1.75,50.0,2,5,28.29,Difficile,Difficile,Difficile / Difficile
1281,452,2016,Art,14,5,QCM,7,3,3,0,2.33,100.0,3,4,41.55,Difficile,Difficile,Difficile / Difficile
2111,452,2017,Art,14,5,QCM,7,6,4,2,1.17,66.67,4,3,50.72,Difficile,Difficile,Difficile / Difficile
2941,452,2018,Art,14,5,QCM,7,5,4,1,1.4,80.0,4,3,53.77,Difficile,Difficile,Difficile / Difficile
3771,452,2019,Art,14,5,QCM,6,6,3,3,1.0,50.0,3,3,50.9,Difficile,Difficile,Difficile / Difficile
4601,452,2020,Art,14,5,QCM,6,5,3,2,1.2,60.0,3,3,53.6,Difficile,Difficile,Difficile / Difficile
452,453,2015,Art,14,6,QROC,29,25,23,2,1.16,92.0,23,6,78.12,Facile,Facile,Facile / Facile
1282,453,2016,Art,14,6,QROC,34,28,17,11,1.21,60.71,17,17,51.06,Difficile,Difficile,Difficile / Difficile
2112,453,2017,Art,14,6,QROC,39,18,2,16,2.17,11.11,2,37,4.22,Difficile,Trop Difficile,Difficile / Trop Difficile
2942,453,2018,Art,14,6,QROC,42,18,17,1,2.33,94.44,17,25,41.16,Difficile,Difficile,Difficile / Difficile
3772,453,2019,Art,14,6,QROC,43,18,18,0,2.39,100.0,18,25,40.86,Difficile,Difficile,Difficile / Difficile
4602,453,2020,Art,14,6,QROC,50,45,12,33,1.11,26.67,12,38,23.92,Difficile,Trop Difficile,Difficile / Trop Difficile
453,454,2015,Art,14,7,QCM,52,48,43,5,1.08,89.58,43,9,82.17,Facile,Facile,Facile / Facile
1283,454,2016,Art,14,7,QCM,56,47,19,28,1.19,40.43,19,37,34.58,Difficile,Difficile,Difficile / Difficile
2113,454,2017,Art,14,7,QCM,50,29,23,6,1.72,79.31,23,27,46.5,Difficile,Difficile,Difficile / Difficile
2943,454,2018,Art,14,7,QCM,47,45,9,36,1.04,20.0,9,38,20.13,Difficile,Trop Difficile,Difficile / Trop Difficile
3773,454,2019,Art,14,7,QCM,49,44,38,6,1.11,86.36,38,11,77.2,Difficile,Facile,Difficile / Facile
4603,454,2020,Art,14,7,QCM,46,36,24,12,1.28,66.67,24,22,52.29,Difficile,Difficile,Difficile / Difficile
454,455,2015,Art,15,1,QCU,19,15,9,6,1.27,60.0,9,10,48.11,Difficile,Difficile,Difficile / Difficile
1284,455,2016,Art,15,1,QCU,16,11,5,6,1.45,45.45,5,11,30.92,Difficile,Difficile,Difficile / Difficile
2114,455,2017,Art,15,1,QCU,15,15,4,11,1.0,26.67,4,11,25.08,Difficile,Difficile,Difficile / Difficile
2944,455,2018,Art,15,1,QCU,16,8,5,3,2.0,62.5,5,11,30.71,Difficile,Difficile,Difficile / Difficile
3774,455,2019,Art,15,1,QCU,15,12,2,10,1.25,16.67,2,13,10.32,Difficile,Trop Difficile,Difficile / Trop Difficile
4604,455,2020,Art,15,1,QCU,16,13,8,5,1.23,61.54,8,8,52.31,Difficile,Difficile,Difficile / Difficile
455,456,2015,Art,15,2,QCM,25,24,23,1,1.04,95.83,23,2,93.58,Trop Facile,Trop Facile,Trop Facile / Trop Facile
1285,456,2016,Art,15,2,QCM,26,26,26,0,1.0,100.0,26,0,99.93,Difficile,Trop Facile,Difficile / Trop Facile
2115,456,2017,Art,15,2,QCM,24,22,16,6,1.09,72.73,16,8,65.91,Difficile,Adapte,Difficile / Adapte
2945,456,2018,Art,15,2,QCM,23,20,17,3,1.15,85.0,17,6,71.8,Adapte,Adapte,Adapte / Adapte
3775,456,2019,Art,15,2,QCM,22,21,16,5,1.05,76.19,16,6,70.49,Adapte,Adapte,Adapte / Adapte
4605,456,2020,Art,15,2,QCM,26,26,17,9,1.0,65.38,17,9,64.65,Adapte,Adapte,Adapte / Adapte
456,457,2015,Art,15,3,QCM,72,67,61,6,1.07,91.04,61,11,84.89,Trop Difficile,Facile,Trop Difficile / Facile
1286,457,2016,Art,15,3,QCM,65,24,11,13,2.71,45.83,11,54,17.11,Difficile,Trop Difficile,Difficile / Trop Difficile
2116,457,2017,Art,15,3,QCM,53,35,26,9,1.51,74.29,26,27,49.58,Difficile,Difficile,Difficile / Difficile
2946,457,2018,Art,15,3,QCM,58,21,15,6,2.76,71.43,15,43,25.88,Difficile,Difficile,Difficile / Difficile
3776,457,2019,Art,15,3,QCM,48,44,22,22,1.09,50.0,22,26,45.6,Difficile,Difficile,Difficile / Difficile
4606,457,2020,Art,15,3,QCM,48,47,43,4,1.02,91.49,43,5,89.51,Difficile,Trop Facile,Difficile / Trop Facile
457,458,2015,Art,15,4,QCU,57,52,23,29,1.1,44.23,23,34,39.57,Difficile,Difficile,Difficile / Difficile
1287,458,2016,Art,15,4,QCU,64,29,21,8,2.21,72.41,21,43,32.92,Difficile,Difficile,Difficile / Difficile
2117,458,2017,Art,15,4,QCU,64,50,17,33,1.28,34.0,17,47,26.53,Difficile,Difficile,Difficile / Difficile
2947,458,2018,Art,15,4,QCU,63,24,16,8,2.62,66.67,16,47,25.03,Difficile,Difficile,Difficile / Difficile
3777,458,2019,Art,15,4,QCU,74,45,39,6,1.64,86.67,39,35,52.72,Difficile,Difficile,Difficile / Difficile
4607,458,2020,Art,15,4,QCU,68,59,49,10,1.15,83.05,49,19,71.41,Difficile,Adapte,Difficile / Adapte
458,459,2015,Art,15,5,QCU,6,4,3,1,1.5,75.0,3,3,53.12,Difficile,Difficile,Difficile / Difficile
1288,459,2016,Art,15,5,QCU,7,3,0,3,2.33,0.0,0,7,0.04,Difficile,Trop Difficile,Difficile / Trop Difficile
2118,459,2017,Art,15,5,QCU,8,7,2,5,1.14,28.57,2,6,30.87,Difficile,Difficile,Difficile / Difficile
2948,459,2018,Art,15,5,QCU,10,4,3,1,2.5,75.0,3,7,31.76,Difficile,Difficile,Difficile / Difficile
